ENABLE,id,mst_auto_player_sequence_id,mst_auto_player_sequence_set_id,bgm_asset_key,boss_bgm_asset_key,loop_background_asset_key,player_outpost_asset_key,mst_page_id,mst_enemy_outpost_id,mst_defense_target_id,boss_mst_enemy_stage_parameter_id,boss_count,normal_enemy_hp_coef,normal_enemy_attack_coef,normal_enemy_speed_coef,boss_enemy_hp_coef,boss_enemy_attack_coef,boss_enemy_speed_coef,release_key
e,pvp_half_02,,,SSE_SBG_003_007,,,,pvp_half_02,pvp,,1,,1,1,1,1,1,1,202603025
e,event_l05anniv_1day_00001,event_l05anniv_1day_00001,event_l05anniv_1day_00001,SSE_SBG_003_002,,,,event_l05anniv_1day_00001,event_l05anniv_1day_00001,,1,,1,1,1,1,1,1,202603025
e,raid_l05anniv_00001,raid_l05anniv_00001,raid_l05anniv_00001,SSE_SBG_003_008,,,,raid_l05anniv_00001,raid_l05anniv_00001,,,,1,1,1,1,1,1,202603025
e,event_l05anniv_challenge01_00001,event_l05anniv_challenge01_00001,event_l05anniv_challenge01_00001,SSE_SBG_003_002,,,,event_l05anniv_challenge01_00001,event_l05anniv_challenge01_00001,,1,,1,1,1,1,1,1,202603025
e,event_l05anniv_challenge01_00002,event_l05anniv_challenge01_00002,event_l05anniv_challenge01_00002,SSE_SBG_003_002,,,,event_l05anniv_challenge01_00002,event_l05anniv_challenge01_00002,,1,,1,1,1,1,1,1,202603025
e,event_l05anniv_challenge01_00003,event_l05anniv_challenge01_00003,event_l05anniv_challenge01_00003,SSE_SBG_003_002,,,,event_l05anniv_challenge01_00003,event_l05anniv_challenge01_00003,,1,,1,1,1,1,1,1,202603025
e,event_l05anniv_challenge01_00004,event_l05anniv_challenge01_00004,event_l05anniv_challenge01_00004,SSE_SBG_003_002,,,,event_l05anniv_challenge01_00004,event_l05anniv_challenge01_00004,,1,,1,1,1,1,1,1,202603025
e,event_l05anniv_charaget01_00001,event_l05anniv_charaget01_00001,event_l05anniv_charaget01_00001,SSE_SBG_003_001,SSE_SBG_003_004,,,event_l05anniv_charaget01_00001,event_l05anniv_charaget01_00001,,1,,1,1,1,1,1,1,202603025
e,event_l05anniv_charaget01_00002,event_l05anniv_charaget01_00002,event_l05anniv_charaget01_00002,SSE_SBG_003_001,SSE_SBG_003_004,,,event_l05anniv_charaget01_00002,event_l05anniv_charaget01_00002,,1,,1,1,1,1,1,1,202603025
e,event_l05anniv_charaget01_00003,event_l05anniv_charaget01_00003,event_l05anniv_charaget01_00003,SSE_SBG_003_001,SSE_SBG_003_004,,,event_l05anniv_charaget01_00003,event_l05anniv_charaget01_00003,,1,,1,1,1,1,1,1,202603025
