ENABLE,release_key,id,mst_unit_id,unit_grade,attack_kind,killer_colors,killer_percentage,action_frames,attack_delay,next_attack_interval,asset_key
e,202603025,chara_kai_00701_Normal_00000,chara_kai_00701,0,Normal,,,65,7,100,
e,202603025,chara_kai_00701_Special_00001,chara_kai_00701,1,Special,,,144,60,0,
e,202603025,chara_kai_00701_Special_00002,chara_kai_00701,2,Special,,,144,60,0,
e,202603025,chara_kai_00701_Special_00003,chara_kai_00701,3,Special,,,144,60,0,
e,202603025,chara_kai_00701_Special_00004,chara_kai_00701,4,Special,,,144,60,0,
e,202603025,chara_kai_00701_Special_00005,chara_kai_00701,5,Special,,,144,60,0,
e,202603025,chara_gom_00701_Normal_00000,chara_gom_00701,0,Normal,,,79,21,50,
e,202603025,chara_gom_00701_Special_00001,chara_gom_00701,1,Special,,,114,46,0,
e,202603025,chara_gom_00701_Special_00002,chara_gom_00701,2,Special,,,114,46,0,
e,202603025,chara_gom_00701_Special_00003,chara_gom_00701,3,Special,,,114,46,0,
e,202603025,chara_gom_00701_Special_00004,chara_gom_00701,4,Special,,,114,46,0,
e,202603025,chara_gom_00701_Special_00005,chara_gom_00701,5,Special,,,114,46,0,
e,202603025,chara_osh_00701_Normal_00000,chara_osh_00701,0,Normal,,,0,0,0,
e,202603025,chara_osh_00701_Special_00001,chara_osh_00701,1,Special,,,106,30,0,
e,202603025,chara_osh_00701_Special_00002,chara_osh_00701,2,Special,,,106,30,0,
e,202603025,chara_osh_00701_Special_00003,chara_osh_00701,3,Special,,,106,30,0,
e,202603025,chara_osh_00701_Special_00004,chara_osh_00701,4,Special,,,106,30,0,
e,202603025,chara_osh_00701_Special_00005,chara_osh_00701,5,Special,,,106,30,0,
e,202603025,c_kai_00701_glo2_1d1c_Normal_Colorless_Normal_00000,c_kai_00701_glo2_1d1c_Normal_Colorless,0,Normal,,,65,7,50,
e,202603025,c_gom_00701_glo2_1d1c_Normal_Colorless_Normal_00000,c_gom_00701_glo2_1d1c_Normal_Colorless,0,Normal,,,79,21,75,
e,202603025,e_glo_00001_glo2_1d1c_Normal_Colorless_Normal_00000,e_glo_00001_glo2_1d1c_Normal_Colorless,0,Normal,,,50,25,40,
e,202603025,c_gom_00201_l05anniv_advent_Normal_Blue_Normal_00000,c_gom_00201_l05anniv_advent_Normal_Blue,0,Normal,,,65,0,100,
e,202603025,c_gom_00201_l05anniv_advent_Normal_Blue_Special_00001,c_gom_00201_l05anniv_advent_Normal_Blue,0,Special,,,250,0,0,
e,202603025,c_kai_00401_l05anniv_advent_Normal_Blue_Normal_00000,c_kai_00401_l05anniv_advent_Normal_Blue,0,Normal,,,64,22,75,
e,202603025,c_kai_00401_l05anniv_advent_Normal_Blue_Special_00001,c_kai_00401_l05anniv_advent_Normal_Blue,0,Special,,,134,0,0,
e,202603025,e_gom_00701_l05anniv_advent_Normal_Colorless_Normal_00000,e_gom_00701_l05anniv_advent_Normal_Colorless,0,Normal,,,79,21,75,
e,202603025,e_gom_00501_l05anniv_advent_Normal_Colorless_Normal_00000,e_gom_00501_l05anniv_advent_Normal_Colorless,0,Normal,,,50,42,100,
e,202603025,c_kai_00101_l05anniv_advent_Normal_Blue_Normal_00000,c_kai_00101_l05anniv_advent_Normal_Blue,0,Normal,,,70,46,130,
e,202603025,c_kai_00101_l05anniv_advent_Normal_Blue_Special_00001,c_kai_00101_l05anniv_advent_Normal_Blue,0,Special,,,159,0,0,
e,202603025,c_gom_00701_l05anniv_advent_Boss_Blue_Normal_00000,c_gom_00701_l05anniv_advent_Boss_Blue,0,Normal,,,79,21,70,
e,202603025,c_gom_00701_l05anniv_advent_Boss_Blue_Special_00001,c_gom_00701_l05anniv_advent_Boss_Blue,0,Special,,,114,46,0,
e,202603025,c_gom_00701_l05anniv_advent_Boss_Blue_Appearance_00002,c_gom_00701_l05anniv_advent_Boss_Blue,0,Appearance,,,50,0,0,
e,202603025,e_gom_00402_l05anniv_advent_Normal_Colorless_Normal_00000,e_gom_00402_l05anniv_advent_Normal_Colorless,0,Normal,,,50,42,50,
e,202603025,e_gom_00801_l05anniv_advent_Normal_Colorless_Normal_00000,e_gom_00801_l05anniv_advent_Normal_Colorless,0,Normal,,,50,42,100,
