ENABLE,release_key,id,mst_enemy_character_id,character_unit_kind,role_type,color,sort_order,hp,damage_knock_back_count,move_speed,well_distance,attack_power,attack_combo_cycle,mst_unit_ability_id1,drop_battle_point,mstTransformationEnemyStageParameterId,transformationConditionType,transformationConditionValue
e,202603025,c_kai_00701_glo2_1d1c_Normal_Colorless,chara_kai_00701,Normal,Defense,Colorless,1,10000,1,50,0.21,300,0,,500,,None,
e,202603025,c_gom_00701_glo2_1d1c_Normal_Colorless,chara_gom_00701,Normal,Technical,Colorless,2,10000,1,25,0.19,300,0,,500,,None,
e,202603025,e_glo_00001_glo2_1d1c_Normal_Colorless,enemy_glo_00001,Normal,Attack,Colorless,3,10000,2,34,0.21,100,0,,100,,None,
e,202603025,c_gom_00201_l05anniv_advent_Normal_Blue,chara_gom_00201,Normal,Attack,Blue,1,1000,2,50,0.6,50,6,,400,,None,
e,202603025,c_kai_00401_l05anniv_advent_Normal_Blue,chara_kai_00401,Normal,Attack,Blue,2,1000,2,35,0.24,100,5,,400,,None,
e,202603025,e_gom_00701_l05anniv_advent_Normal_Colorless,enemy_gom_00701,Normal,Attack,Colorless,3,1000,0,25,0.11,100,0,,100,,None,
e,202603025,e_gom_00501_l05anniv_advent_Normal_Colorless,enemy_gom_00501,Normal,Defense,Colorless,4,1000,0,34,0.14,100,0,,100,,None,
e,202603025,c_kai_00101_l05anniv_advent_Normal_Blue,chara_kai_00101,Normal,Technical,Blue,5,10000,2,36,0.4,100,6,,300,,None,
e,202603025,c_gom_00701_l05anniv_advent_Boss_Blue,chara_gom_00701,Boss,Technical,Blue,6,10000,1,30,0.19,100,6,,500,,None,
e,202603025,e_gom_00402_l05anniv_advent_Normal_Colorless,enemy_gom_00402,Normal,Attack,Colorless,7,1000,0,34,0.11,100,0,,100,,None,
e,202603025,e_gom_00801_l05anniv_advent_Normal_Colorless,enemy_gom_00801,Normal,Defense,Colorless,8,1000,0,31,0.11,100,0,,100,,None,
e,202603025,c_kai_00301_l05anniv_advent_Boss_Blue,chara_kai_00301,Boss,Defense,Blue,9,10000,1,34,0.17,100,7,,400,,None,
e,202603025,c_gom_00101_l05anniv_advent_Boss_Colorless,chara_gom_00101,Boss,Technical,Colorless,10,10000,0,25,0.39,100,6,,400,,None,
e,202603025,e_kai_00101_l05anniv_advent_Normal_Colorless,enemy_kai_00101,Normal,Attack,Colorless,11,1000,2,28,0.17,100,0,,100,,None,
e,202603025,e_kai_00001_l05anniv_advent_Normal_Colorless,enemy_kai_00001,Normal,Attack,Colorless,12,1000,2,25,0.3,100,0,,100,,None,
e,202603025,c_gom_00001_l05anniv_advent_Boss_Blue,chara_gom_00001,Boss,Defense,Blue,13,10000,1,25,0.16,100,7,enemy_ability_knockback_block,500,,None,
e,202603025,c_kai_00002_l05anniv_advent_Boss_Colorless,chara_kai_00002,Boss,Attack,Colorless,14,10000,1,45,0.2,100,5,,500,,None,
e,202603025,c_kai_00701_l05anniv_advent_Boss_Blue,chara_kai_00701,Boss,Defense,Blue,15,10000,0,50,0.21,100,7,enemy_ability_knockback_block,500,,None,
e,202603025,e_kai_00301_l05anniv_advent_Normal_Blue,enemy_kai_00301,Normal,Technical,Blue,16,1000,2,31,0.17,100,0,,200,,None,
e,202603025,e_kai_00201_l05anniv_advent_Boss_Blue,enemy_kai_00201,Boss,Attack,Blue,17,10000,1,31,0.35,100,0,,250,,None,
e,202603025,c_kai_00201_l05anniv_advent_Boss_Blue,chara_kai_00201,Boss,Attack,Blue,18,10000,2,31,0.4,100,4,,500,,None,
e,202603025,c_gom_00701_l05anniv_advent_Normal_Blue,chara_gom_00701,Normal,Technical,Blue,19,10000,1,30,0.19,100,6,,200,,None,
e,202603025,c_osh_00001_l05anniv_charaget01_Boss_Blue,chara_osh_00001,Boss,Support,Blue,1,10000,2,25,0.35,100,5,,300,,None,
e,202603025,e_glo_00002_l05anniv_charaget01_Normal_Blue,enemy_glo_00002,Normal,Attack,Blue,2,1000,3,25,0.19,100,1,,70,,None,
e,202603025,c_osh_00201_l05anniv_charaget01_Normal_Blue,chara_osh_00201,Normal,Attack,Blue,3,1000,2,35,0.22,100,6,,200,,None,
e,202603025,c_osh_00201_l05anniv_charaget01_Boss_Blue,chara_osh_00201,Boss,Attack,Blue,4,10000,2,35,0.22,100,6,,200,,None,
e,202603025,c_gom_00001_l05anniv_challenge01_Boss_Colorless,chara_gom_00001,Boss,Defense,Colorless,1,10000,0,75,0.18,100,0,,500,,None,
e,202603025,c_gom_00101_l05anniv_challenge01_Boss_Colorless,chara_gom_00101,Boss,Attack,Colorless,2,10000,1,40,0.25,100,0,,500,,None,
e,202603025,c_gom_00201_l05anniv_challenge01_Boss_Colorless,chara_gom_00201,Boss,Attack,Colorless,3,10000,4,55,0.4,100,0,,500,,None,
e,202603025,e_gom_00502_l05anniv_challenge01_Boss_Colorless,enemy_gom_00502,Boss,Defense,Colorless,4,10000,2,70,0.2,100,0,,200,,None,
e,202603025,e_gom_01001_l05anniv_challenge01_Boss_Colorless,enemy_gom_01001,Boss,Attack,Colorless,5,10000,4,75,0.3,100,0,,200,,None,
e,202603025,e_gom_00501_l05anniv_challenge01_Boss_Colorless,enemy_gom_00501,Boss,Defense,Colorless,6,10000,2,70,0.2,100,0,,200,,None,
e,202603025,e_gom_01002_l05anniv_challenge01_Boss_Colorless,enemy_gom_01002,Boss,Attack,Colorless,7,10000,4,70,0.3,100,0,,200,,None,
e,202603025,e_gom_00701_l05anniv_challenge01_Boss_Colorless,enemy_gom_00701,Boss,Attack,Colorless,8,10000,1,30,0.2,100,0,,200,,None,
e,202603025,e_gom_00901_l05anniv_challenge01_Boss_Colorless,enemy_gom_00901,Boss,Attack,Colorless,9,10000,1,30,0.2,100,0,,200,,None,
e,202603025,e_gom_00402_l05anniv_challenge01_Boss_Colorless,enemy_gom_00402,Boss,Attack,Colorless,10,10000,1,30,0.2,100,0,,200,,None,
e,202603025,e_glo_00001_l05anniv_challenge01_Normal_Colorless,enemy_glo_00001,Normal,Attack,Colorless,11,1000,2,25,0.18,100,0,,100,,None,
