ENABLE,id,mst_advent_battle_reward_group_id,resource_type,resource_id,resource_amount,release_key
e,quest_raid_jig1_reward_00001_01,quest_raid_jig1_reward_group_00001_01,FreeDiamond,prism_glo_00001,20,202601010
e,quest_raid_jig1_reward_00001_02,quest_raid_jig1_reward_group_00001_02,Coin,,1500,202601010
e,quest_raid_jig1_reward_00001_03,quest_raid_jig1_reward_group_00001_03,FreeDiamond,prism_glo_00001,30,202601010
e,quest_raid_jig1_reward_00001_04,quest_raid_jig1_reward_group_00001_04,Coin,,3000,202601010
e,quest_raid_jig1_reward_00001_05,quest_raid_jig1_reward_group_00001_05,FreeDiamond,prism_glo_00001,50,202601010
e,quest_raid_jig1_reward_00001_06,quest_raid_jig1_reward_group_00001_06,Coin,,4500,202601010
e,quest_raid_jig1_reward_00001_07,quest_raid_jig1_reward_group_00001_07,FreeDiamond,prism_glo_00001,50,202601010
e,quest_raid_jig1_reward_00001_08,quest_raid_jig1_reward_group_00001_08,Coin,,6000,202601010
e,quest_raid_jig1_reward_00001_09,quest_raid_jig1_reward_group_00001_09,FreeDiamond,prism_glo_00001,100,202601010
e,quest_raid_jig1_reward_00001_10,quest_raid_jig1_reward_group_00001_10,Item,memoryfragment_glo_00003,1,202601010
e,quest_raid_jig1_reward_00001_11,quest_raid_jig1_reward_group_00001_11,GachaTicket,gacha_ticket_spec_glo_00001,1,202601010
e,quest_raid_jig1_reward_00001_12,quest_raid_jig1_reward_group_00001_12,Coin,,10000,202601010
e,quest_raid_jig1_reward_00001_37_01,quest_raid_jig1_reward_group_00001_37,FreeDiamond,prism_glo_00001,10,202601010
e,quest_raid_jig1_reward_00001_37_02,quest_raid_jig1_reward_group_00001_37,Coin,,1000,202601010
e,quest_raid_jig1_reward_00001_37_03,quest_raid_jig1_reward_group_00001_37,Item,memoryfragment_glo_00001,1,202601010
e,quest_raid_jig1_reward_00001_38_01,quest_raid_jig1_reward_group_00001_38,FreeDiamond,prism_glo_00001,10,202601010
