ENABLE,id,mst_quest_id,mst_in_game_id,stage_number,recommended_level,cost_stamina,exp,coin,prev_mst_stage_id,mst_stage_tips_group_id,auto_lap_type,max_auto_lap_count,sort_order,asset_key,mst_stage_limit_status_id,release_key,mst_artwork_fragment_drop_group_id,start_at,end_at
e,event_sur1_1day_00001,quest_event_sur1_1day,event_sur1_1day_00001,1,1,1,100,1000,,1,__NULL__,1,1,general_diamond,,202512010,__NULL__,"2025-12-08 15:00:00","2025-12-31 23:59:59"
e,event_sur1_charaget01_00001,quest_event_sur1_charaget01,event_sur1_charaget01_00001,1,10,5,50,100,,1,AfterClear,5,1,event_sur1_00001,,202512010,event_sur_a_0001,"2025-12-08 15:00:00","2026-01-16 10:59:59"
e,event_sur1_charaget01_00002,quest_event_sur1_charaget01,event_sur1_charaget01_00002,2,10,5,50,100,event_sur1_charaget01_00001,1,AfterClear,5,2,general_diamond,,202512010,event_sur_a_0002,"2025-12-08 15:00:00","2026-01-16 10:59:59"
e,event_sur1_charaget01_00003,quest_event_sur1_charaget01,event_sur1_charaget01_00003,3,15,5,50,100,event_sur1_charaget01_00002,1,AfterClear,5,3,general_diamond,,202512010,event_sur_a_0003,"2025-12-08 15:00:00","2026-01-16 10:59:59"
e,event_sur1_charaget01_00004,quest_event_sur1_charaget01,event_sur1_charaget01_00004,4,15,7,70,150,event_sur1_charaget01_00003,1,AfterClear,5,4,general_diamond,,202512010,event_sur_a_0004,"2025-12-08 15:00:00","2026-01-16 10:59:59"
e,event_sur1_charaget01_00005,quest_event_sur1_charaget01,event_sur1_charaget01_00005,5,20,7,70,150,event_sur1_charaget01_00004,1,AfterClear,5,5,event_sur1_00003,,202512010,event_sur_a_0005,"2025-12-08 15:00:00","2026-01-16 10:59:59"
e,event_sur1_charaget01_00006,quest_event_sur1_charaget01,event_sur1_charaget01_00006,6,20,7,70,150,event_sur1_charaget01_00005,1,AfterClear,5,6,general_fragment_00001,,202512010,event_sur_a_0006,"2025-12-08 15:00:00","2026-01-16 10:59:59"
e,event_sur1_charaget01_00007,quest_event_sur1_charaget01,event_sur1_charaget01_00007,7,20,10,100,200,event_sur1_charaget01_00006,1,AfterClear,5,7,general_fragment_00002,,202512010,event_sur_a_0007,"2025-12-08 15:00:00","2026-01-16 10:59:59"
e,event_sur1_charaget01_00008,quest_event_sur1_charaget01,event_sur1_charaget01_00008,8,30,10,100,300,event_sur1_charaget01_00007,1,AfterClear,5,8,general_fragment_00003,,202512010,event_sur_a_0008,"2025-12-08 15:00:00","2026-01-16 10:59:59"
e,event_sur1_challenge01_00001,quest_event_sur1_challenge01,event_sur1_challenge01_00001,1,30,10,100,150,event_sur1_charaget01_00008,1,AfterClear,5,1,general_ticket_00002,,202512010,__NULL__,"2025-12-08 15:00:00","2026-01-16 10:59:59"
e,event_sur1_challenge01_00002,quest_event_sur1_challenge01,event_sur1_challenge01_00002,2,30,15,150,225,event_sur1_challenge01_00001,1,__NULL__,1,2,event_sur1_00009,,202512010,__NULL__,"2025-12-08 15:00:00","2026-01-16 10:59:59"
e,event_sur1_challenge01_00003,quest_event_sur1_challenge01,event_sur1_challenge01_00003,3,40,15,150,225,event_sur1_challenge01_00002,1,__NULL__,1,3,event_sur1_00007,,202512010,__NULL__,"2025-12-08 15:00:00","2026-01-16 10:59:59"
e,event_sur1_challenge01_00004,quest_event_sur1_challenge01,event_sur1_challenge01_00004,4,50,20,200,300,event_sur1_challenge01_00003,1,__NULL__,1,4,event_sur1_00008,,202512010,__NULL__,"2025-12-08 15:00:00","2026-01-16 10:59:59"
e,event_sur1_savage_00001,quest_event_sur1_savage,event_sur1_savage_00001,1,70,25,700,375,event_sur1_charaget01_00008,1,__NULL__,1,1,event_sur1_00011,,202512010,__NULL__,"2025-12-08 15:00:00","2026-01-16 10:59:59"
e,event_sur1_savage_00002,quest_event_sur1_savage,event_sur1_savage_00002,2,70,25,700,375,event_sur1_savage_00001,1,__NULL__,1,2,event_sur1_00012,,202512010,__NULL__,"2025-12-08 15:00:00","2026-01-16 10:59:59"
