ENABLE,release_key,id,mst_attack_id,sort_order,attack_delay,attack_type,range_start_type,range_start_parameter,range_end_type,range_end_parameter,max_target_count,target,target_type,target_colors,target_roles,damage_type,hit_type,hit_parameter1,hit_parameter2,hit_effect_id,is_hit_stop,probability,power_parameter_type,power_parameter,effect_type,effective_count,effective_duration,effect_parameter
e,202512015,chara_yuw_00102_Normal_00000,chara_yuw_00102_Normal_00000,1,0,Direct,Distance,0,Distance,0.43,100,Foe,All,All,All,Damage,Normal,0,0,dageki_1,1,100,Percentage,75,None,0,0,0
e,202512015,chara_yuw_00102_Special_00001,chara_yuw_00102_Special_00001,1,0,Direct,Distance,0,Distance,0.63,100,Foe,All,All,All,Damage,Normal,0,0,,,100,Percentage,99,None,0,0,0
e,202512015,chara_yuw_00102_Special_00001a,chara_yuw_00102_Special_00001,2,0,PlaceItem,Distance,0,Distance,0.63,4,Friend,All,All,All,None,Normal,0,0,,,100,Fixed,0,AttackPowerUp,-1,225,15
e,202512015,chara_yuw_00102_Special_00001b,chara_yuw_00102_Special_00001,3,0,PlaceItem,Distance,0,Distance,0.63,2,Friend,All,All,All,None,Normal,0,0,,,100,Fixed,0,DamageCut,-1,225,35
e,202512015,chara_yuw_00102_Special_00001c,chara_yuw_00102_Special_00001,4,0,PlaceItem,Distance,0,Distance,0.63,2,Friend,All,All,All,Heal,Normal,0,0,,,100,Fixed,5000,None,-1,0,0
e,202512015,chara_yuw_00102_Special_00002,chara_yuw_00102_Special_00002,1,0,Direct,Distance,0,Distance,0.63,100,Foe,All,All,All,Damage,Normal,0,0,,,100,Percentage,110,None,0,0,0
e,202512015,chara_yuw_00102_Special_00002a,chara_yuw_00102_Special_00002,2,0,PlaceItem,Distance,0,Distance,0.63,4,Friend,All,All,All,None,Normal,0,0,,,100,Fixed,0,AttackPowerUp,-1,325,25
e,202512015,chara_yuw_00102_Special_00002b,chara_yuw_00102_Special_00002,3,0,PlaceItem,Distance,0,Distance,0.63,2,Friend,All,All,All,None,Normal,0,0,,,100,Fixed,0,DamageCut,-1,275,37
e,202512015,chara_yuw_00102_Special_00002c,chara_yuw_00102_Special_00002,4,0,PlaceItem,Distance,0,Distance,0.63,2,Friend,All,All,All,Heal,Normal,0,0,,,100,Fixed,11000,None,-1,0,0
e,202512015,chara_yuw_00102_Special_00003,chara_yuw_00102_Special_00003,1,0,Direct,Distance,0,Distance,0.63,100,Foe,All,All,All,Damage,Normal,0,0,,,100,Percentage,117,None,0,0,0
e,202512015,chara_yuw_00102_Special_00003a,chara_yuw_00102_Special_00003,2,0,PlaceItem,Distance,0,Distance,0.63,5,Friend,All,All,All,None,Normal,0,0,,,100,Fixed,0,AttackPowerUp,-1,425,39
e,202512015,chara_yuw_00102_Special_00003b,chara_yuw_00102_Special_00003,3,0,PlaceItem,Distance,0,Distance,0.63,2,Friend,All,All,All,None,Normal,0,0,,,100,Fixed,0,DamageCut,-1,350,42
e,202512015,chara_yuw_00102_Special_00003c,chara_yuw_00102_Special_00003,4,0,PlaceItem,Distance,0,Distance,0.63,2,Friend,All,All,All,Heal,Normal,0,0,,,100,Fixed,18000,None,-1,0,0
e,202512015,chara_yuw_00102_Special_00004,chara_yuw_00102_Special_00004,1,0,Direct,Distance,0,Distance,0.63,100,Foe,All,All,All,Damage,Normal,0,0,,,100,Percentage,123,None,0,0,0
e,202512015,chara_yuw_00102_Special_00004a,chara_yuw_00102_Special_00004,2,0,PlaceItem,Distance,0,Distance,0.63,5,Friend,All,All,All,None,Normal,0,0,,,100,Fixed,0,AttackPowerUp,-1,500,46
e,202512015,chara_yuw_00102_Special_00004b,chara_yuw_00102_Special_00004,3,0,PlaceItem,Distance,0,Distance,0.63,3,Friend,All,All,All,None,Normal,0,0,,,100,Fixed,0,DamageCut,-1,425,45
e,202512015,chara_yuw_00102_Special_00004c,chara_yuw_00102_Special_00004,4,0,PlaceItem,Distance,0,Distance,0.63,2,Friend,All,All,All,Heal,Normal,0,0,,,100,Fixed,21000,None,-1,0,0
e,202512015,chara_yuw_00102_Special_00005,chara_yuw_00102_Special_00005,1,0,Direct,Distance,0,Distance,0.63,100,Foe,All,All,All,Damage,Normal,0,0,,,100,Percentage,127,None,0,0,0
e,202512015,chara_yuw_00102_Special_00005a,chara_yuw_00102_Special_00005,2,0,PlaceItem,Distance,0,Distance,0.63,6,Friend,All,All,All,None,Normal,0,0,,,100,Fixed,0,AttackPowerUp,-1,600,55
e,202512015,chara_yuw_00102_Special_00005b,chara_yuw_00102_Special_00005,3,0,PlaceItem,Distance,0,Distance,0.63,3,Friend,All,All,All,None,Normal,0,0,,,100,Fixed,0,DamageCut,-1,500,50
e,202512015,chara_yuw_00102_Special_00005c,chara_yuw_00102_Special_00005,4,0,PlaceItem,Distance,0,Distance,0.63,3,Friend,All,All,All,Heal,Normal,0,0,,,100,Fixed,25000,None,-1,0,0
