ENABLE,release_key,id,mst_unit_id,unit_grade,attack_kind,killer_colors,killer_percentage,action_frames,attack_delay,next_attack_interval,asset_key
e,202512015,chara_yuw_00102_Normal_00000,chara_yuw_00102,0,Normal,,,84,25,75,
e,202512015,chara_yuw_00102_Special_00001,chara_yuw_00102,1,Special,,,175,100,0,
e,202512015,chara_yuw_00102_Special_00002,chara_yuw_00102,2,Special,,,175,100,0,
e,202512015,chara_yuw_00102_Special_00003,chara_yuw_00102,3,Special,,,175,100,0,
e,202512015,chara_yuw_00102_Special_00004,chara_yuw_00102,4,Special,,,175,100,0,
e,202512015,chara_yuw_00102_Special_00005,chara_yuw_00102,5,Special,,,175,100,0,
e,202512015,c_yuw_00601_savege02_yuw_Boss_Yellow_Normal_00000,c_yuw_00601_savege02_yuw_Boss_Yellow,0,Normal,,,60,34,50,
e,202512015,e_glo_00001_savage02_yuw_tank_Normal_Yellow_Normal_00000,e_glo_00001_savage02_yuw_tank_Normal_Yellow,0,Normal,,,50,25,50,
e,202512015,c_yuw_00201_savage02_yuw_support_Boss_Yellow_Normal_00000,c_yuw_00201_savage02_yuw_support_Boss_Yellow,0,Normal,,,53,17,75,
e,202512015,c_yuw_00601_savege02_yuw_Boss_Yellow_Appearance_00001,c_yuw_00601_savege02_yuw_Boss_Yellow,0,Appearance,,,50,0,0,
e,202512015,c_yuw_00201_savage02_yuw_support_Boss_Yellow_Appearance_00001,c_yuw_00201_savage02_yuw_support_Boss_Yellow,0,Appearance,,,50,0,0,
e,202512015,c_yuw_00601_savege02_yuw_Boss_Yellow_Special_00002,c_yuw_00601_savege02_yuw_Boss_Yellow,0,Special,,,162,92,0,
e,202512015,c_yuw_00201_savage02_yuw_support_Boss_Yellow_Special_00002,c_yuw_00201_savage02_yuw_support_Boss_Yellow,0,Special,,,234,175,0,
