ENABLE,id,hp,is_damage_invalidation,outpost_asset_key,artwork_asset_key,release_key
e,event_yuw1_1day_00001,500,,,event_yuw_0001,202511020
e,event_yuw1_charaget01_00001,20000,,,event_yuw_0001,202511020
e,event_yuw1_charaget01_00002,20000,,,event_yuw_0001,202511020
e,event_yuw1_charaget01_00003,25000,,,event_yuw_0001,202511020
e,event_yuw1_charaget01_00004,25000,,,event_yuw_0001,202511020
e,event_yuw1_charaget01_00005,30000,,,event_yuw_0001,202511020
e,event_yuw1_charaget01_00006,30000,,,event_yuw_0001,202511020
e,event_yuw1_charaget01_00007,30000,,,event_yuw_0001,202511020
e,event_yuw1_charaget01_00008,40000,,,event_yuw_0001,202511020
e,event_yuw1_charaget02_00001,20000,,,event_yuw_0002,202511020
e,event_yuw1_charaget02_00002,20000,,,event_yuw_0002,202511020
e,event_yuw1_charaget02_00003,25000,,,event_yuw_0002,202511020
e,event_yuw1_charaget02_00004,25000,,,event_yuw_0002,202511020
e,event_yuw1_charaget02_00005,30000,,,event_yuw_0002,202511020
e,event_yuw1_charaget02_00006,30000,,,event_yuw_0002,202511020
e,event_yuw1_charaget02_00007,30000,,,event_yuw_0002,202511020
e,event_yuw1_charaget02_00008,40000,,,event_yuw_0002,202511020
e,event_yuw1_challenge01_00001,30000,,,event_yuw_0001,202511020
e,event_yuw1_challenge01_00002,40000,,,event_yuw_0001,202511020
e,event_yuw1_challenge01_00003,60000,,,event_yuw_0001,202511020
e,event_yuw1_challenge01_00004,80000,,,event_yuw_0001,202511020
e,event_yuw1_savage_00001,120000,,,event_yuw_0002,202511020
e,event_yuw1_savage_00002,150000,,,event_yuw_0002,202511020
e,event_yuw1_savage_00003,180000,,,event_yuw_0002,202511020
e,raid_yuw1_00001,1000000,1,,event_yuw_0002,202511020
