ENABLE,release_key,id,mst_series_id,asset_key,is_phantomized,is_displayed_encyclopedia,mst_attack_hit_onomatopeia_group_id
e,202601010,c_jig_00001_jig1_1d1c_Normal_Colorless,jig,chara_jig_00001,1,0,""
e,202601010,c_jig_00001_jig1_charaget01_Boss_Yellow,jig,chara_jig_00001,1,0,""
e,202601010,c_jig_00001_jig1_challenge_Boss_Red,jig,chara_jig_00001,1,0,""
e,202601010,c_jig_00001_jig1_savage_Normal_Yellow,jig,chara_jig_00001,1,0,""
e,202601010,c_jig_00001_jig1_savage_Boss_Colorless,jig,chara_jig_00001,1,0,""
e,202601010,c_jig_00101_jig1_charaget01_Boss_Yellow,jig,chara_jig_00101,1,0,""
e,202601010,c_jig_00101_jig1_challenge_Boss_Red,jig,chara_jig_00101,1,0,""
e,202601010,c_jig_00101_jig1_savage_Boss_Colorless,jig,chara_jig_00101,1,0,""
e,202601010,c_jig_00201_jig1_charaget01_Boss_Green,jig,chara_jig_00201,1,0,""
e,202601010,c_jig_00201_jig1_challenge_Boss_Green,jig,chara_jig_00201,1,0,""
e,202601010,c_jig_00301_jig1_charaget01_Boss_Colorless,jig,chara_jig_00301,1,0,""
e,202601010,c_jig_00301_jig1_challenge_Boss_Green,jig,chara_jig_00301,1,0,""
e,202601010,c_jig_00401_jig1_challenge_Boss_Colorless,jig,chara_jig_00401,1,0,""
e,202601010,c_jig_00401_jig1_savage_Normal_Colorless,jig,chara_jig_00401,1,0,""
e,202601010,c_jig_00501_jig1_challenge_Boss_Green,jig,chara_jig_00501,1,0,""
e,202601010,c_jig_00501_jig1_savage_Boss_Yellow,jig,chara_jig_00501,1,0,""
e,202601010,e_jig_00001_jig1_charaget01_Normal_Colorless,jig,enemy_jig_00001,0,0,""
e,202601010,e_jig_00001_jig1_savage_Normal_Yellow,jig,enemy_jig_00001,0,0,""
e,202601010,e_jig_00001_jig1_savage_Normal_Colorless,jig,enemy_jig_00001,0,0,""
e,202601010,e_jig_00001_jig1_advent_Normal_Colorless,jig,enemy_jig_00001,0,0,""
e,202601010,e_jig_00001_jig1_advent_Normal_Green,jig,enemy_jig_00001,0,0,""
e,202601010,e_jig_00001_jig1_advent_Normal_Red,jig,enemy_jig_00001,0,0,""
e,202601010,e_jig_00201_jig1_advent_Boss_Yellow,jig,enemy_jig_00201,0,0,""
e,202601010,e_jig_00201_jig1_advent_Boss_Red,jig,enemy_jig_00201,0,0,""
e,202601010,e_jig_00301_jig1_charaget01_Normal_Green,jig,enemy_jig_00301,0,0,""
e,202601010,e_jig_00301_jig1_challenge_Normal_Yellow,jig,enemy_jig_00301,0,0,""
e,202601010,e_jig_00301_jig1_challenge_Normal_Red,jig,enemy_jig_00301,0,0,""
e,202601010,e_jig_00301_jig1_advent_Boss_Colorless,jig,enemy_jig_00301,0,0,""
e,202601010,e_jig_00301_jig1_advent_Boss_Green,jig,enemy_jig_00301,0,0,""
e,202601010,e_jig_00401_jig1_charaget01_Normal_Green,jig,enemy_jig_00401,0,0,""
e,202601010,e_jig_00401_jig1_challenge_Normal_Colorless,jig,enemy_jig_00401,0,0,""
e,202601010,e_jig_00401_jig1_challenge02_Normal_Red,jig,enemy_jig_00401,0,0,""
e,202601010,e_jig_00401_jig1_challenge_Normal_Yellow,jig,enemy_jig_00401,0,0,""
e,202601010,e_jig_00401_jig1_advent_Normal_Colorless,jig,enemy_jig_00401,0,0,""
e,202601010,e_jig_00401_jig1_advent_Normal_Yellow,jig,enemy_jig_00401,0,0,""
e,202601010,e_jig_00402_jig1_charaget01_Normal_Colorless,jig,enemy_jig_00402,0,0,""
e,202601010,e_jig_00501_jig1_charaget01_Boss_Colorless,jig,enemy_jig_00501,0,0,""
e,202601010,e_jig_00501_jig1_challenge_Boss_Colorless,jig,enemy_jig_00501,0,0,""
e,202601010,e_jig_00601_jig1_charaget01_Boss_Colorless,jig,enemy_jig_00601,0,0,""
e,202601010,e_jig_00601_jig1_savage_Normal_Yellow,jig,enemy_jig_00601,0,0,""
e,202601010,e_jig_00601_jig1_advent_Boss_Yellow,jig,enemy_jig_00601,0,0,""
