ENABLE,release_key,id,opr_product_id,language,asset_key
e,202509010,1_ja,1,ja,""
e,202509010,2_ja,2,ja,""
e,202509010,3_ja,3,ja,""
e,202509010,4_ja,4,ja,""
e,202509010,5_ja,5,ja,""
e,202509010,6_ja,6,ja,""
e,202509010,7_ja,7,ja,increase_prism_00001
e,202509010,8_ja,8,ja,increase_prism_00002
e,202509010,9_ja,9,ja,increase_prism_00003
e,202509010,10_ja,10,ja,increase_prism_00004
e,202509010,11_ja,11,ja,increase_prism_00005
e,202509010,12_ja,12,ja,increase_prism_00006
e,202509010,13_ja,13,ja,""
e,202509010,14_ja,14,ja,""
e,202509010,15_ja,15,ja,""
e,202509010,16_ja,16,ja,""
e,202509010,17_ja,17,ja,""
e,202509010,18_ja,18,ja,""
e,202510010,19_ja,19,ja,""
e,202510020,20_ja,20,ja,""
e,202511010,21_ja,21,ja,""
e,202511020,22_ja,22,ja,""
e,202511020,23_ja,23,ja,increase_prism_00004
e,202511020,24_ja,24,ja,increase_prism_00006
e,202511020,25_ja,25,ja,""
e,202511020,26_ja,26,ja,""
e,202511020,27_ja,27,ja,""
e,202512015,28_ja,28,ja,""
e,202512015,29_ja,29,ja,""
e,202512015,30_ja,30,ja,""
e,202512015,31_ja,31,ja,increase_prism_00003
e,202512015,32_ja,32,ja,increase_prism_00004
e,202512015,33_ja,33,ja,increase_prism_00005
e,202512015,34_ja,34,ja,increase_prism_00005
e,202512010,35_ja,35,ja,""
e,202512010,36_ja,36,ja,""
e,202512015,49_ja,49,ja,""
