ENABLE,id,release_key
e,tutorial,202509010
e,tutorial_2,202509010
e,default_pvp,202509010
e,pvp_202509010_01,202509010
e,pvp_spy_01,202510010
e,pvp_dan_01,202510010
e,pvp_mag_01,202511010
e,pvp_spy_02,202510010
e,pvp_yuw_01,202511020
e,pvp_yuw_02,202511020
e,pvp_sur_01,202512010
e,pvp_sur_02,202512010
e,pvp_Xmas_01,202512015
e,enhance_00001,202509010
e,normal_gom_00001,202509010
e,normal_gom_00002,202509010
e,normal_gom_00003,202509010
e,normal_gom_00004,202509010
e,normal_gom_00005,202509010
e,normal_gom_00006,202509010
e,hard_gom_00001,202509010
e,hard_gom_00002,202509010
e,hard_gom_00003,202509010
e,hard_gom_00004,202509010
e,hard_gom_00005,202509010
e,hard_gom_00006,202509010
e,veryhard_gom_00001,202509010
e,veryhard_gom_00002,202509010
e,veryhard_gom_00003,202509010
e,veryhard_gom_00004,202509010
e,veryhard_gom_00005,202509010
e,veryhard_gom_00006,202509010
e,normal_aka_00001,202509010
e,normal_aka_00002,202509010
e,normal_aka_00003,202509010
e,hard_aka_00001,202509010
e,hard_aka_00002,202509010
e,hard_aka_00003,202509010
e,veryhard_aka_00001,202509010
e,veryhard_aka_00002,202509010
e,veryhard_aka_00003,202509010
e,normal_glo1_00001,202509010
e,normal_glo1_00002,202509010
e,normal_glo1_00003,202509010
e,hard_glo1_00001,202509010
e,hard_glo1_00002,202509010
e,hard_glo1_00003,202509010
e,veryhard_glo1_00001,202509010
e,veryhard_glo1_00002,202509010
e,veryhard_glo1_00003,202509010
e,normal_dan_00001,202509010
e,normal_dan_00002,202509010
e,normal_dan_00003,202509010
e,normal_dan_00004,202509010
e,normal_dan_00005,202509010
e,normal_dan_00006,202509010
e,hard_dan_00001,202509010
e,hard_dan_00002,202509010
e,hard_dan_00003,202509010
e,hard_dan_00004,202509010
e,hard_dan_00005,202509010
e,hard_dan_00006,202509010
e,veryhard_dan_00001,202509010
e,veryhard_dan_00002,202509010
e,veryhard_dan_00003,202509010
e,veryhard_dan_00004,202509010
e,veryhard_dan_00005,202509010
e,veryhard_dan_00006,202509010
e,normal_jig_00001,202509010
e,normal_jig_00002,202509010
e,normal_jig_00003,202509010
e,normal_jig_00004,202509010
e,normal_jig_00005,202509010
e,normal_jig_00006,202509010
e,hard_jig_00001,202509010
e,hard_jig_00002,202509010
e,hard_jig_00003,202509010
e,hard_jig_00004,202509010
e,hard_jig_00005,202509010
e,hard_jig_00006,202509010
e,veryhard_jig_00001,202509010
e,veryhard_jig_00002,202509010
e,veryhard_jig_00003,202509010
e,veryhard_jig_00004,202509010
e,veryhard_jig_00005,202509010
e,veryhard_jig_00006,202509010
e,normal_tak_00001,202509010
e,normal_tak_00002,202509010
e,normal_tak_00003,202509010
e,hard_tak_00001,202509010
e,hard_tak_00002,202509010
e,hard_tak_00003,202509010
e,veryhard_tak_00001,202509010
e,veryhard_tak_00002,202509010
e,veryhard_tak_00003,202509010
e,normal_glo2_00001,202509010
e,normal_glo2_00002,202509010
e,normal_glo2_00003,202509010
e,hard_glo2_00001,202509010
e,hard_glo2_00002,202509010
e,hard_glo2_00003,202509010
e,veryhard_glo2_00001,202509010
e,veryhard_glo2_00002,202509010
e,veryhard_glo2_00003,202509010
e,normal_chi_00001,202509010
e,normal_chi_00002,202509010
e,normal_chi_00003,202509010
e,normal_chi_00004,202509010
e,normal_chi_00005,202509010
e,normal_chi_00006,202509010
e,hard_chi_00001,202509010
e,hard_chi_00002,202509010
e,hard_chi_00003,202509010
e,hard_chi_00004,202509010
e,hard_chi_00005,202509010
e,hard_chi_00006,202509010
e,veryhard_chi_00001,202509010
e,veryhard_chi_00002,202509010
e,veryhard_chi_00003,202509010
e,veryhard_chi_00004,202509010
e,veryhard_chi_00005,202509010
e,veryhard_chi_00006,202509010
e,normal_spy_00001,202509010
e,normal_spy_00002,202509010
e,normal_spy_00003,202509010
e,normal_spy_00004,202509010
e,normal_spy_00005,202509010
e,normal_spy_00006,202509010
e,hard_spy_00001,202509010
e,hard_spy_00002,202509010
e,hard_spy_00003,202509010
e,hard_spy_00004,202509010
e,hard_spy_00005,202509010
e,hard_spy_00006,202509010
e,veryhard_spy_00001,202509010
e,veryhard_spy_00002,202509010
e,veryhard_spy_00003,202509010
e,veryhard_spy_00004,202509010
e,veryhard_spy_00005,202509010
e,veryhard_spy_00006,202509010
e,normal_sur_00001,202509010
e,normal_sur_00002,202509010
e,normal_sur_00003,202509010
e,normal_sur_00004,202509010
e,normal_sur_00005,202509010
e,normal_sur_00006,202509010
e,hard_sur_00001,202509010
e,hard_sur_00002,202509010
e,hard_sur_00003,202509010
e,hard_sur_00004,202509010
e,hard_sur_00005,202509010
e,hard_sur_00006,202509010
e,veryhard_sur_00001,202509010
e,veryhard_sur_00002,202509010
e,veryhard_sur_00003,202509010
e,veryhard_sur_00004,202509010
e,veryhard_sur_00005,202509010
e,veryhard_sur_00006,202509010
e,normal_rik_00001,202509010
e,normal_rik_00002,202509010
e,normal_rik_00003,202509010
e,hard_rik_00001,202509010
e,hard_rik_00002,202509010
e,hard_rik_00003,202509010
e,veryhard_rik_00001,202509010
e,veryhard_rik_00002,202509010
e,veryhard_rik_00003,202509010
e,normal_glo3_00001,202509010
e,normal_glo3_00002,202509010
e,normal_glo3_00003,202509010
e,hard_glo3_00001,202509010
e,hard_glo3_00002,202509010
e,hard_glo3_00003,202509010
e,veryhard_glo3_00001,202509010
e,veryhard_glo3_00002,202509010
e,veryhard_glo3_00003,202509010
e,normal_mag_00001,202509010
e,normal_mag_00002,202509010
e,normal_mag_00003,202509010
e,normal_mag_00004,202509010
e,normal_mag_00005,202509010
e,normal_mag_00006,202509010
e,hard_mag_00001,202509010
e,hard_mag_00002,202509010
e,hard_mag_00003,202509010
e,hard_mag_00004,202509010
e,hard_mag_00005,202509010
e,hard_mag_00006,202509010
e,veryhard_mag_00001,202509010
e,veryhard_mag_00002,202509010
e,veryhard_mag_00003,202509010
e,veryhard_mag_00004,202509010
e,veryhard_mag_00005,202509010
e,veryhard_mag_00006,202509010
e,normal_sum_00001,202509010
e,normal_sum_00002,202509010
e,normal_sum_00003,202509010
e,normal_sum_00004,202509010
e,normal_sum_00005,202509010
e,normal_sum_00006,202509010
e,hard_sum_00001,202509010
e,hard_sum_00002,202509010
e,hard_sum_00003,202509010
e,hard_sum_00004,202509010
e,hard_sum_00005,202509010
e,hard_sum_00006,202509010
e,veryhard_sum_00001,202509010
e,veryhard_sum_00002,202509010
e,veryhard_sum_00003,202509010
e,veryhard_sum_00004,202509010
e,veryhard_sum_00005,202509010
e,veryhard_sum_00006,202509010
e,normal_kai_00001,202509010
e,normal_kai_00002,202509010
e,normal_kai_00003,202509010
e,normal_kai_00004,202509010
e,normal_kai_00005,202509010
e,normal_kai_00006,202509010
e,hard_kai_00001,202509010
e,hard_kai_00002,202509010
e,hard_kai_00003,202509010
e,hard_kai_00004,202509010
e,hard_kai_00005,202509010
e,hard_kai_00006,202509010
e,veryhard_kai_00001,202509010
e,veryhard_kai_00002,202509010
e,veryhard_kai_00003,202509010
e,veryhard_kai_00004,202509010
e,veryhard_kai_00005,202509010
e,veryhard_kai_00006,202509010
e,normal_glo4_00001,202509010
e,normal_glo4_00002,202509010
e,normal_glo4_00003,202509010
e,hard_glo4_00001,202509010
e,hard_glo4_00002,202509010
e,hard_glo4_00003,202509010
e,veryhard_glo4_00001,202509010
e,veryhard_glo4_00002,202509010
e,veryhard_glo4_00003,202509010
e,raid_kai_00001,202509010
e,event_kai1_1day_00001,202509010
e,event_kai1_charaget01_00001,202509010
e,event_kai1_charaget01_00002,202509010
e,event_kai1_charaget01_00003,202509010
e,event_kai1_charaget01_00004,202509010
e,event_kai1_charaget02_00001,202509010
e,event_kai1_charaget02_00002,202509010
e,event_kai1_charaget02_00003,202509010
e,event_kai1_savage_00001,202509010
e,event_kai1_savage_00002,202509010
e,event_kai1_challenge01_00001,202509010
e,event_kai1_challenge01_00002,202509010
e,event_kai1_challenge01_00003,202509010
