ENABLE,id,asset_key,release_key,jump_plus_url,banner_asset_key
e,spy,spy,202509010,https://shonenjumpplus.com/episode/10834108156648240735,spy
e,aka,aka,202509010,https://shonenjumpplus.com/episode/316112896905504410,aka
e,rik,rik,202509010,https://shonenjumpplus.com/episode/10834108156632007715,rik
e,dan,dan,202509010,https://shonenjumpplus.com/episode/3269632237310729754,dan
e,gom,gom,202509010,https://shonenjumpplus.com/episode/10834108156649530410,gom
e,chi,chi,202509010,https://shonenjumpplus.com/episode/10834108156650024834,chi
e,mag,mag,202509010,https://shonenjumpplus.com/episode/3269754496555043141,mag
e,dos,dos,202509010,https://shonenjumpplus.com/episode/10834108156684177150,dos
e,bat,bat,202509010,https://shonenjumpplus.com/episode/10834108156630506434,bat
e,kai,kai,202509010,https://shonenjumpplus.com/episode/13933686331674116123,kai
e,yuw,yuw,202509010,https://shonenjumpplus.com/episode/13933686331679642476,yuw
e,sur,sur,202509010,https://shonenjumpplus.com/episode/10834108156641784254,sur
e,ron,ron,202509010,https://shonenjumpplus.com/episode/13933686331719348891,ron
e,aha,aha,202509010,https://shonenjumpplus.com/episode/13932016480028799982,aha
e,sum,sum,202509010,https://shonenjumpplus.com/episode/13932016480029133982,sum
e,jig,jig,202509010,https://shonenjumpplus.com/episode/13932016480029295972,jig
e,tak,tak,202509010,https://shonenjumpplus.com/episode/3269754496638370192,tak
