ENABLE,release_key,id,word
e,202509010,wh_0001,アマノ
e,202509010,wh_0002,エッチュウ
e,202509010,wh_0003,オオナル
e,202509010,wh_0004,アカボリ
e,202509010,wh_0005,ナカボウ
e,202509010,wh_0006,サドウ
e,202509010,wh_0007,ヨシナガ
e,202509010,wh_0008,ジューン
e,202509010,wh_0009,夙子
e,202509010,wh_0010,ヤスマタ
e,202509010,wh_0011,碧生理
e,202509010,wh_0012,イチジョウ
e,202509010,wh_0013,チビキ
e,202509010,wh_0014,トコヤマ
e,202509010,wh_0015,モトジョウ
e,202509010,wh_0016,カドモリ
e,202509010,wh_0017,ハクチョウ
e,202509010,wh_0018,ハゲタ
e,202509010,wh_0019,ハラムラ
e,202509010,wh_0020,イブスキ
e,202509010,wh_0021,ヤマゾエ
e,202509010,wh_0022,アマラ
e,202509010,wh_0023,マンゲツ
e,202509010,wh_0024,カメカケガワ
e,202509010,wh_0025,コメクラ
e,202509010,wh_0026,ヤオイタ
e,202509010,wh_0027,ヨツミヤ
e,202509010,wh_0028,給仕人
e,202509010,wh_0029,給仕長
e,202509010,wh_0030,漁夫ノ利
e,202509010,wh_0031,キッコーマン
e,202509010,wh_0032,フライングダッチマン
e,202509010,wh_0033,フライング・ダッチマン
e,202509010,wh_0034,パチンコ
e,202509010,wh_0035,ガチンコ
e,202509010,wh_0036,和籐内
e,202509010,wh_0037,馬喰町
e,202509010,wh_0038,馬喰横山
e,202509010,wh_0039,フェラー
e,202509010,wh_0040,フェラガモ
e,202509010,wh_0041,不具合
e,202509010,wh_0042,盲学校
e,202509010,wh_0043,盲導
e,202509010,wh_0044,盲点
e,202509010,wh_0045,盲腸
e,202509010,wh_0046,盲ロウ
e,202509010,wh_0047,盲亀
e,202509010,wh_0048,スレイプ
e,202509010,wh_0049,カボチャ
e,202509010,wh_0050,カボス
e,202509010,wh_0051,カボソイ
e,202509010,wh_0052,片輪走行
e,202509010,wh_0053,片輪車
e,202509010,wh_0054,ダンベル
e,202509010,wh_0055,ダンベイ
e,202509010,wh_0056,キンタマーニ
e,202509010,wh_0057,キーセンター
e,202509010,wh_0058,ユキジルシ
e,202509010,wh_0059,朝鮮人
e,202509010,wh_0060,カチンコ
e,202509010,wh_0061,ファックス
e,202509010,wh_0062,フェライト
e,202509010,wh_0063,フェラン
e,202509010,wh_0064,メクラマシ
e,202509010,wh_0065,メクラブ
e,202509010,wh_0066,四足歩行
e,202509010,wh_0067,四足走行
e,202509010,wh_0068,四足獣
e,202509010,wh_0069,4足歩行
e,202509010,wh_0070,4足走行
e,202509010,wh_0071,4足獣
e,202509010,wh_0072,Japan
e,202509010,wh_0073,ゴミ屋敷
e,202509010,wh_0074,オメコボシ
e,202509010,wh_0075,ドレイク
e,202509010,wh_0076,ドレイン
e,202509010,wh_0077,アカボ
e,202509010,wh_0078,夙川
e,202509010,wh_0079,チョウリョ
e,202509010,wh_0080,HONKYTONK
e,202509010,wh_0081,レオナルド
e,202509010,wh_0082,”拷問”ノ
e,202509010,wh_0083,"""拷問""ノ"
e,202509010,wh_0084,ゴウモンノジカン
e,202509010,wh_0085,ゴウモンノ時間
e,202509010,wh_0086,姫様ゴウモンノ
e,202509010,wh_0087,ナマラ
e,202509010,wh_0088,ニゲロ
e,202509010,wh_0089,逃ゲロ
e,202509010,wh_0090,クニゲイ
e,202509010,wh_0091,バイブマン
e,202509010,wh_0092,マンコロ
e,202509010,wh_0093,奴隷遊戯
e,202509010,wh_0094,奴隷ノ私氏
e,202509010,wh_0095,魔王ヲ殺ス
e,202509010,wh_0096,本気出セバオ前殺セル
e,202509010,wh_0097,死ニタイ魔女
e,202509010,wh_0098,シニタイ魔女
e,202509010,wh_0099,殺シタイ店主
e,202509010,wh_0100,コロシタイ店主
e,202509010,wh_0101,バルバロイ
e,202509010,wh_0101,ウンチネコンチ
