ENABLE,id,mst_stage_id,reset_type,clearable_count,ad_challenge_count,mst_stage_rule_group_id,start_at,end_at,release_key,background_asset_key
e,1,event_kai1_1day_00001,Daily,1,0,,2025-09-22 11:00:00,2025-10-06 03:59:59,202509010,kai_00001
e,2,event_kai1_charaget01_00001,,"",0,,2025-09-22 11:00:00,2025-10-22 11:59:59,202509010,kai_00001
e,3,event_kai1_charaget01_00002,,"",0,,2025-09-22 11:00:00,2025-10-22 11:59:59,202509010,kai_00001
e,4,event_kai1_charaget01_00003,,"",0,,2025-09-22 11:00:00,2025-10-22 11:59:59,202509010,kai_00001
e,5,event_kai1_charaget01_00004,,"",0,,2025-09-22 11:00:00,2025-10-22 11:59:59,202509010,kai_00001
e,6,event_kai1_charaget01_00005,,"",0,,2025-09-22 11:00:00,2025-10-22 11:59:59,202509010,kai_00001
e,7,event_kai1_charaget01_00006,,"",0,,2025-09-22 11:00:00,2025-10-22 11:59:59,202509010,kai_00001
e,8,event_kai1_charaget01_00007,,"",0,,2025-09-22 11:00:00,2025-10-22 11:59:59,202509010,kai_00001
e,9,event_kai1_charaget01_00008,,"",0,,2025-09-22 11:00:00,2025-10-22 11:59:59,202509010,kai_00001
e,10,event_kai1_charaget02_00001,,"",0,,2025-09-29 12:00:00,2025-10-22 11:59:59,202509010,kai_00002
e,11,event_kai1_charaget02_00002,,"",0,,2025-09-29 12:00:00,2025-10-22 11:59:59,202509010,kai_00002
e,12,event_kai1_charaget02_00003,,"",0,,2025-09-29 12:00:00,2025-10-22 11:59:59,202509010,kai_00002
e,13,event_kai1_charaget02_00004,,"",0,,2025-09-29 12:00:00,2025-10-22 11:59:59,202509010,kai_00002
e,14,event_kai1_charaget02_00005,,"",0,,2025-09-29 12:00:00,2025-10-22 11:59:59,202509010,kai_00002
e,15,event_kai1_charaget02_00006,,"",0,,2025-09-29 12:00:00,2025-10-22 11:59:59,202509010,kai_00002
e,16,event_kai1_charaget02_00007,,"",0,,2025-09-29 12:00:00,2025-10-22 11:59:59,202509010,kai_00002
e,17,event_kai1_charaget02_00008,,"",0,,2025-09-29 12:00:00,2025-10-22 11:59:59,202509010,kai_00002
e,18,event_kai1_challenge01_00001,,"",0,,2025-09-22 11:00:00,2025-10-22 11:59:59,202509010,glo_00010
e,19,event_kai1_challenge01_00002,,"",0,,2025-09-22 11:00:00,2025-10-22 11:59:59,202509010,glo_00010
e,20,event_kai1_challenge01_00003,,"",0,,2025-09-22 11:00:00,2025-10-22 11:59:59,202509010,glo_00010
e,21,event_kai1_challenge01_00004,,"",0,,2025-09-22 11:00:00,2025-10-22 11:59:59,202509010,glo_00010
e,23,event_kai1_savage_00001,,"",0,,2025-09-22 11:00:00,2025-10-22 11:59:59,202509010,kai_00002
e,24,event_kai1_savage_00002,,"",0,,2025-09-22 11:00:00,2025-10-22 11:59:59,202509010,kai_00002
e,25,event_spy1_1day_00001,Daily,1,0,,2025-10-06 15:00:00,2025-10-22 03:59:59,202510010,spy_00001
e,26,event_spy1_charaget01_00001,,"",0,,2025-10-06 15:00:00,2025-11-06 14:59:59,202510010,spy_00001
e,27,event_spy1_charaget01_00002,,"",0,,2025-10-06 15:00:00,2025-11-06 14:59:59,202510010,spy_00001
e,28,event_spy1_charaget01_00003,,"",0,,2025-10-06 15:00:00,2025-11-06 14:59:59,202510010,spy_00001
e,29,event_spy1_charaget01_00004,,"",0,,2025-10-06 15:00:00,2025-11-06 14:59:59,202510010,spy_00001
e,30,event_spy1_charaget01_00005,,"",0,,2025-10-06 15:00:00,2025-11-06 14:59:59,202510010,spy_00001
e,31,event_spy1_charaget01_00006,,"",0,,2025-10-06 15:00:00,2025-11-06 14:59:59,202510010,spy_00001
e,32,event_spy1_charaget01_00007,,"",0,,2025-10-06 15:00:00,2025-11-06 14:59:59,202510010,spy_00001
e,33,event_spy1_charaget01_00008,,"",0,,2025-10-06 15:00:00,2025-11-06 14:59:59,202510010,spy_00001
e,34,event_spy1_charaget02_00001,,"",0,,2025-10-13 15:00:00,2025-11-06 14:59:59,202510010,spy_00003
e,35,event_spy1_charaget02_00002,,"",0,,2025-10-13 15:00:00,2025-11-06 14:59:59,202510010,spy_00003
e,36,event_spy1_charaget02_00003,,"",0,,2025-10-13 15:00:00,2025-11-06 14:59:59,202510010,spy_00003
e,37,event_spy1_charaget02_00004,,"",0,,2025-10-13 15:00:00,2025-11-06 14:59:59,202510010,spy_00003
