,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,■基礎設計,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,■シミュレーション,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,検索用,,,,,,,,,,,,,,,,,,,,,,,
,特筆事項,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,実装日,,,,,,,,,,,,Lv,,基礎HP,基礎ATK,Rnk込星1HP,Rnk込星1ATK,星2HP,星3HP,星4HP,星5HP,星6HP,星7HP,星8HP,星9HP,星10HP,星2ATK,星3ATK,星4ATK,星5ATK,星6ATK,星7ATK,星8ATK,星9ATK,星10ATK
,"【キャラコンセプト】
　・次世代属性キラーアタッカー(緑属性)
　　旧世代(いま)：属性噛み合えば高火力！属性噛み合わないと相対的に普段使い「×」
　　次世代：属性噛み合えば超高火力！属性噛み合わなくても普段使い「△」
　　※「連続攻撃 + キラー」は初登場

【コスト】
　・中コスト高め(960)
　　赤属性アタックキャラの高コストフィニッシャー枠(既存類似ポジションキャラ：ロイド「青属性キラー」)

　　※赤属性の「ヨル(650)」〜 (リコピン:705) 〜「アリア(840)」まで、召喚できる赤属性キャラが不在のため、
　　　赤属性コスト分布に対するバランス調整であれば、メイ(275)より少し上の380-430。またはヨル(650)より少し上の760あたりが最適。
　　　ただし、この偏りはハーフアニバ直後の売上が下がる可能性が高いため、4月中旬に実装の「風巻祭里(テクニカル)」に残しておきたい。
　　　赤属性は中コスト帯にテクニカルが少ないため、需要として刺さる想定。
　　※赤属性URアタック実装予定
　　　└1周年まで2キャラのみ「識別怪獣兵器4 四ノ宮キコル」怪獣8号2回目(8月実装)、Fes_UR「オカルン＆ターボババア（ドレスアップ）」(9月中旬※1周年)

【必殺ワザ】
　・連続攻撃※本来の威力3割減
　・キラー(強化ver)

【特性】
　・体力条件強化(以下/攻撃)※体力30%以下時攻撃55%UP　(元伝説の殺し屋イメージ。属性絶対殺すマン。ピンチの時に限定的に性能上昇。)
　・毒ダメージ軽減

【性能補足】
　・中距離、単体、連続攻撃(UR以上)：アイラ
　・必殺ワザ単体対象キャラ(UR以上)：ロイド、保科 宗四郎、アイラ

【その他】
　・緑属性キラー既存キャラ：山田浅ェ門 佐切、清峰 葉流火。
　・自己バフ：ヨル(攻撃25%攻撃UP,10s)、ルビー(攻撃20%UP,13s)、カフカ。赤属性優位

【次世代属性キラーアタッカーの設計思想：要約】
　・キラー攻撃の再設計背景の意図
　　└キラー攻撃のこれまでの課題として、攻撃(必殺)や連続攻撃にキラー倍率をそのまま乗せると倍率が過剰になりやすい。
　　　結果として、キラー持ちキャラが壊れ性能になる。キラーを持たないキャラが下位互換化。キャラ売上の幅が狭まるリスクがあった。
　　　そのため従来は、キラー攻撃は属性が噛み合ったときにだけ強い尖った性能。
　　　将来的にキャラ数が増え、属性特化ステージで刺さる「後半向けキャラ」という立ち位置として設計していた。
　　　→この方向性自体は今もブレていない

・今回の調整意図
　└リリース後の状況を踏まえると、尖らせすぎた結果、普段使いでは使い勝手が悪い可能性がある。
　　状況的に意図通りではあるが、キラー攻撃キャラの分布状況としては、モーション班主軸で連続攻撃キャラだらけになることは想定外。(演出優先のためコントロール不可の範疇)
　　そこで今回、ユーザーの反応を加味して、もう少し利用シーンの幅を持たせたいため、
　　現行環境に合わせてキラー攻撃を再設計。既存キャラの価値は極力維持しつつ、使い方の幅が出る数値設計に調整。
　　「刺さると強い」だけでなく、「選択肢として持っておける」性能へ寄せる。
　　現状は、属性有利・不利は「システム上」存在するが、体感として属性の意味合いをライト層が強く感じられるのは、主にサポートキャラのみであることも課題という所感。

→ アタックロールにも属性の意義をより強くユーザーに意識させたい。(性能面で売上向上のための、ガチャ訴求に繋げたい)
　・同じコスト帯でも属性別にアタックキャラを揃える「価値」をよりユーザーに連想させ、未来の可能性への投資（＝課金）動機を作る。
　　(ガチャを引く理由の多層化。サポートキャラだけでなく、アタックキャラでも属性をより強く意識させる体験を作る。「将来のために投資しておく価値がある」性能)
　・上記と併せて必殺ワザ発動時の気持ちよさを高めるため、追加実験として必殺ワザの体験価値向上ダメージリソース配分を
　　「通常攻撃70-80％／必殺ワザ20-30％」になるよう将来拡張を見据えた設計実装。※リタ個別調整",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-02-02 15:00:00,,,,,,,,,,,,80,,11066,22132,12636,25272,14406,15513,16177,16509,16509,16509,16509,16509,16509,28813,31026,32354,33018,33018,33018,33018,33018,33018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,デプロイ,,,,,,,,,,,,※少数切り上げ,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,幼稚園WARS いいジャン祭,,,,,,,,,,,,Lv,Rnk,基礎HP,基礎ATK,Rnk込星1HP,Rnk込星1ATK,星2HP,星3HP,星4HP,星5HP,星6HP,星7HP,星8HP,星9HP,星10HP,星2ATK,星3ATK,星4ATK,星5ATK,星6ATK,星7ATK,星8ATK,星9ATK,星10ATK
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,基礎情報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,消さないで,,,,,1,0,2020,4040,2020,4040,2343,2545,2666,2727,2727,2727,2727,2727,2727,4686,5090,5332,5454,5454,5454,5454,5454,5454
,キャラ_ID,,,,キャラクター名,,,,,,,,作品名,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,2,0,2093,4187,2093,4187,2427,2637,2762,2825,2825,2825,2825,2825,2825,4856,5275,5526,5652,5652,5652,5652,5652,5652
,chara_you_00001,,,,元殺し屋の新人教諭 リタ,,,,,,,,幼稚園WARS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,2178,4357,2178,4357,2526,2744,2874,2940,2940,2940,2940,2940,2940,5054,5489,5751,5881,5881,5881,5881,5881,5881
