ENABLE,id,sequence_set_id,sequence_group_id,sequence_element_id,priority_sequence_element_id,condition_type,condition_value,action_type,action_value,action_value2,summon_count,summon_interval,summon_animation_type,summon_position,move_start_condition_type,move_start_condition_value,move_stop_condition_type,move_stop_condition_value,move_restart_condition_type,move_restart_condition_value,move_loop_count,is_summon_unit_outpost_damage_invalidation,last_boss_trigger,aura_type,death_type,enemy_hp_coef,enemy_attack_coef,enemy_speed_coef,override_drop_battle_point,defeated_score,action_delay,deactivation_condition_type,deactivation_condition_value,release_key
e,vd_hut_boss_00001_1,vd_hut_boss_00001,,1,__NULL__,InitialSummon,0,SummonEnemy,c_hut_00101_vd_Boss_Yellow,,1,0,None,1.7,Damage,1,None,0,None,0,0,0,0,Boss,Normal,5.0,3.0,1.0,__NULL__,0,0,None,,202604010
e,vd_hut_boss_00001_2,vd_hut_boss_00001,,2,__NULL__,ElapsedTime,150,SummonEnemy,c_hut_00001_vd_Normal_Yellow,,1,0,None,0.0,None,0,None,0,None,0,0,0,0,Default,Normal,1.0,1.0,1.0,__NULL__,0,0,None,,202604010
e,vd_hut_boss_00001_3,vd_hut_boss_00001,,3,__NULL__,FriendUnitDead,2,SummonEnemy,c_hut_00001_vd_Normal_Yellow,,1,0,None,0.0,None,0,None,0,None,0,0,0,0,Default,Normal,1.5,1.5,1.0,__NULL__,0,0,None,,202604010
e,vd_hut_boss_00001_4,vd_hut_boss_00001,,4,__NULL__,FriendUnitDead,3,SummonEnemy,c_hut_00001_vd_Normal_Yellow,,1,0,None,0.0,None,0,None,0,None,0,0,0,0,Default,Normal,1.5,1.5,1.0,__NULL__,0,0,None,,202604010
e,vd_hut_boss_00001_5,vd_hut_boss_00001,,5,__NULL__,FriendUnitDead,4,SummonEnemy,c_hut_00201_vd_Normal_Yellow,,1,0,None,0.0,None,0,None,0,None,0,0,0,0,Default,Normal,1.5,1.5,1.0,__NULL__,0,0,None,,202604010
e,vd_hut_boss_00001_6,vd_hut_boss_00001,,6,__NULL__,FriendUnitDead,5,SummonEnemy,c_hut_00301_vd_Normal_Yellow,,1,0,None,0.0,None,0,None,0,None,0,0,0,0,Default,Normal,1.5,1.5,1.0,__NULL__,0,0,None,,202604010
e,vd_hut_boss_00001_7,vd_hut_boss_00001,,7,__NULL__,FriendUnitDead,2,SummonEnemy,c_hut_00001_vd_Normal_Yellow,,1,0,None,0.0,None,0,None,0,None,0,0,0,0,Default,Normal,2.0,2.0,1.0,__NULL__,0,0,None,,202604010
e,vd_hut_boss_00001_8,vd_hut_boss_00001,,8,__NULL__,FriendUnitDead,3,SummonEnemy,c_hut_00201_vd_Normal_Yellow,,1,0,None,0.0,None,0,None,0,None,0,0,0,0,Default,Normal,2.0,2.0,1.0,__NULL__,0,0,None,,202604010
e,vd_hut_boss_00001_9,vd_hut_boss_00001,,9,__NULL__,FriendUnitDead,4,SummonEnemy,c_hut_00301_vd_Normal_Yellow,,1,0,None,0.0,None,0,None,0,None,0,0,0,0,Default,Normal,2.5,2.5,1.0,__NULL__,0,0,None,,202604010
e,vd_hut_boss_00001_10,vd_hut_boss_00001,,10,__NULL__,FriendUnitDead,5,SummonEnemy,c_hut_00201_vd_Normal_Yellow,,1,0,None,0.0,None,0,None,0,None,0,0,0,0,Default,Normal,2.5,2.5,1.0,__NULL__,0,0,None,,202604010
e,vd_hut_boss_00001_11,vd_hut_boss_00001,,11,__NULL__,FriendUnitDead,4,SummonEnemy,c_hut_00301_vd_Normal_Yellow,,1,0,None,0.0,None,0,None,0,None,0,0,0,0,Default,Normal,2.5,2.5,1.0,__NULL__,0,0,None,,202604010
e,vd_hut_boss_00001_12,vd_hut_boss_00001,,12,__NULL__,FriendUnitDead,5,SummonEnemy,c_hut_00201_vd_Normal_Yellow,,1,0,None,0.0,None,0,None,0,None,0,0,0,0,Default,Normal,2.5,2.5,1.0,__NULL__,0,0,None,,202604010
e,vd_hut_boss_00001_13,vd_hut_boss_00001,,13,__NULL__,FriendUnitDead,1,SummonEnemy,c_hut_00001_vd_Normal_Yellow,,1,0,None,0.0,None,0,None,0,None,0,0,0,0,Default,Normal,3.0,2.0,1.0,__NULL__,0,0,None,,202604010
e,vd_hut_boss_00001_14,vd_hut_boss_00001,,14,__NULL__,FriendUnitDead,1,SummonEnemy,c_hut_00001_vd_Normal_Yellow,,1,0,None,0.0,None,0,None,0,None,0,0,0,0,Default,Normal,3.0,2.0,1.0,__NULL__,0,0,None,,202604010
e,vd_hut_boss_00001_15,vd_hut_boss_00001,,15,__NULL__,FriendUnitDead,1,SummonEnemy,c_hut_00001_vd_Normal_Yellow,,1,0,None,0.0,None,0,None,0,None,0,0,0,0,Default,Normal,3.0,2.0,1.0,__NULL__,0,0,None,,202604010
