,常設交換所,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,定常コンテンツなので別の資料へ記載。,,,,,,,,,,,,,
,最新はこちら→,通常交換所＆キャラのかけら交換所_設計書,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,◆コイン交換所,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,▼基本情報,,,,,,,,,,,,,
,交換所名称,アイテム交換所,,,,,,,,,,,,
,開始日,2025/12/22 11:30:00,,,,,,,,,,,,
,終了日,なし,,,,,,,,,,,,
,,,,,,,,,,,,,,
,▼概要,,,,,,,,,,,,,
,・交換所実装に合わせて配置される常設の交換所。,,,,,,,,,,,,,
,・交換上限は毎月更新。,,,,,,,,,,,,,
,・初期実装時はコインでの交換のみ。,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,▼交換所アイテム一覧,,,,,,,,,,,↓プラスだと安く配布、マイナスだと渋く配布,,
,リセット,獲得アイテム名,獲得数,交換上限,必要アイテム名,必要アイテム数,開始日,終了日,獲得アイテムの価値,上限交換時の価値,消費アイテムの価値,獲得アイテム割引率,上限交換時の必要コイン数,上限交換時の獲得アイテム総量
,毎月,スペシャルガシャチケット,1,2,コイン,30000,2025/12/22 11:30:00,期限なし,¥300.00,¥600.00,¥300.00,0.00%,60000,2
,毎月,メモリーフラグメント・初級,1,50,コイン,1000,2025/12/22 11:30:00,期限なし,¥10.00,¥500.00,¥10.00,0.00%,50000,50
,毎月,メモリーフラグメント・中級,1,30,コイン,1500,2025/12/22 11:30:00,期限なし,¥15.00,¥450.00,¥15.00,0.00%,45000,30
,毎月,メモリーフラグメント・上級,1,3,コイン,3000,2025/12/22 11:30:00,期限なし,¥30.00,¥90.00,¥30.00,0.00%,9000,3
,毎月,カラーメモリー・グレー,30,50,コイン,810,2025/12/22 11:30:00,期限なし,¥8.10,¥405.00,¥8.10,0.00%,40500,1500
,毎月,カラーメモリー・レッド,30,50,コイン,810,2025/12/22 11:30:00,期限なし,¥8.10,¥405.00,¥8.10,0.00%,40500,1500
,毎月,カラーメモリー・ブルー,30,50,コイン,810,2025/12/22 11:30:00,期限なし,¥8.10,¥405.00,¥8.10,0.00%,40500,1500
,毎月,カラーメモリー・イエロー,30,50,コイン,810,2025/12/22 11:30:00,期限なし,¥8.10,¥405.00,¥8.10,0.00%,40500,1500
,毎月,カラーメモリー・グリーン,30,50,コイン,810,2025/12/22 11:30:00,期限なし,¥8.10,¥405.00,¥8.10,0.00%,40500,1500
,毎月,ランクマッチチケット,1,5,コイン,6000,2025/12/22 11:30:00,期限なし,#N/A,#N/A,¥60.00,#N/A,30000,5
,,,,,,,,,#N/A,#N/A,¥0.00,#N/A,0,0
,,,,,,,,,#N/A,#N/A,¥0.00,#N/A,0,0
,,,,,,,,,#N/A,#N/A,¥0.00,#N/A,0,0
,,,,,,,,,#N/A,#N/A,¥0.00,#N/A,0,0
,,,,,,,,,#N/A,#N/A,¥0.00,#N/A,0,0
,,,,,,,,,#N/A,#N/A,¥0.00,#N/A,0,0
,,,,,,,,,#N/A,#N/A,¥0.00,#N/A,0,0
,,,,,,,,,#N/A,#N/A,¥0.00,#N/A,0,0
,,,,,,,,,#N/A,#N/A,¥0.00,#N/A,0,0
,,以上。　ここより上に行を挿入すると表示や数式を崩さずに編集できます,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,通常交換所,,,,,,,,,,,,,
,スペシャルガシャチケット,5枚,,,,,,,,,,,,
,メモリーフラグメント・初級,2体分mAX（75＊2）,,,,,,,,,,,,
,メモリーフラグメント・中級,2体分mAX（50＊2）,,,,,,,,,,,,
,メモリーフラグメント・上級,2体分mAX（8＊2）,,,,,,,,,,,,
,カラーメモリー・グレー,2体分mAX（1950＊2）,,,,,,,,,,,,
,カラーメモリー・レッド,2体分mAX（1950＊2）,,,,,,,,,,,,
,カラーメモリー・グリーン,2体分mAX（1950＊2）,,,,,,,,,,,,
,カラーメモリー・イエロー,2体分mAX（1950＊2）,,,,,,,,,,,,
,カラーメモリー・ブルー,2体分mAX（1950＊2）,,,,,,,,,,,,
,ランクマッチチケット,10枚,,,,,,,,,,,,
,月1リセット,,,,,,,,,,,,,
,消費は全部コイン,,,,,,,,,,,,,
,単価イコールで設計,,,,,,,,,,,,,
