,04_交換所,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,◆推しの子交換所,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,▼基本情報,,,,,,▼配布アイテム,,,,,メモ,,,,,,,,,
,交換所名称,いいジャン祭交換所,,,,,アイテム名,アイテムID,開始日,終了日,,・これまでのストーリー1・ストーリー2・ミッションの報酬を全て交換所に集約,,,,,,,,,
,開始日,#N/A,,,,,赤メダル,item_glo_00001,2026-01-01 0:00:00,2026-02-02 10:59:59,,・コインはミッションに任せる,,,・ぴえヨンはグレード★2、Lv80までを主要報酬とする,,,,,,
,終了日,#N/A,,,,,,,,,,・原画やエンブレムの入手は交換所ではやらない,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,▼配布アイテム全体確認,,,,,,,,▼配布量確認,,,,,,,,,,,,
,メダル,報酬区分,設計の最大値,,メダル設定量,メダル設定の過不足,,,アイテム,SSR推しの子ガシャチケット,プリズム,ぴえヨン,ぴえヨンのかけら,ぴえヨンのメモリー,スペシャルガシャチケット,ピックアップガシャチケット,メモリーフラグメント・初級,メモリーフラグメント・中級,メモリーフラグメント・上級,カラーメモリー・レッド,カラーメモリー・グレー
,青メダル,主要,0,,0,0,,,配らないといけない量,2,730,1,200,1950,3,3,5,5,2,500,500
,赤メダル,主要,30600,,81000,+50400,,,設定中のアイテム量,2,730,1,200,1950,3,3,100,50,10,500,500
,赤メダル,準主要,63550,,194000,+130450,,,,,,,,,,,,,,,
,赤メダル,周回,204500,,450000,+245500,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,▼交換所アイテム一覧,,,,,,,,,,,↓-なので実際に販売しているものよりは渋い,,,,,,,,,
,報酬区分,獲得アイテム名,獲得数,交換上限,必要メダル名,必要メダル数,開始日,終了日,獲得アイテムの価値,上限交換時の価値,消費メダルの価値,獲得アイテム割引率,上限交換時の必要メダル数,上限交換時の獲得アイテム総量,,,,,,,
,主要,SSR推しの子ガシャチケット,1,1,赤メダル,10000,1/1 0:00,2/2 10:59,¥300.00,¥300.00,"¥1,260.00",-320.00%,10000,1,,,,,,,
,主要,SSR推しの子ガシャチケット,1,1,赤メダル,20000,1/1 0:00,2/2 10:59,¥300.00,¥300.00,"¥2,520.00",-740.00%,20000,1,,,,,,,
,主要,プリズム,30,1,赤メダル,1000,1/1 0:00,2/2 10:59,¥60.00,¥60.00,¥126.00,-110.00%,1000,30,,,,,,,
,主要,プリズム,50,14,赤メダル,2500,1/1 0:00,2/2 10:59,¥100.00,"¥1,400.00",¥315.00,-215.00%,35000,700,,,,,,,
12750,主要,ぴえヨン,1,1,赤メダル,15000,1/1 0:00,2/2 10:59,¥300.00,¥300.00,"¥1,890.00",-530.00%,15000,1,,,,,,,
,準主要,ぴえヨンのかけら,5,10,赤メダル,5000,1/1 0:00,2/2 10:59,¥150.00,"¥1,500.00",¥630.00,-320.00%,50000,50,,,,,,,
,周回,ぴえヨンのかけら,10,15,赤メダル,10000,1/1 0:00,2/2 10:59,¥300.00,"¥4,500.00","¥1,260.00",-320.00%,150000,150,,,,,,,
,準主要,ぴえヨンのメモリー,50,9,赤メダル,1000,1/1 0:00,2/2 10:59,¥13.50,¥121.50,¥126.00,-833.33%,9000,450,,,,,,,
,準主要,ぴえヨンのメモリー,100,15,赤メダル,2000,1/1 0:00,2/2 10:59,¥27.00,¥405.00,¥252.00,-833.33%,30000,1500,33150,,,,,,
,準主要,アイ推し！,1,1,赤メダル,10000,1/1 0:00,2/2 10:59,¥350.00,¥350.00,"¥1,260.00",-260.00%,10000,1,,,,,,,
,準主要,ルビー推し！,1,1,赤メダル,10000,1/1 0:00,2/2 10:59,¥350.00,¥350.00,"¥1,260.00",-260.00%,10000,1,,,,,,,
,準主要,MEMちょ推し！,1,1,赤メダル,10000,1/1 0:00,2/2 10:59,¥350.00,¥350.00,"¥1,260.00",-260.00%,10000,1,,,,,,,
,準主要,有馬かな推し！,1,1,赤メダル,10000,1/1 0:00,2/2 10:59,¥350.00,¥350.00,"¥1,260.00",-260.00%,10000,1,,,,,,,
,準主要,黒川あかね推し！,1,1,赤メダル,10000,1/1 0:00,2/2 10:59,¥350.00,¥350.00,"¥1,260.00",-260.00%,10000,1,,,,,,,
,準主要,アクア推し！,1,1,赤メダル,10000,1/1 0:00,2/2 10:59,¥350.00,¥350.00,"¥1,260.00",-260.00%,10000,1,,,,,,,
,準主要,スペシャルガシャチケット,1,3,赤メダル,7500,1/1 0:00,2/2 10:59,¥300.00,¥900.00,¥945.00,-215.00%,22500,3,,,,,,,
,準主要,ピックアップガシャチケット,1,3,赤メダル,7500,1/1 0:00,2/2 10:59,¥300.00,¥900.00,¥945.00,-215.00%,22500,3,,,,,,,
,周回,メモリーフラグメント・初級,1,100,赤メダル,1000,1/1 0:00,2/2 10:59,¥10.00,"¥1,000.00",¥126.00,-1160.00%,100000,100,,,,,,,
,周回,メモリーフラグメント・中級,1,50,赤メダル,2500,1/1 0:00,2/2 10:59,¥15.00,¥750.00,¥315.00,-2000.00%,125000,50,,,,,,,
,周回,メモリーフラグメント・上級,1,10,赤メダル,5000,1/1 0:00,2/2 10:59,¥30.00,¥300.00,¥630.00,-2000.00%,50000,10,,,,,,,
,周回,カラーメモリー・グレー,50,10,赤メダル,500,1/1 0:00,2/2 10:59,¥13.50,¥135.00,¥63.00,-366.67%,5000,500,,,,,,,
,周回,カラーメモリー・レッド,50,10,赤メダル,500,1/1 0:00,2/2 10:59,¥13.50,¥135.00,¥63.00,-366.67%,5000,500,,,,,,,
,周回,カラーメモリー・ブルー,50,10,赤メダル,500,1/1 0:00,2/2 10:59,¥13.50,¥135.00,¥63.00,-366.67%,5000,500,,,,,,,
,周回,カラーメモリー・イエロー,50,10,赤メダル,500,1/1 0:00,2/2 10:59,¥13.50,¥135.00,¥63.00,-366.67%,5000,500,,,,,,,
,周回,カラーメモリー・グリーン,50,10,赤メダル,500,1/1 0:00,2/2 10:59,¥13.50,¥135.00,¥63.00,-366.67%,5000,500,,,,,,,
,制限なし,コイン,100,1000,赤メダル,300,1/1 0:00,2/2 10:59,¥1.00,-,¥37.80,-3680.00%,300000,100000,,,,,,,
,制限なし,,,,,,,,#N/A,-,¥0.00,#N/A,0,0,,,,,,,
,制限なし,以上。　ここより上に行を挿入すると表示や数式を崩さずに編集できます,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,"◼︎スタミナ所持上限値が200のユーザーが毎日広告視聴10回フル回復でどこまで取り切れるか
現状、全て取り切るのに2-3日でいける（10回広告視聴か300プリズムで10回スタミナ全回復して）
1スタミナ回復に6分かかる

ステージクリアで確定で60個、ランダムドロップの期待値で140個で200個が獲得できるぐらい

↑どのステージを回るかはユーザーのスタミナ上限次第ですが、多くのユーザーが回るであろう箇所で仮定し、平均試算",,,,,,,,,,,,,,,,,
,,,,,報酬取り切り日数,,,,,,,,,,,,,,,,
,,,,1日の消費スタミナ,主要,準主要,周回（報酬全て取り切り）,,,,,,,,,,,,,,
,,,,200,2.35日,7.65日,24.69日,,,,,,,,,,,,,,
,,,,400,1.18日,3.82日,12.34日,,,,,,,,,,,,,,
,,,,600,0.78日,2.55日,8.23日,,,,,,,,,,,,,,
,,,,800,0.59日,1.91日,6.17日,,,,,,,,,,,,,,
,,,,1000,0.47日,1.53日,4.94日,,,,,,,,,,,,,,
,,,,1200,0.39日,1.27日,4.11日,,,,,,,,,,,,,,
,,,,1400,0.34日,1.09日,3.53日,,,,,,,,,,,,,,
,,,,1600,0.29日,0.96日,3.09日,,,,,,,,,,,,,,
,,,,1800,0.26日,0.85日,2.74日,,,,,,,,,,,,,,
,,,,2000,0.24日,0.76日,2.47日,,,,,,,,,,,,,,
,,,200 +（200回復×10回）→,2200,0.21日,0.70日,2.24日,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,◆メダル交換所設計の簡易確認表,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,▼ステージ設計,,,,,,,,▼交換所設計,,▼報酬取り切りに必要な周回数,,,,,,,,,,
,項目,ステージ1,ステージ2,ステージ3,,,,,報酬区分,取り切り必要メダル数,ステージ1,ステージ2,ステージ3,,,,,,,,
,消費スタミナ,5,7,10,,,,,主要,81000,389.4,222.5,135.0,,,,,,,,
,メダル期待値,208,364,600,,,,,準主要,194000,932.7,533.0,323.3,,,,,,,,
,,,,,,,,,周回,450000,2163.5,1236.3,750.0,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,▼メダル獲得量早見表,,,,,,,,,,,,,,,,,,,,
,ユーザーレベル,最大スタミナ,最大スタミナ状態でクリアできる回数（少数切り捨て）,,,最大スタミナ消費時のメダル獲得数（期待値）,,,「主要」報酬の取り切りまでにスタミナを使い切る回数,,,「主要＋準主要」報酬の取り切りまでにスタミナを使い切る回数,,,「全ての交換所報酬」の取り切りまでにスタミナを使い切る回数,,,,,,
,,,ステージ1,ステージ2,ステージ3,ステージ1,ステージ2,ステージ3,ステージ1,ステージ2,ステージ3,ステージ1,ステージ2,ステージ3,ステージ1,ステージ2,ステージ3,,,,
,10,63,12,9,6,2496,3276,3600,32.45,24.73,22.50,110.18,83.94,76.39,290.46,221.31,201.39,,,,
,20,78,15,11,7,3120,4004,4200,25.96,20.23,19.29,88.14,68.68,65.48,232.37,181.07,172.62,,,,
,30,94,18,13,9,3744,4732,5400,21.63,17.12,15.00,73.45,58.11,50.93,193.64,153.21,134.26,,,,
,40,111,22,15,11,4576,5460,6600,17.70,14.84,12.27,60.10,50.37,41.67,158.44,132.78,109.85,,,,
,50,127,25,18,12,5200,6552,7200,15.58,12.36,11.25,52.88,41.97,38.19,139.42,110.65,100.69,,,,
,60,144,28,20,14,5824,7280,8400,13.91,11.13,9.64,47.22,37.77,32.74,124.48,99.59,86.31,,,,
,70,161,32,23,16,6656,8372,9600,12.17,9.68,8.44,41.32,32.85,28.65,108.92,86.60,75.52,,,,
,80,178,35,25,17,7280,9100,10200,11.13,8.90,7.94,37.77,30.22,26.96,99.59,79.67,71.08,,,,
,90,195,39,27,19,8112,9828,11400,9.99,8.24,7.11,33.90,27.98,24.12,89.37,73.77,63.60,,,,
,100,212,42,30,21,8736,10920,12600,9.27,7.42,6.43,31.48,25.18,21.83,82.99,66.39,57.54,,,,
,110,230,46,32,23,9568,11648,13800,8.47,6.95,5.87,28.74,23.61,19.93,75.77,62.24,52.54,,,,
,120,247,49,35,24,10192,12740,14400,7.95,6.36,5.63,26.98,21.59,19.10,71.13,56.91,50.35,,,,
,130,264,52,37,26,10816,13468,15600,7.49,6.01,5.19,25.43,20.42,17.63,67.03,53.83,46.47,,,,
