,"クリエイティブ一覧
https://docs.google.com/spreadsheets/d/1s-5R4ijjb7AXckYDBmqBgHFsZzbOPVe_SvX3hlK5Fdw/edit?gid=576303298#gid=5763032981",,,,,,,,,,,,,,
,"監修資料（監修ち提出後にリンクを貼る）
",,,,,,,,,,,,,,
,項目,仕様/補足,数量,工数, 画像,規格,"アップ先
S3/AB","画像ID
（PLAN側に確認）
！アイテムIDとは違うので記載注意！","監修
ステータス","BNE様へ
PSDデータ提出
","デザイナー
担当者",制作ステータス,"命名規則
※[ ]内はマスターデータ・運用単位で命名が変化します",,
,新規アイテム,,,,,,,,,,,,,,
,【ガシャチケット】,"初夢ガシャチケット 2026
期間限定キャラが出せず、
賀正ガシャと役割が被ってしまうので実施無しに",1,0.3,,150×150,AB,item_icon_ticket_glo_10000,監修不要,提出不要,江村,,stage_icon_[:asset_key],,
,,賀正ガシャチケット 2026,1,0.2,,150×150,AB,item_icon_ticket_glo_10001,監修不要,提出不要,江村,,stage_icon_[:asset_key],,
,エンブレム,,,,,,,,,,,,,,
,,祝！2026,1,0.5,,,AB,emblem_icon_event_glo_00001,監修不要,PNG提出必要,江村,,,,
,,"開運
(正月のデイリークエスト時に低確率でドロップする)",1,0.5,,,AB,emblem_icon_event_glo_00002,監修不要,PNG提出必要,江村,,,,
,プレハブ関連,,,,,,,,,,,,,,
,【コンテンツTOP】プレハブ,"【コンテンツTOP】 プレハブ
・載せたいキャラやざっくりとで大丈夫なのでデザインのイメージの記載をお願いします！

2025年のイベントで出たIPのキャラを１キャラずつくらい置く？とか既存のキャラを置く想定

「お正月キャンペーン」",1,2,,"プレハブ
（画像は1000 × 520）",AB,event_glo_00001_quest_select,監修中,"PNG/PSD提出必要
※監修提出前にBNE側にPSDを提出",江村,,[:asset_key]_quest_select ※プレハブ名,,
,"【クエストバナー】デイリー
開運祈願！2026年運試し！","プリズム
",1,0.1,,334×115,AB,glo1_1day_quest_select_cell,監修不要,PNG提出必要,江村,,[:mst_quest.asset_key]_quest_select_cell,,
,バナー類,,,,,,,,,,,,,,
,"【イベントミッションバナー】ミッション
","謹賀新年特別ミッション

【お知らせ】ミッション_Mバナー
左側に「賀正ガシャチケット2026」、右側にキャラを２体ほど置いたら良さそう",1,0.4,,668×220,AB,event_glo_00001_mission,監修中,PNG提出必要,江村,,[:asset_key]_mission,,
,【イベントTOPバナー】いいジャン祭,"報酬：変更なし

「【コンテンツTOP】 プレハブ」の要素を流用して作成",1,0.4,,698×200,AB,event_glo_00001_banner,監修中,PNG提出必要,江村,,[:asset_key]_banner,,
,"【お知らせ】Mバナー
","期間中最大100連分のアイテムが手に入る！（賀正ガシャチケ、ピックアップ・スペシャルガシャチケ、プリズムなどまとめて）

・テキスト
期間中
[ここを]最大100連分[大きく]
手に入る！
・記載アイテム
賀正チケット（多め）、プリズム、ピックアップガシャチケット、スペシャルガシャチケット",,0.6,,668×220,不要,notice_campaign_00013,監修不要,PNG提出必要,江村,,,,
,"【お知らせ_Mバナー】
年賀状2026年","年賀状
→あけましておめでとうございます！のバナー

BNEさん側で用意していただいているバナーを流用するかも",,0.6,,668×220,不要,notice_other_00004,,PNG提出必要,江村,,,,
,"【お知らせ_IGN】
年賀状2026年","年賀状
→あけましておめでとうございます！のバナー
IGN用とMバナーがあると理想",,0.6,,668×220,不要,IGN_other_00001,,PNG提出必要,江村,,,,
,商材バナー類：商材(パック、パス、プリズム),,,,,,,,,,,,,,
,【お知らせ_Mバナー】お正月お得プリズム,"既存の「お得プリズム」バナーを正月風にしたもの
プリズム個数
・320：¥480
・1680：¥1980
・3220：¥2980
・5280：¥4980
・7500：¥6980
・12000：¥9800
increase_prism_00006の宝箱を使用していただきたいです",,,,,不要,notice_campaign_00014,監修不要,PNG提出必要,,,,,
,【ホームバナー】お正月お得プリズム,"【お知らせ_Mバナー】お正月お得プリズム
を流用して作成",,,,,S3,hometop_campaign_00004,監修不要,PNG提出必要,,,,,
,【お知らせ_Mバナー】お正月 お得なパック登場お知らせ,"いいジャン祭も走っているのでお知らせ数を絞りたいので、まとめる意図です。
BF、Xmasの時と同じ運用のイメージです。

文言
「お得なお正月パックが登場！」",,,,668×220,不要,notice_shop_pack_00018,監修不要,PNG提出必要,,,,,
,【ホームバナー】お正月 お得なパック登場お知らせ,"【お知らせ_Mバナー】お正月 お得なパック登場お知らせを
流用して作成",,,,306×100,S3,hometop_shop_pack_00018,監修不要,PNG提出必要,,,,,
,【パックバナー】お正月 DXお得パック梅,"値段：¥980
パック内容物
・カラーメモリー各種(5種)：各750
・フェスガシャチケット：1枚
・コイン：10000
エフェクト小盛り",,,,668×220,AB,shop_pack_banner_pack_00012,監修不要,PNG提出必要,,,,,
,【お知らせ_Mバナー】お正月 DXお得パック梅,"値段：¥980
パック内容物
・カラーメモリー各種(5種)：各750
・フェスガシャチケット：1枚
・コイン：10000
エフェクト小盛り

お正月パック お得なパック登場お知らせの中に使う想定",,,,668×220,不要,notice_shop_pack_00015,監修不要,PNG提出必要,,,,,
,【パックバナー】お正月 DXお得パック竹,"値段：¥2980
パック内容物
・メモリーフラグメント各種(3種)：初120,中75,上10
・フェスガシャチケット：2枚
・コイン：30,000
エフェクト中盛り",,,,668×220,AB,shop_pack_banner_pack_00013,監修不要,PNG提出必要,,,,,
,【お知らせ_Mバナー】お正月 DXお得パック竹,"値段：¥2980
パック内容物
・メモリーフラグメント各種(3種)：初120,中75,上10
・フェスガシャチケット：2枚
・コイン：30,000
エフェクト中盛り

お正月パック お得なパック登場お知らせの中に使う想定",,,,668×220,不要,notice_shop_pack_00016,監修不要,PNG提出必要,,,,,
,【パックバナー】お正月 DXお得パック松,"値段：¥4980
パック内容物
・UR1体確定10連ガシャチケット：1枚
・選べるURキャラのかけらBOX：50
・フェスガシャチケット：5枚
・コイン：50,000
エフェクト大盛り",,,,668×220,AB,shop_pack_banner_pack_00014,監修不要,PNG提出必要,,,,,
,【お知らせ_Mバナー】お正月 DXお得パック松,"値段：¥4980
パック内容物
・UR1体確定10連ガシャチケット：1枚
・選べるURキャラのかけらBOX：50
・フェスガシャチケット：5枚
・コイン：50,000
エフェクト大盛り

お正月パック お得なパック登場お知らせの中に使う想定",,,,668×220,不要,notice_shop_pack_00017,監修不要,PNG提出必要,,,,,
,【パックバナー】お正月 超DX ジャンブルパック,"値段：¥10,000
パック内容物
・UR1体確定10連ガシャチケット：1枚
・選べるURキャラのかけらBOX：200個
・フェスガシャチケット：10枚
・ピックアップガシャチケット：10枚
・メモリーフラグメント各種(3種)：初120,中75,上10
・カラーメモリー各種(5種)：各1950個
・コイン：150,000
エフェクト特大盛り",,,,668×220,AB,shop_pack_banner_pack_00019,監修不要,PNG提出必要,,,,,
,【お知らせ_Mバナー】お正月 超DX ジャンブルパック,"値段：¥10,000
パック内容物
・UR1体確定10連ガシャチケット：1枚
・選べるURキャラのかけらBOX：200個
・フェスガシャチケット：10枚
・ピックアップガシャチケット：10枚
・メモリーフラグメント各種(3種)：初120,中75,上10
・カラーメモリー各種(5種)：各1950個
・コイン：150,000
エフェクト特大盛り

お正月パック お得なパック登場お知らせの中に使う想定",,,,668×220,不要,notice_shop_pack_00019,監修不要,PNG提出必要,,,,,
,"ホーム画面表示用バナー（適用中的な）
","既存名前
Assets/GLOW/AssetBundles/home_pass_effect_banner/home_pass_effect_banner_premium.png",,,,224×78,AB,,監修不要,提出不要,,,,,
,"【パス】◆謹賀新年特別パス(prefab)
(今回広告スキップなどのパス機能がつかないので、報酬の枠を右側に移動させる)","既存プレハブ名
Assets/GLOW/Prefabs/UIAssets/072-01-Pass/PassShopProductSilverListCell.prefab",,,,"""668×539(最大)
表示する効果や報酬によって可変""",AB,,監修不要,提出不要,,,,,
,"【パスアイコン】謹賀新年特別パス
法務確認中","既存
Assets/GLOW/AssetBundles/shop_pass_icon/shop_pass_icon_premium.png
値段：¥1980
有効日数：15日
パス内容物(1日の獲得数は日数で割る)
プリズム：1200
コイン：120,000",,,,224×194,AB,shop_pass_icon_newyear2026,監修不要,提出不要,,,,,
,"【お知らせ_Mバナー】謹賀新年特別パス
法務確認中","値段：¥1980
有効日数：15日
パス内容物(1日の獲得数は日数で割る)
プリズム：1200
コイン：120,000",,,,668×220,不要,notice_shop_pass_00004,監修不要,PNG提出必要,,,,,
,"【ホームバナー】謹賀新年特別パス
法務確認中","【お知らせ_Mバナー】謹賀新年特別パスを
流用して作成",,,,306×100,S3,hometop_shop_pass_00004,監修不要,PNG提出必要,,,,,
,ガシャバナー,,,,,,,,,,,,,,
,"【ガシャTOP_Lバナー】
初夢ガシャ 2026
(いいジャン祭ピックアップガシャと同じ形式で、ボタンの余白は無しでOK)","


ガシャのラインナップを記載いただけますでしょうか…！

BNEさんレギュレーションで期間限定キャラが登場させることができないことが判明して、賀正ガシャと役割が被るので「初夢ガシャ」は無くなった",1,1,,668×370,S3,gacha_banner_glo_00004,-,PNG提出必要,未定,,gacha_banner_[:banner_url],,
,"【お知らせ_Mバナー】
初夢ガシャ 2026
","

",1,,,668×220,不要,notice_gacha_glo_00004,-,PNG提出必要,未定,,gacha_gacha_[:banner_url],,
,"【ホームバナー】
初夢ガシャ 2026
","


",1,,,"  
 	
306×100
",S3,hometop_gacha_glo_00004,-,PNG提出必要,未定,アップ済み,hometop_[:png_name],,
,"【ガシャTOP_Lバナー】
賀正ガシャ 2026
→プレミアムメダルガシャと同じでいいはずだが、10連ボタンが出るか？

プレハブが新しく必要、帯とガシャ結果画面の背景色も新規で必要
→工数がかかりそうと判断されたため、プレミアムメダルガシャの帯内の文言を変えて汎用文言にする想定に変更


引き方はプレミアムメダルガシャと同じ(ガシャ TOPからボタンを押して引く)","・ラインナップはスペシャルガシャ。
・「ガシャをじゃぶじゃぶ引く」を優先させたいので、確定枠なし
・UR排出も2.5%程度まで下げる（UR獲得２体を想定）
・対象ガシャチケットのみで引ける

・画眉丸(UR)
・アーニャ(UR)
・阿波連 れいな(SSR)
・山田浅ェ門 仙汰(SR)
・網代 慎平(R)
",1,1.5,,668×370,S3,gacha_banner_glo_00005,監修中,PNG提出必要,未定,,gacha_banner_[:banner_url],,
,"【お知らせ_Mバナー】
賀正ガシャ 2026",,1,,,668×220,不要,notice_gacha_glo_00005,監修中,PNG提出必要,未定,,gacha_gacha_[:banner_url],,
