,,,,,作成者,確認者,承認状況,
,,,,,平野,,承認済,
ガシャ詳細,,,,,,,,
ガシャ名,賀正ガシャ2026,,,,,,,
ガシャID,gasho_001,OprGacha,,,,,,
種別,メダルガシャ,,,,,,,
開催期間,2026/1/1 0:00,~,無期限,「HasTicket」が使えるようなるので無期限が可能,,,,
チケット設定,有,,,,,,,
チケット名,賀正ガシャチケット Ver.2026,,,,,,,
チケットID,ticket_glo_10001,,,,,,,
チケット画像ファイルID,,,,,,,,
チケット備考,チケットのまとめ引きは、最大10連です。所持枚数の最大が10枚以下の場合、まとめ引きの最大数もそれに準じます。,,,,,,,
広告視聴設定有無,無,,,,,,,
広告視聴リセット有無,無,,,,,,,
広告視聴リセット時間,"1,440",分,24時間,"24時間→1,440
48時間→2,880
72時間→4,320","・enable_add_ad_play_upper
・ad_play_interval_time",,,
"ガシャ開催期間中
繰返しリセットを行う",行わない,"※行う：開催期間中毎日リセット時間を迎えるとリセットを行います。
※行わない：開催期間中、1日に視聴できる回数",,,,,,
天井設定,無,,,,,,,
天井回数,,回目,,,,,,
確定枠設定,無,,,,,,,
確定枠詳細,10,枠目,,,,,,
有償無償合算使用可否,可,※有償プリズム限定の時→「否」にして下さい。基本は「可」です。,,,,,,
有償プリズム限定設定,無,,,,,,,
単発設定,有,,,,,,,
単発プリズム個数,チケットのみ,個,※デフォルト：150個,,,,,
10連設定,有,,,,,,,
10連プリズム個数,チケットのみ,個,"※デフォルト：1,500個",,,,,
ガシャを引ける上限設定,無,,,,,,,
ガシャを引ける上限数,10,連を,1回,まで,,,,
banner_URL,glo_00005,,,,,,,企画
ガシャ一覧バナーID,gacha_banner_glo_00005,,,,,,,企画
ホームバナーID,hometop_gacha_glo_00005,,,,,,,企画
キャラのかけら変換個数,R：10,←デフォルト,,,,,,
,SR：10,,,,,,,
,SSR：20,,,,,,,
,UR ：50,,,,,,,
,ピックアップUR ：50,,,,,,,
備考,天井、確定枠なし,,,,,,,
,最大50連,,,,,,,
,確率変更あり,,,,,,,
,施策で手に入るチケットでのみ引ける,,,,,,,
,チケット所持中のみガシャ一覧に表示される,,,,,,,
ガシャマスター設定,,,,,,,,
①ガシャ訴求文言,※ガシャタイプ「メダル」のため不要,,,OprGachaI18n,,,,
②-1訴求キャラ/ID,がらんの画眉丸,chara_jig_00001,※バナー掲載のみでガシャディスプレイには並ばない,,,,,
③-1キャラ訴求文言,,,,OprGachaDisplayUnitI18n,,,,
②-2訴求キャラ/ID,わくわく アーニャ,chara_spy_00001,,,,,,
③-2キャラ訴求文言,,,,,,,,
②-3訴求キャラ/ID,阿波連 れいな,chara_aha_00101,,,,,,
③-3キャラ訴求文言,,,,,,,,
②-4訴求キャラ/ID,山田浅ェ門 仙汰,chara_jig_00301,,,,,,
③-4キャラ訴求文言,,,,,,,,
