,,
,「当選アイテム選択型ガシャ」の定義,
,,「当選アイテム選択型ガシャ」とは、ユーザー自らがガシャで獲得できるアイテムを設定するガシャのことを指す。
,,ユーザー自らがアイテムを設定するため、人気のあるアイテムの排出数が多くなってしまい
,,全排出数に対する排出数で排出率を算出すると、排出率に偏りが出てしまう。
,,そのため、ユーザーがアイテムAを選択した回数を分母とし、アイテムAの排出数を分子として排出率を算出する。
,,
,当選アイテム選択型ガシャの想定されるバリエーション,
,,当選アイテム選択型ガシャのバリエーションとして４つケースを想定し、それぞれにケース対する
,,「weight」と「weight_sp」の設定値を、以下に例として記載。
,,
,,【ケース①】：選択対象一つ、選択対象アイテム中で選択されなかったアイテムは排出しない
,,
,,　・選択可能アイテム（いずれか１つを選択、1.00[%]）
,,　　　SSR001　weight:0.00[%]、weight_sp:1.00[%]
,,　　　SSR002　weight:0.00[%]、weight_sp:1.00[%]
,,　　　SSR003　weight:0.00[%]、weight_sp:1.00[%]
,,　　　SSR004　weight:0.00[%]、weight_sp:1.00[%]
,,　　　SSR005　weight:0.00[%]、weight_sp:1.00[%]
,,
,,　・その他の排出アイテム（合計99.00[%]）
,,　　　SR001　weight:5.00[%]
,,　　　SR002　weight:5.00[%]
,,　　　SR003　weight:5.00[%]
,,　　　SR004　weight:5.00[%]
,,　　　SR005　weight:5.00[%]
,,　　　　　：
,,　　　R001　weight:10.00[%]
,,　　　R002　weight:10.00[%]
,,　　　R003　weight:10.00[%]
,,　　　R004　weight:10.00[%]
,,　　　R005　weight:10.00[%]
,,　　　　　：
,,
,,
,,【ケース②】：選択対象複数、選択対象アイテム中で選択されなかったアイテムは排出しない
,,
,,　・選択可能アイテム（いずれか３つを選択、合計1.00 x 3[%] = 3.00[%]）
,,　　　SSR001　weight:0.00[%]、weight_sp:1.00[%]
,,　　　SSR002　weight:0.00[%]、weight_sp:1.00[%]
,,　　　SSR003　weight:0.00[%]、weight_sp:1.00[%]
,,　　　SSR004　weight:0.00[%]、weight_sp:1.00[%]
,,　　　SSR005　weight:0.00[%]、weight_sp:1.00[%]
,,
,,　・その他の排出アイテム（合計97.00[%]）
,,　　　SR001　weight:5.00[%]
,,　　　SR002　weight:5.00[%]
,,　　　SR003　weight:5.00[%]
,,　　　SR004　weight:5.00[%]
,,　　　SR005　weight:5.00[%]
,,　　　　　：
,,　　　R001　weight:10.00[%]
,,　　　R002　weight:10.00[%]
,,　　　R003　weight:10.00[%]
,,　　　R004　weight:10.00[%]
,,　　　R005　weight:10.00[%]
,,　　　　　：
,,
,,【ケース③】：選択対象複数、選択対象アイテム中で選択されなかったアイテムも排出する
,,
,,　・選択可能アイテム（いずれか３つを選択、合計1.00 x 3 + 0.01 x 2[%] = 3.02[%]）
,,　　　SSR001　weight:0.01[%]、weight_sp:1.00[%]
,,　　　SSR002　weight:0.01[%]、weight_sp:1.00[%]
,,　　　SSR003　weight:0.01[%]、weight_sp:1.00[%]
,,　　　SSR004　weight:0.01[%]、weight_sp:1.00[%]
,,　　　SSR005　weight:0.01[%]、weight_sp:1.00[%]
,,
,,　・その他の排出アイテム（合計96.98[%]）
,,　　　SR001　weight:5.00[%]
,,　　　SR002　weight:5.00[%]
,,　　　SR003　weight:5.00[%]
,,　　　SR004　weight:5.00[%]
,,　　　SR005　weight:5.00[%]
,,　　　　　：
,,　　　R001　weight:10.00[%]
,,　　　R002　weight:10.00[%]
,,　　　R003　weight:10.00[%]
,,　　　R004　weight:10.00[%]
,,　　　R005　weight:10.00[%]
,,　　　　　：
,,
,,
,,【ケース④】：選択対象複数、ランク毎に異なる排出率設定のアイテムを選択、選択対象アイテム中で選択されなかったアイテムも排出する
,,
,,　・選択可能アイテム（各ランクから１つを選択、合計1.00 + 0.01 x 4[%] + 10.00 + 0.10 x 4[%] = 11.44[%]）
,,　　　SSR001　weight:0.01[%]、weight_sp:1.00[%]
,,　　　SSR002　weight:0.01[%]、weight_sp:1.00[%]
,,　　　SSR003　weight:0.01[%]、weight_sp:1.00[%]
,,　　　SSR004　weight:0.01[%]、weight_sp:1.00[%]
,,　　　SSR005　weight:0.01[%]、weight_sp:1.00[%]
,,
,,　　　SR001　weight:0.10[%]、weight_sp:10.00[%]
,,　　　SR002　weight:0.10[%]、weight_sp:10.00[%]
,,　　　SR003　weight:0.10[%]、weight_sp:10.00[%]
,,　　　SR004　weight:0.10[%]、weight_sp:10.00[%]
,,　　　SR005　weight:0.10[%]、weight_sp:10.00[%]
,,
,,　・その他の排出アイテム（合計88.56[%]）
,,　　　R001　weight:10.00[%]
,,　　　R002　weight:10.00[%]
,,　　　R003　weight:10.00[%]
,,　　　R004　weight:10.00[%]
,,　　　R005　weight:10.00[%]
,,　　　　　：
,,
,,
,当選アイテム選択型ガシャの表示イメージ,
,,以下に当選アイテム選択型ガシャの表示例を掲載 ※ケース②を想定
,,表示例は、レアリティ「SSR」「SR」が排出されるガシャであり、レアリティ「SSR」については５つのアイテムのうち、
,,ユーザーが好きなアイテムを２つを選択する。
,,レアリティ「SSR」の排出率は１０％(５％×２アイテム)、「SR」の排出率は９０％(１０％×９アイテム)で設定したものとする。
