,,
,ガシャにおける世代とは,
,,実施中のガシャ内容を変更する場合(アイテムの追加・削除、排出率の変更など)を、ガシャの「世代」を変更すると規定
,,
,,
,ガシャマスタ世代管理について,
,,既に実施しているガシャに新たなアイテムを追加する、アイテムの排出率を変更する場合は、
,,以下２つの方法のどちらかで、世代を管理してください。
,,
,,　１．新規ガシャIDを発行し新たなガシャとして登録する。
,,
,,　２．開催中のガシャマスタのガシャ開催期間FROMの日付を変更する。
,,
,,
,ガシャマスタの具体的な設定方法について,
,,本稿では「２．開催中のガシャマスタのガシャ開催期間FROMの日付を変更する。」の設定方法について説明する。
,,
,,現行のガシャマスタ
,,  ・ガシャマスタのファイル名
,,　　 gasha_20190625.json
,,  ・ガシャマスタの設定項目
,,　　　ガシャ開催期間FROM　2019/6/25 13:00:00 ※ガシャマスタ上ではunixtime(秒)形式
,,　　　ガシャ開催期間TO    2019/9/30 11:59:59 ※ガシャマスタ上ではunixtime(秒)形式
,,
,,　・排出アイテム（合計100.00[%]）
,,　　　SR001　weight:12.50[%]
,,　　　SR002　weight:12.50[%]
,,　　　SR003　weight:12.50[%]
,,　　　SR004　weight:12.50[%]
,,　　　SR005　weight:12.50[%]
,,　　　SR006　weight:12.50[%]
,,　　　SR007　weight:12.50[%]
,,　　　SR008　weight:12.50[%]
,,
,,
,,世代変更後のガシャマスタ
,,  ・ガシャマスタのファイル名
,,　　 gasha_20190708.json
,,  ・ガシャマスタの設定項目
,,　　　ガシャ開催期間FROM　2019/7/8 13:00:00  ※ガシャマスタ上ではunixtime(秒)形式
,,　　　ガシャ開催期間TO    2019/9/30 11:59:59 ※ガシャマスタ上ではunixtime(秒)形式
,,
,,　・排出アイテム（合計100.00[%]）
,,　　　SR001　weight:10.00[%]
,,　　　SR002　weight:10.00[%]
,,　　　SR003　weight:10.00[%]
,,　　　SR004　weight:10.00[%]
,,　　　SR005　weight:10.00[%]
,,　　　SR006　weight:10.00[%]
,,　　　SR007　weight:10.00[%]
,,　　　SR008　weight:10.00[%]
,,     SR009　weight:10.00[%]　※追加されたアイテム
,,     SR010　weight:10.00[%]　※追加されたアイテム
,,
,,
,,※ガシャの開催期間に時間を設定する理由は？
,,ガシャの開催期間は、時間まで設定可能となっています。
,,例えば、１２時から１時間のメンテナンスを行い、そのタイミングでガシャ内容を更新する場合、
,,同日に２つのガシャマスタが必要となりますが、ガシャマスタは１日１ファイルしか配置出来ません。
,,この際、ガシャが切り替わる時間を設定してもらう事で、世代(マスタ)を分ける事が可能となります。
,,※最新のガシャマスタに設定された「ガシャ開催期間FROM」までは、前日までのガシャマスタが適用されます。
,,
,,
,ガシャ世代管理の表示イメージ,
,,以下にガシャ世代管理の表示例を掲載
,,表示例は、2019年6月25日にスタートしたガシャに2019年7月8日にアイテムを追加したので世代が別れている
