memo
TABLE,MstMissionEvent,MstMissionEvent,MstMissionEvent,MstMissionEvent,MstMissionEvent,MstMissionEvent,MstMissionEvent,MstMissionEvent,MstMissionEvent,MstMissionEvent,MstMissionEvent,MstMissionEvent,MstMissionEvent,MstMissionEvent,MstMissionEventI18n
ENABLE,id,release_key,mst_event_id,criterion_type,criterion_value,criterion_count,unlock_criterion_type,unlock_criterion_value,unlock_criterion_count,group_key,mst_mission_reward_group_id,sort_order,event_category,destination_scene,description.ja
e,event_christmas_mission_01,1,event_christmas_20251222,SpecificUnitGradeUpCount,chara_sur_00801,2,__NULL__,,0,,event_christmas_reward_01,1,__NULL__,UnitList,無窮の鎖 和倉 優希 をグレード2まで強化しよう
e,event_christmas_mission_02,1,event_christmas_20251222,SpecificUnitGradeUpCount,chara_sur_00801,3,__NULL__,,0,,event_christmas_reward_02,2,__NULL__,UnitList,無窮の鎖 和倉 優希 をグレード3まで強化しよう
e,event_christmas_mission_03,1,event_christmas_20251222,SpecificUnitGradeUpCount,chara_sur_00801,4,__NULL__,,0,,event_christmas_reward_03,3,__NULL__,UnitList,無窮の鎖 和倉 優希 をグレード4まで強化しよう
e,event_christmas_mission_04,1,event_christmas_20251222,SpecificUnitGradeUpCount,chara_sur_00801,5,__NULL__,,0,,event_christmas_reward_04,4,__NULL__,UnitList,無窮の鎖 和倉 優希 をグレード5まで強化しよう
e,event_christmas_mission_05,1,event_christmas_20251222,SpecificUnitLevel,chara_sur_00801,20,__NULL__,,0,,event_christmas_reward_05,5,__NULL__,UnitList,無窮の鎖 和倉 優希 をLv.20まで強化しよう
e,event_christmas_mission_06,1,event_christmas_20251222,SpecificUnitLevel,chara_sur_00801,30,__NULL__,,0,,event_christmas_reward_06,6,__NULL__,UnitList,無窮の鎖 和倉 優希 をLv.30まで強化しよう
e,event_christmas_mission_07,1,event_christmas_20251222,SpecificUnitLevel,chara_sur_00801,40,__NULL__,,0,,event_christmas_reward_07,7,__NULL__,UnitList,無窮の鎖 和倉 優希 をLv.40まで強化しよう
e,event_christmas_mission_08,1,event_christmas_20251222,SpecificUnitGradeUpCount,chara_sur_00701,2,__NULL__,,0,,event_christmas_reward_08,8,__NULL__,UnitList,和倉 青羽 をグレード2まで強化しよう
e,event_christmas_mission_09,1,event_christmas_20251222,SpecificUnitGradeUpCount,chara_sur_00701,3,__NULL__,,0,,event_christmas_reward_09,9,__NULL__,UnitList,和倉 青羽 をグレード3まで強化しよう
e,event_christmas_mission_10,1,event_christmas_20251222,SpecificUnitGradeUpCount,chara_sur_00701,4,__NULL__,,0,,event_christmas_reward_10,10,__NULL__,UnitList,和倉 青羽 をグレード4まで強化しよう
e,event_christmas_mission_11,1,event_christmas_20251222,SpecificUnitGradeUpCount,chara_sur_00701,5,__NULL__,,0,,event_christmas_reward_11,11,__NULL__,UnitList,和倉 青羽 をグレード5まで強化しよう
e,event_christmas_mission_12,1,event_christmas_20251222,SpecificUnitLevel,chara_sur_00701,20,__NULL__,,0,,event_christmas_reward_12,12,__NULL__,UnitList,和倉 青羽 をLv.20まで強化しよう
e,event_christmas_mission_13,1,event_christmas_20251222,SpecificUnitLevel,chara_sur_00701,30,__NULL__,,0,,event_christmas_reward_13,13,__NULL__,UnitList,和倉 青羽 をLv.30まで強化しよう
e,event_christmas_mission_14,1,event_christmas_20251222,SpecificUnitLevel,chara_sur_00701,40,__NULL__,,0,,event_christmas_reward_14,14,__NULL__,UnitList,和倉 青羽 をLv.40まで強化しよう
e,event_christmas_mission_15,1,event_christmas_20251222,SpecificStageClearCount,stage_christmas_story_01,1,__NULL__,,0,,event_christmas_reward_15,15,__NULL__,StageSelect,ストーリークエスト「スレイブの誕生」をクリアしよう
e,event_christmas_mission_16,1,event_christmas_20251222,SpecificStageClearCount,stage_christmas_story_08,1,__NULL__,,0,,event_christmas_reward_16,16,__NULL__,StageSelect,ストーリークエスト「隠れ里の戦い」をクリアしよう
e,event_christmas_mission_17,1,event_christmas_20251222,SpecificStageClearCount,stage_christmas_challenge_all,1,__NULL__,,0,,event_christmas_reward_17,17,__NULL__,StageSelect,チャレンジクエスト「魔都防衛隊」をクリアしよう
e,event_christmas_mission_18,1,event_christmas_20251222,SpecificStageClearCount,stage_christmas_hard_03,1,__NULL__,,0,,event_christmas_reward_18,18,__NULL__,StageSelect,高難易度「スレイブと組長」をクリアしよう
e,event_christmas_mission_19,1,event_christmas_20251222,DefeatEnemyCount,,10,__NULL__,,0,,event_christmas_reward_19,19,__NULL__,StageSelect,ファントムを10体撃破しよう
e,event_christmas_mission_20,1,event_christmas_20251222,DefeatEnemyCount,,20,__NULL__,,0,,event_christmas_reward_20,20,__NULL__,StageSelect,ファントムを20体撃破しよう
e,event_christmas_mission_21,1,event_christmas_20251222,DefeatEnemyCount,,30,__NULL__,,0,,event_christmas_reward_21,21,__NULL__,StageSelect,ファントムを30体撃破しよう
e,event_christmas_mission_22,1,event_christmas_20251222,DefeatEnemyCount,,40,__NULL__,,0,,event_christmas_reward_22,22,__NULL__,StageSelect,ファントムを40体撃破しよう
e,event_christmas_mission_23,1,event_christmas_20251222,DefeatEnemyCount,,50,__NULL__,,0,,event_christmas_reward_23,23,__NULL__,StageSelect,ファントムを50体撃破しよう
e,event_christmas_mission_24,1,event_christmas_20251222,DefeatEnemyCount,,100,__NULL__,,0,,event_christmas_reward_24,24,__NULL__,StageSelect,ファントムを100体撃破しよう
e,advent_battle_christmas_mission_01,1,event_christmas_20251222,AdventBattleChallengeCount,advent_battle_christmas_20251222,5,__NULL__,,0,,advent_battle_christmas_reward_01,25,AdventBattle,AdventBattle,降臨バトル「魔防隊と戦う者」に5回挑戦しよう!
e,advent_battle_christmas_mission_02,1,event_christmas_20251222,AdventBattleChallengeCount,advent_battle_christmas_20251222,10,__NULL__,,0,,advent_battle_christmas_reward_02,26,AdventBattle,AdventBattle,降臨バトル「魔防隊と戦う者」に10回挑戦しよう!
e,advent_battle_christmas_mission_03,1,event_christmas_20251222,AdventBattleChallengeCount,advent_battle_christmas_20251222,20,__NULL__,,0,,advent_battle_christmas_reward_03,27,AdventBattle,AdventBattle,降臨バトル「魔防隊と戦う者」に20回挑戦しよう!
e,advent_battle_christmas_mission_04,1,event_christmas_20251222,AdventBattleChallengeCount,advent_battle_christmas_20251222,30,__NULL__,,0,,advent_battle_christmas_reward_04,28,AdventBattle,AdventBattle,降臨バトル「魔防隊と戦う者」に30回挑戦しよう!
