ENABLE,id,mst_page_id,row,height,koma_line_layout_asset_key,koma1_asset_key,koma1_width,koma1_back_ground_offset,koma1_effect_type,koma1_effect_parameter1,koma1_effect_parameter2,koma1_effect_target_side,koma1_effect_target_colors,koma1_effect_target_roles,koma2_asset_key,koma2_width,koma2_back_ground_offset,koma2_effect_type,koma2_effect_parameter1,koma2_effect_parameter2,koma2_effect_target_side,koma2_effect_target_colors,koma2_effect_target_roles,koma3_asset_key,koma3_width,koma3_back_ground_offset,koma3_effect_type,koma3_effect_parameter1,koma3_effect_parameter2,koma3_effect_target_side,koma3_effect_target_colors,koma3_effect_target_roles,koma4_asset_key,koma4_width,koma4_back_ground_offset,koma4_effect_type,koma4_effect_parameter1,koma4_effect_parameter2,koma4_effect_target_side,koma4_effect_target_colors,koma4_effect_target_roles,release_key
e,pvp_sur_01_1,pvp_sur_01,1,0.55,8,sur_00001,0.5,-1,None,0,0,All,All,All,sur_00001,0.25,-1,AttackPowerDown,30,0,All,All,All,sur_00001,0.25,-1,AttackPowerDown,30,0,All,All,All,,,__NULL__,None,,,__NULL__,,,202512010
e,pvp_sur_01_2,pvp_sur_01,2,0.55,6,sur_00001,0.5,-1,AttackPowerDown,30,0,All,All,All,sur_00001,0.5,-1,None,0,0,All,All,All,,,__NULL__,None,,,__NULL__,,,,,__NULL__,None,,,__NULL__,,,202512010
e,pvp_sur_01_3,pvp_sur_01,3,0.55,6,sur_00001,0.5,-1,None,0,0,All,All,All,sur_00001,0.5,-1,AttackPowerDown,30,0,All,All,All,,,__NULL__,None,,,__NULL__,,,,,__NULL__,None,,,__NULL__,,,202512010
e,pvp_sur_01_4,pvp_sur_01,4,0.55,10,sur_00001,0.25,-1,AttackPowerDown,30,0,All,All,All,sur_00001,0.25,-1,AttackPowerDown,30,0,All,All,All,sur_00001,0.5,-1,None,0,0,All,All,All,,,__NULL__,None,,,__NULL__,,,202512010
e,pvp_sur_02_1,pvp_sur_02,1,0.55,4,sur_00001,0.75,-1,None,0,0,All,All,All,sur_00001,0.25,-1,Poison,150,3,All,All,All,,,__NULL__,None,,,__NULL__,,,,,__NULL__,None,,,__NULL__,,,202512010
e,pvp_sur_02_2,pvp_sur_02,2,0.55,9,sur_00001,0.25,-1,Poison,150,3,All,All,All,sur_00001,0.5,-1,None,0,0,All,All,All,sur_00001,0.25,-1,Poison,150,3,All,All,All,,,__NULL__,None,,,__NULL__,,,202512010
e,pvp_sur_02_3,pvp_sur_02,3,0.55,9,sur_00001,0.25,-1,Poison,150,3,All,All,All,sur_00001,0.5,-1,None,0,0,All,All,All,sur_00001,0.25,-1,Poison,150,3,All,All,All,,,__NULL__,None,,,__NULL__,,,202512010
e,pvp_sur_02_4,pvp_sur_02,4,0.55,5,sur_00001,0.25,-1,Poison,150,3,All,All,All,sur_00001,0.75,-1,None,0,0,All,All,All,,,__NULL__,None,,,__NULL__,,,,,__NULL__,None,,,__NULL__,,,202512010
e,event_sur1_1day_00001_1,event_sur1_1day_00001,1,0.55,5,sur_00003,0.25,-1,None,0,0,All,All,All,sur_00003,0.75,-1,None,0,0,All,All,All,,,__NULL__,None,,,__NULL__,,,,,__NULL__,None,,,__NULL__,,,202512010
e,event_sur1_1day_00001_2,event_sur1_1day_00001,2,0.55,7,sur_00003,0.33,-1,None,0,0,All,All,All,sur_00003,0.34,-1,None,0,0,All,All,All,sur_00003,0.33,-1,None,0,0,All,All,All,,,__NULL__,None,,,__NULL__,,,202512010
