ENABLE,id,mst_stage_id,reset_type,clearable_count,ad_challenge_count,mst_stage_rule_group_id,start_at,end_at,release_key,background_asset_key
e,121,event_sur1_1day_00001,Daily,1,0,__NULL__,"2025-12-08 15:00:00","2025-12-31 23:59:59",202512010,sur_00003
e,122,event_sur1_charaget01_00001,__NULL__,,0,__NULL__,"2025-12-08 15:00:00","2026-01-16 10:59:59",202512010,sur_00001
e,123,event_sur1_charaget01_00002,__NULL__,,0,__NULL__,"2025-12-08 15:00:00","2026-01-16 10:59:59",202512010,sur_00001
e,124,event_sur1_charaget01_00003,__NULL__,,0,__NULL__,"2025-12-08 15:00:00","2026-01-16 10:59:59",202512010,sur_00001
e,125,event_sur1_charaget01_00004,__NULL__,,0,__NULL__,"2025-12-08 15:00:00","2026-01-16 10:59:59",202512010,sur_00001
e,126,event_sur1_charaget01_00005,__NULL__,,0,__NULL__,"2025-12-08 15:00:00","2026-01-16 10:59:59",202512010,sur_00001
e,127,event_sur1_charaget01_00006,__NULL__,,0,__NULL__,"2025-12-08 15:00:00","2026-01-16 10:59:59",202512010,sur_00001
e,128,event_sur1_charaget01_00007,__NULL__,,0,__NULL__,"2025-12-08 15:00:00","2026-01-16 10:59:59",202512010,sur_00001
e,129,event_sur1_charaget01_00008,__NULL__,,0,__NULL__,"2025-12-08 15:00:00","2026-01-16 10:59:59",202512010,sur_00001
e,130,event_sur1_savage_00001,__NULL__,,0,__NULL__,"2025-12-08 15:00:00","2026-01-16 10:59:59",202512010,sur_00001
e,131,event_sur1_savage_00002,__NULL__,,0,__NULL__,"2025-12-08 15:00:00","2026-01-16 10:59:59",202512010,sur_00001
e,132,event_sur1_savage_00003,__NULL__,,0,__NULL__,"2025-12-08 15:00:00","2026-01-16 10:59:59",202512010,sur_00001
e,133,event_sur1_charaget02_00001,__NULL__,,0,__NULL__,"2025-12-15 15:00:00","2026-01-16 10:59:59",202512010,sur_00002
e,134,event_sur1_charaget02_00002,__NULL__,,0,__NULL__,"2025-12-15 15:00:00","2026-01-16 10:59:59",202512010,sur_00002
e,135,event_sur1_charaget02_00003,__NULL__,,0,__NULL__,"2025-12-15 15:00:00","2026-01-16 10:59:59",202512010,sur_00002
e,136,event_sur1_charaget02_00004,__NULL__,,0,__NULL__,"2025-12-15 15:00:00","2026-01-16 10:59:59",202512010,sur_00002
e,137,event_sur1_charaget02_00005,__NULL__,,0,__NULL__,"2025-12-15 15:00:00","2026-01-16 10:59:59",202512010,sur_00002
e,138,event_sur1_charaget02_00006,__NULL__,,0,__NULL__,"2025-12-15 15:00:00","2026-01-16 10:59:59",202512010,sur_00002
e,139,event_sur1_charaget02_00007,__NULL__,,0,__NULL__,"2025-12-15 15:00:00","2026-01-16 10:59:59",202512010,sur_00002
e,140,event_sur1_charaget02_00008,__NULL__,,0,__NULL__,"2025-12-15 15:00:00","2026-01-16 10:59:59",202512010,sur_00002
e,141,event_sur1_challenge01_00001,__NULL__,,0,__NULL__,"2025-12-08 15:00:00","2026-01-16 10:59:59",202512010,sur_00001
e,142,event_sur1_challenge01_00002,__NULL__,,0,__NULL__,"2025-12-08 15:00:00","2026-01-16 10:59:59",202512010,sur_00001
e,143,event_sur1_challenge01_00003,__NULL__,,0,__NULL__,"2025-12-08 15:00:00","2026-01-16 10:59:59",202512010,sur_00001
e,144,event_sur1_challenge01_00004,__NULL__,,0,__NULL__,"2025-12-08 15:00:00","2026-01-16 10:59:59",202512010,sur_00001
