,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,■基礎設計,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,■シミュレーション,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,検索用,,,,,,,,,,,,,,,,,,,,,,,
,特筆事項,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,実装日,,,,,,,,,,,,Lv,,基礎HP,基礎ATK,Rnk込星1HP,Rnk込星1ATK,星2HP,星3HP,星4HP,星5HP,星6HP,星7HP,星8HP,星9HP,星10HP,星2ATK,星3ATK,星4ATK,星5ATK,星6ATK,星7ATK,星8ATK,星9ATK,星10ATK
,"【キャラコンセプト】
　・次世代属性キラーアタッカー(赤属性)
　　旧世代(いま)：属性噛み合えば高火力！属性噛み合わないと相対的に普段使い「×」
　　次世代：属性噛み合えば超高火力！属性噛み合わなくても普段使い「△」

【コスト】
　・中コスト高め(735)
　　└青属性の「保科 宗四郎(700)」〜 (市川レノ:845) 〜「ミナ(975)」まで、攻撃陣がいないため、青属性アタックキャラ分布に対するバランス調整。
　　└ハーフアニバで実装となる「山城恋」の実験用布石。(設計時に確度の高いコスト設計・調整をするため)
　　※コスト分布として反応良さそうであれば、満を持して高コスにする。微妙であれば中コス、低コスを検討。

【その他】
　・赤属性キラー既存キャラ：パワー(範囲小)のみ。
　※次世代とはいえ、レアリティ的にパワーよりはキラー火力は低い",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-02-02 15:00:00,,,,,,,,,,,,1,,1770,1910,1770,1910,1858,1893,1947,1982,1982,1982,1982,1982,1982,2005,2043,2101,2139,2139,2139,2139,2139,2139
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,デプロイ,,,,,,,,,,,,※少数切り上げ,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,幼稚園WARS いいジャン祭,,,,,,,,,,,,Lv,Rnk,基礎HP,基礎ATK,Rnk込星1HP,Rnk込星1ATK,星2HP,星3HP,星4HP,星5HP,星6HP,星7HP,星8HP,星9HP,星10HP,星2ATK,星3ATK,星4ATK,星5ATK,星6ATK,星7ATK,星8ATK,星9ATK,星10ATK
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,基礎情報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,消さないで,,,,,1,0,1770,1910,1770,1910,1858,1893,1947,1982,1982,1982,1982,1982,1982,2005,2043,2101,2139,2139,2139,2139,2139,2139
,キャラ_ID,,,,キャラクター名,,,,,,,,作品名,,,,,,,,,,,,,,,,,,,,,,,,,,,,DropSR,,,,,2,0,1834,1979,1834,1979,1925,1962,2017,2054,2054,2054,2054,2054,2054,2077,2117,2176,2216,2216,2216,2216,2216,2216
,chara_you_00301,,,,ハナ,,,,,,,,幼稚園WARS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,1908,2059,1908,2059,2003,2041,2098,2136,2136,2136,2136,2136,2136,2161,2203,2264,2306,2306,2306,2306,2306,2306
