シート名,id,sequence_set_id,sequence_group_id,sequence_element_id,priority_sequence_element_id,condition_type,condition_value,action_type,action_value,action_value2,summon_count,summon_interval,summon_animation_type,summon_position,move_start_condition_type,move_start_condition_value,move_stop_condition_type,move_stop_condition_value,move_restart_condition_type,move_restart_condition_value,move_loop_count,is_summon_unit_outpost_damage_invalidation,last_boss_trigger,aura_type,death_type,enemy_hp_coef,enemy_attack_coef,enemy_speed_coef,override_drop_battle_point,defeated_score,action_delay,deactivation_condition_type,deactivation_condition_value,release_key
6話,,event_you1_charaget02_00006,,1,,ElapsedTime,350,SummonEnemy,e_you_00001_you1_charaget02_Normal_Red,,99,4700,None,,None,,None,,None,,,FALSE,,Default,Normal,26,2.26,1,,0,,None,,202602010
6話,,event_you1_charaget02_00006,,2,,ElapsedTime,370,SummonEnemy,e_you_00001_you1_charaget02_Normal_Red,,1,1500,None,,None,,None,,None,,,FALSE,,Default,Normal,26,2.26,1,,0,,None,,202602010
6話,,event_you1_charaget02_00006,,3,,ElapsedTime,2000,SummonEnemy,e_you_00001_you1_charaget02_Normal_Red,,3,3000,None,,None,,None,,None,,,FALSE,,Default,Normal,26,2.26,1,,0,,None,,202602010
6話,,event_you1_charaget02_00006,,4,,ElapsedTime,400,SummonEnemy,e_you_00101_you1_charaget02_Normal_Red,,2,1100,None,,None,,None,,None,,,FALSE,,Default,Normal,8.4,4.13,1,,0,,None,,202602010
6話,,event_you1_charaget02_00006,,5,,ElapsedTime,420,SummonEnemy,e_you_00101_you1_charaget02_Normal_Red,,4,2800,None,,None,,None,,None,,,FALSE,,Default,Normal,8.4,4.13,1,,0,,None,,202602010
6話,,event_you1_charaget02_00006,,6,,ElapsedTime,440,SummonEnemy,e_you_00101_you1_charaget02_Normal_Red,,99,2900,None,,None,,None,,None,,,FALSE,,Default,Normal,8.4,4.13,1,,0,,None,,202602010
6話,,event_you1_charaget02_00006,,groupchange_w1,,OutpostHpPercentage,70,SwitchSequenceGroup,w1,,1,0,None,,None,,None,,None,,,FALSE,,Default,Normal,1,1,1,,0,,None,,202602010
6話,,event_you1_charaget02_00006,w1,w1_1,,ElapsedTimeSinceSequenceGroupActivated,330,SummonEnemy,c_you_00001_you1_charaget02_Boss_Red,,1,0,None,,None,,None,,None,,,FALSE,,Boss,Normal,17,1.5,1,,0,,None,,202602010
6話,,event_you1_charaget02_00006,w1,w1_2,,ElapsedTimeSinceSequenceGroupActivated,800,SummonEnemy,c_you_00201_you1_charaget02_Boss_Red,,1,0,None,,None,,None,,None,,,FALSE,,Boss,Normal,13,1.88,1,,0,,None,,202602010
6話,,event_you1_charaget02_00006,w1,w1_3,,ElapsedTimeSinceSequenceGroupActivated,5,SummonEnemy,c_you_00301_you1_charaget02_Boss_Red,,1,0,None,,None,,None,,None,,,FALSE,,Boss,Normal,9,1.32,1,,0,,None,,202602010
6話,,event_you1_charaget02_00006,w1,w1_4,,OutpostHpPercentage,30,SummonEnemy,e_you_00001_you1_charaget02_Normal_Red,,4,2000,None,,None,,None,,None,,,FALSE,,Default,Normal,26,2.26,1,,0,,None,,202602010
6話,,event_you1_charaget02_00006,w1,w1_5,,FriendUnitSummoned,w1_4,SummonEnemy,e_you_00001_you1_charaget02_Normal_Red,,4,2400,None,,None,,None,,None,,,FALSE,,Default,Normal,26,2.26,1,,0,,None,,202602010
6話,,event_you1_charaget02_00006,w1,w1_6,,FriendUnitSummoned,w1_4,SummonEnemy,e_you_00101_you1_charaget02_Normal_Red,,4,330,None,,None,,None,,None,,,FALSE,,Default,Normal,8.4,4.13,1,,0,,None,,202602010
6話,,event_you1_charaget02_00006,w1,w1_7,,FriendUnitSummoned,w1_4,SummonEnemy,e_you_00101_you1_charaget02_Normal_Red,,99,1600,None,,None,,None,,None,,,FALSE,,Default,Normal,8.4,4.13,1,,0,,None,,202602010
6話,,event_you1_charaget02_00006,w1,w1_8,,FriendUnitSummoned,w1_4,SummonEnemy,e_you_00101_you1_charaget02_Normal_Red,,99,2400,None,,None,,None,,None,,,FALSE,,Default,Normal,8.4,4.13,1,,0,,None,,202602010
6話,,event_you1_charaget02_00006,w1,w1_9,,FriendUnitSummoned,w1_4,SummonEnemy,e_you_00101_you1_charaget02_Normal_Red,,99,2900,None,,None,,None,,None,,,FALSE,,Default,Normal,8.4,4.13,1,,0,,None,,202602010
5話,,event_you1_charaget02_00005,,1,,ElapsedTime,300,SummonEnemy,e_you_00001_you1_charaget02_Normal_Red,,1,2250,None,,None,,None,,None,,,FALSE,,Default,Normal,28,1.97,1,,0,,None,,202602010
5話,,event_you1_charaget02_00005,,2,,ElapsedTime,310,SummonEnemy,e_you_00101_you1_charaget02_Normal_Red,,1,1000,None,,None,,None,,None,,,FALSE,,Default,Normal,8.4,4.13,1,,0,,None,,202602010
5話,,event_you1_charaget02_00005,,3,,ElapsedTime,2250,SummonEnemy,c_you_00301_you1_charaget02_Boss_Red,,1,0,None,,None,,None,,None,,,FALSE,,Boss,Normal,6.5,0.7,1,,0,,None,,202602010
5話,,event_you1_charaget02_00005,,4,,FriendUnitDead,6,SummonEnemy,e_you_00001_you1_charaget02_Normal_Red,,99,3000,None,,None,,None,,None,,,FALSE,,Default,Normal,28,1.97,1,,0,,None,,202602010
5話,,event_you1_charaget02_00005,,5,,FriendUnitDead,6,SummonEnemy,e_you_00101_you1_charaget02_Normal_Red,,99,1250,None,,None,,None,,None,,,FALSE,,Default,Normal,8.4,4.12,1,,0,,None,,202602010
5話,,event_you1_charaget02_00005,,6,,ElapsedTime,1100,SummonEnemy,c_you_00001_you1_charaget02_Boss_Red,,1,0,None,,None,,None,,None,,,FALSE,,Boss,Normal,8,0.75,1,,0,,None,,202602010
4話,,event_you1_charaget02_00004,,1,,ElapsedTime,300,SummonEnemy,e_you_00001_you1_charaget02_Normal_Red,,99,2250,None,,None,,None,,None,,,FALSE,,Default,Normal,19,1.88,1,,0,,None,,202602010
4話,,event_you1_charaget02_00004,,2,,ElapsedTime,310,SummonEnemy,e_you_00101_you1_charaget02_Normal_Red,,99,2400,None,,None,,None,,None,,,FALSE,,Default,Normal,8.4,3.3,1,,0,,None,,202602010
4話,,event_you1_charaget02_00004,,3,,ElapsedTime,1350,SummonEnemy,c_you_00301_you1_charaget02_Boss_Red,,1,1,None,,None,,None,,None,,,FALSE,,Boss,Normal,8.4,0.52,1,,0,,None,,202602010
4話,,event_you1_charaget02_00004,,4,,ElapsedTime,2550,SummonEnemy,e_you_00001_you1_charaget02_Normal_Red,,5,4500,None,,None,,None,,None,,,FALSE,,Default,Normal,19,1.88,1,,0,,None,,202602010
4話,,event_you1_charaget02_00004,,5,,FriendUnitDead,3,SummonEnemy,e_you_00101_you1_charaget02_Normal_Red,,4,20,None,,None,,None,,None,,,FALSE,,Default,Normal,8.4,3.3,1,,0,,None,,202602010
3話,,event_you1_charaget02_00003,,1,,ElapsedTime,200,SummonEnemy,e_you_00001_you1_charaget02_Normal_Red,,99,1975,None,,None,,None,,None,,,FALSE,,Default,Normal,15,1.32,1,,0,,None,,202602010
3話,,event_you1_charaget02_00003,,2,,ElapsedTime,400,SummonEnemy,e_you_00101_you1_charaget02_Normal_Red,,99,1000,None,,None,,None,,None,,,FALSE,,Default,Normal,6.7,2.82,1,,0,,None,,202602010
3話,,event_you1_charaget02_00003,,3,,FriendUnitDead,1,SummonEnemy,e_you_00001_you1_charaget02_Normal_Red,,2,500,None,,None,,None,,None,,,FALSE,,Default,Normal,15,1.32,1,,0,,None,,202602010
3話,,event_you1_charaget02_00003,,4,,FriendUnitDead,1,SummonEnemy,e_you_00101_you1_charaget02_Normal_Red,,3,1500,None,,None,,None,,None,,,FALSE,,Default,Normal,6.7,2.82,1,,0,250,None,,202602010
3話,,event_you1_charaget02_00003,,5,,FriendUnitDead,1,SummonEnemy,e_you_00101_you1_charaget02_Normal_Red,,3,2000,None,,None,,None,,None,,,FALSE,,Default,Normal,6.7,2.82,1,,0,400,None,,202602010
2話,,event_you1_charaget02_00002,,1,,ElapsedTime,250,SummonEnemy,e_you_00101_you1_charaget02_Normal_Red,,99,980,None,,None,,None,,None,,,FALSE,,Default,Normal,6.7,2.63,1,,0,,None,,202602010
2話,,event_you1_charaget02_00002,,2,,ElapsedTime,600,SummonEnemy,e_you_00101_you1_charaget02_Normal_Red,,99,980,None,,None,,None,,None,,,FALSE,,Default,Normal,6.7,2.63,1,,0,,None,,202602010
2話,,event_you1_charaget02_00002,,3,,ElapsedTime,1600,SummonEnemy,e_you_00101_you1_charaget02_Normal_Red,,2,1200,None,,None,,None,,None,,,FALSE,,Default,Normal,6.7,2.63,1,,0,,None,,202602010
1話,,event_you1_charaget02_00001,,1,,ElapsedTime,200,SummonEnemy,c_you_00301_you1_charaget02_Normal_Red,,1,0,None,,None,,None,,None,,,FALSE,,Default,Normal,20,3.27,1,,0,,None,,202602010
