,ダミーユーザー一覧,,,,,,,,,,,,,
,▼ダミーユーザーについて,,,,,,,,,,,,,
,・マッチングで対戦プレイヤーが見つからない場合に登場する対戦相手です。,,,,,,,,,,,,,
,・設定されたランクでのマッチングにしか登場しません。,,,,,,,,,,,,,
,　・ブロンズ0のダミーはブロンズ0のプレイヤーの対戦相手にしか登場しません。,,,,,,,,,,,,,
,・ダミーの所持ポイントとランクエンブレムの表示は、プレイヤーの所持ポイントに応じて変動します。,,,,,,,,,,,,,
,　・格上、同格、格下の区分ごとに、マッチング設定の範囲内に収まるように自動計算されます。,,,,,,,,,,,,,
,・ダミー戦で獲得できる対戦相手ボーナスは必ず「格下」になります。,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,◆202509010〜,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,ランク,ダミーID,ユーザー名,matching_type,リーダーアイコン,エンブレム,キャラ ID,キャラ名,キャラLv,ランク,グレード,ゲート強化項目,mst_outpost_enhancement_id,強化Lv
,ブロンズ0,bronze_0_user1,リーダー0001,格下（Lower）,<黄昏> ロイド,なし,chara_spy_00101,<黄昏> ロイド,2,0,1,,#N/A,
,,,,,,,chara_aha_00101,阿波連 れいな,1,0,1,,#N/A,
,,,,,,,chara_bat_00101,要 圭,1,0,1,,#N/A,
,,,,,,,chara_gom_00101,トーチャー・トルチュール,1,0,1,,#N/A,
,,,,,,,chara_aka_00001,佐々木,1,0,1,,#N/A,
,,,,,,,,#N/A,1,0,1,,#N/A,
,,,,,,,,#N/A,1,0,1,,#N/A,
,,,,,,,,#N/A,1,0,1,,#N/A,
,,,,,,,,#N/A,1,0,1,,#N/A,
,,,,,,,,#N/A,1,0,1,,#N/A,
,ブロンズ0,bronze_0_user2,リーダー0002,格下（Lower）,がらんの画眉丸,なし,chara_jig_00001,がらんの画眉丸,2,0,1,,#N/A,
,,,,,,,chara_bat_00001,清峰 葉流火,1,0,1,,#N/A,
,,,,,,,chara_bat_00101,要 圭,1,0,1,,#N/A,
,,,,,,,chara_mag_00101,越谷 仁美,1,0,1,,#N/A,
,,,,,,,chara_rik_00001,リコピン,1,0,1,,#N/A,
,,,,,,,,#N/A,1,0,1,,#N/A,
,,,,,,,,#N/A,1,0,1,,#N/A,
