,シーズン設定,,,,,,,,,,
,▼シーズン設定について,,,,,,,,,,
,・毎週、月曜12:00〜日曜23:59までを1シーズンとして扱います。,,,,,,,,,,
,・シーズンごとに、報酬やステージを変更できます。,,,,,,,,,,
,・シーズン専用設定がない期間は、「デフォルト(default_pvp)」が反映されます。,,,,,,,,,,
,,,,,,,,,,,
,開始日,終了日,同時開催イベント,リリースキー,ランキング開催,シーズン専用ランキング報酬,シーズン専用ランク報酬,シーズン専用ステージ,開始時リーダーP,シーズン詳細参照先シート名,備考
,default_pvp,default_pvp,,202509010,あり,default_pvp,default_pvp,default_pvp,,default_pvp,"基本の設定。
・挑戦回数10回、チケット10回
・ランキングあり、全ランク帯がランキング参加
・ステージ3段、コマ効果なし"
,2025/9/22,2025/9/28,・怪獣8号,202509010,あり,なし,なし,あり,200,怪獣8号ランクマ,
,2025/9/29,2025/10/5,・怪獣8号,202509010,あり,なし,なし,あり,200,怪獣8号ランクマ,
,2025/10/6,2025/10/12,・SPY×FAMILY,202510010,あり,なし,なし,あり,200,SPYランクマ,攻撃UPコマ
,2025/10/13,2025/10/19,・SPY×FAMILY,202510010,あり,なし,なし,あり,200,SPYランクマ,攻撃UPコマ
,2025/10/20,2025/10/26,"・SPY×FAMILY
・ダンダダン、10/22(水)〜",202510010,あり,なし,なし,あり,200,ダンダダンランクマ,攻撃DOWNコマ
,2025/10/27,2025/11/2,・ダンダダン,202510020,あり,なし,なし,あり,200,ダンダダンランクマ,攻撃DOWNコマ
,2025/11/3,2025/11/9,"・ダンダダン
・マジルミエ、11/6(木)~",データ設定無し,あり,なし,なし,なし,200,default_pvp,
,2025/11/10,2025/11/16,・マジルミエ,202511010,あり,なし,なし,あり,1000,マジルミエランクマ(1.2.0),"ダメージコマ
特別ルール（リーダーP1,000）(v.1.2.0)"
,2025/11/17,2025/11/23,・マジルミエ,202511015,あり,なし,なし,あり,1000,マジルミエランクマ(1.2.0),"ダメージコマ
特別ルール（リーダーP1,000）
New敗北ポイント計算(v1.2.1)"
,2025/11/24,2025/11/30,・にごりり、11/25(火)~,202511020,あり,なし,なし,あり,200,にごりりランクマ(v1.3.0),"やけどコマ(v1.3.0)
→突風コマ"
,2025/12/1,2025/12/7,・にごりり,202511020,あり,なし,なし,あり,1000,にごりりランクマ,"コマ効果無し
特別ルール（体力2倍＆リーダーP1,000）"
,2025/12/8,2025/12/14,"・にごりり
・スレイブ、12/8(月)~",202512010,あり,なし,なし,あり,1000,スレイブランクマ,"攻撃DOWNコマ
4段ステージ
特別ルール（体力2倍＆リーダーP1,000）
累計ポイント報酬開始(v1.3.1)"
,2025/12/15,2025/12/21,・スレイブ,202512010,あり,なし,なし,あり,1000,スレイブランクマ,"毒コマ
4段ステージ
特別ルール（リーダーP1,000）"
,2025/12/22,2025/12/28,"・スレイブ
・クリスマス、12/22(月)",202512015,あり,なし,なし,あり,1000,クリスマスランクマ,"コマ効果無し
特別ルール（体力3倍＆リーダーP1,000）"
,2025/12/29,2026/1/4,"・スレイブ
・推しの子、1/1(木)",202512015,あり,なし,なし,あり,1000,クリスマスランクマ,"コマ効果無し
特別ルール（体力3倍＆リーダーP1,000）"
,2026/1/5,2026/1/11,・推しの子,202512020,あり,なし,なし,あり,1000,推しの子ランクマ,"コマ効果無し
特別ルール（体力3倍＆リーダーP1,000）"
,2026/1/12,2026/1/18,"・推しの子
・地獄楽、1/16(金)",202512020,あり,なし,なし,あり,1000,推しの子ランクマ,"コマ効果無し
特別ルール（体力3倍＆リーダーP1,000）"
,2026/1/19,2026/1/25,・地獄楽,202601010,あり,なし,なし,あり,1000,地獄楽ランクマ,"v1.4.1
毒コマ
特別ルール（体力3倍＆リーダーP1,000）"
,2026/1/26,2026/2/1,・地獄楽,202601010,あり,なし,なし,あり,1000,地獄楽ランクマ,"突風コマ
特別ルール（体力3倍＆リーダーP1,000）"
,2026/2/2,2026/2/8,・幼稚園WARS  2/2(月),202602010,あり,なし,なし,あり,1000,幼稚園WARSランクマ,"v1.5.0
攻撃DOWNコマ
特別ルール（体力3倍＆リーダーP1,000）"
,2026/2/9,2026/2/15,・幼稚園WARS,202602010,あり,なし,なし,あり,1000,幼稚園WARSランクマ,"ダメージコマ
特別ルール（体力3倍＆リーダーP1,000）"
,2026/2/16,2026/2/22,・100カノ 2/16(月),202602020,あり,なし,なし,あり,1000,100カノランクマ,"v1.5.1
突風コマ
特別ルール（体力3倍＆リーダーP1,000）"
,2026/2/23,2026/3/1,・100カノ,202602020,あり,なし,なし,あり,1000,100カノランクマ,"攻撃DOWNコマ
特別ルール（体力3倍＆リーダーP1,000）"
,2026/3/2,2026/3/8,・ふつうの軽音部 3/2(月),202603010,あり,なし,なし,あり,1000,ふつうの軽音部ランクマ,"コマ効果無し
特別ルール（体力3倍＆リーダーP1,000）"
,2026/3/9,2026/3/15,"・ふつうの軽音部
・ホワイトデー商材 3/10",202603010,あり,なし,なし,あり,1000,ふつうの軽音部ランクマ,"攻撃UPコマ
特別ルール（体力3倍＆リーダーP1,000）"
,2026/3/16,2026/3/22,"ハニバ祭
┗ハイパーインフレーション
┗ゲーミングお嬢様
┗アラガネの子",202603020,あり,なし,なし,あり,1000,,"v1.6.0
コマ効果無し
特別ルール（体力3倍＆リーダーP1,000）"
,2026/3/23,2026/3/29,ハニバ祭,202603020,あり,なし,なし,あり,1000,,"コマ効果無し
特別ルール（体力3倍＆リーダーP1,000）"
,2026/3/30,2026/4/5,ハニバ祭,202603020,あり,なし,なし,あり,1000,,"コマ効果無し
特別ルール（体力3倍＆リーダーP1,000）"
,2026/4/6,2026/4/12,ハニバ祭,202603020,あり,なし,なし,あり,1000,,"コマ効果無し
特別ルール（体力3倍＆リーダーP1,000）"
,2026/4/13,2026/4/19,"ハニバ祭
・あやトラ 4/17(金)",202604010,あり,なし,なし,あり,1000,,v1.6.1
,2026/4/20,2026/4/26,,,あり,なし,なし,あり,,,
