ENABLE,id,sequence_set_id,sequence_group_id,sequence_element_id,priority_sequence_element_id,condition_type,condition_value,action_type,action_value,action_value2,summon_count,summon_interval,summon_animation_type,summon_position,move_start_condition_type,move_start_condition_value,move_stop_condition_type,move_stop_condition_value,move_restart_condition_type,move_restart_condition_value,move_loop_count,is_summon_unit_outpost_damage_invalidation,last_boss_trigger,aura_type,death_type,enemy_hp_coef,enemy_attack_coef,enemy_speed_coef,override_drop_battle_point,defeated_score,action_delay,deactivation_condition_type,deactivation_condition_value,release_key
e,dungeon_spy1_challenge01_00005_1,dungeon_spy1_challenge01_00005,,1,,ElapsedTime,200,SummonEnemy,e_spy_00001_spy1challenge_Normal_Green,,5,500,,,,,,,,,,,,Default,,3,1,1,,,,,,999999999
e,dungeon_spy1_challenge01_00005_2,dungeon_spy1_challenge01_00005,,2,,ElapsedTime,1500,SummonEnemy,e_spy_00001_spy1challenge_Normal_Green,,10,300,,,,,,,,,,,,Default,,3,1,1,,,,,,999999999
e,dungeon_spy1_challenge01_00005_3,dungeon_spy1_challenge01_00005,,3,,EnterTargetKomaIndex,1,SummonEnemy,e_spy_00001_spy1challenge_Normal_Green,,5,400,,,,,,,,,,,,Default,,3,1,1,,,,,,999999999
e,dungeon_spy1_challenge01_00005_4,dungeon_spy1_challenge01_00005,,4,,FriendUnitDead,5,SummonEnemy,e_spy_00001_spy1challenge_Normal_Blue,,8,500,,,,,,,,,,,,Default,,4,1,1,,,,,,999999999
e,dungeon_spy1_challenge01_00005_5,dungeon_spy1_challenge01_00005,,5,,FriendUnitDead,10,SummonEnemy,e_spy_00001_spy1challenge_Normal_Green,,10,300,,,,,,,,,,,,Default,,5,1,1,,,,,,999999999
e,dungeon_spy1_challenge02_00001_1,dungeon_spy1_challenge02_00001,,1,,ElapsedTime,100,SummonEnemy,e_spy_00001_spy1challenge_Normal_Green,,1,,,,,,,,,,,,,Default,,0.1,1,1,1400,,,,,999999999
e,dungeon_spy1_challenge02_00001_groupchange_1,dungeon_spy1_challenge02_00001,,groupchange_1,,FriendUnitDead,1,SwitchSequenceGroup,w1,,,,,,,,,,,,,,,,,,,,,,,,,999999999
e,dungeon_spy1_challenge02_00001_11,dungeon_spy1_challenge02_00001,w1,11,,ElapsedTimeSinceSequenceGroupActivated,5,SummonEnemy,e_spy_00001_spy1challenge_Normal_Green,,3,400,,,,,,,,,,,,Default,,8,1.2,1,,,,,,999999999
e,dungeon_spy1_challenge02_00001_12,dungeon_spy1_challenge02_00001,w1,12,,ElapsedTimeSinceSequenceGroupActivated,1000,SummonEnemy,e_spy_00001_spy1challenge_Normal_Blue,,3,600,,,,,,,,,,,,Default,,10,1.2,1,,,,,,999999999
e,dungeon_spy1_challenge02_00001_groupchange_2,dungeon_spy1_challenge02_00001,w1,groupchange_2,,FriendUnitDead,5,SwitchSequenceGroup,w2,,,,,,,,,,,,,,,,,,,,,,,,,999999999
