ENABLE,release_key,id,mst_attack_id,sort_order,attack_delay,attack_type,range_start_type,range_start_parameter,range_end_type,range_end_parameter,max_target_count,target,target_type,target_colors,target_roles,damage_type,hit_type,hit_parameter1,hit_parameter2,hit_effect_id,is_hit_stop,probability,power_parameter_type,power_parameter,effect_type,effective_count,effective_duration,effect_parameter
e,202511010,chara_mag_00201_Normal_00000,chara_mag_00201_Normal_00000,1,0,Direct,Distance,0,Distance,0.5,1,Foe,All,All,All,Damage,Normal,0,0,shageki_1,1,100,Percentage,100,None,0,0,0
e,202511010,chara_mag_00201_Special_00001_01,chara_mag_00201_Special_00001,1,19,Direct,Distance,0,Distance,0.6,100,Foe,All,All,All,Damage,Normal,0,0,dageki_1,1,100,Percentage,8,None,0,0,0
e,202511010,chara_mag_00201_Special_00001_02,chara_mag_00201_Special_00001,2,78,Direct,Distance,0,Distance,0.6,100,Foe,All,All,All,Damage,Normal,0,0,dageki_1,,100,Percentage,8,None,0,0,0
e,202511010,chara_mag_00201_Special_00001_03,chara_mag_00201_Special_00001,3,90,Direct,Distance,0,Distance,0.6,100,Foe,All,All,All,Damage,Normal,0,0,dageki_1,,100,Percentage,17,None,0,0,0
e,202511010,chara_mag_00201_Special_00001_04,chara_mag_00201_Special_00001,4,105,Direct,Distance,0,Distance,0.6,100,Foe,All,All,All,Damage,KnockBack1,0,0,dageki_1,,100,Percentage,52,None,0,0,0
e,202511010,chara_mag_00201_Special_00002_01,chara_mag_00201_Special_00002,1,19,Direct,Distance,0,Distance,0.6,100,Foe,All,All,All,Damage,Normal,0,0,dageki_1,1,100,Percentage,9,None,0,0,0
e,202511010,chara_mag_00201_Special_00002_02,chara_mag_00201_Special_00002,2,78,Direct,Distance,0,Distance,0.6,100,Foe,All,All,All,Damage,Normal,0,0,dageki_1,,100,Percentage,9,None,0,0,0
e,202511010,chara_mag_00201_Special_00002_03,chara_mag_00201_Special_00002,3,90,Direct,Distance,0,Distance,0.6,100,Foe,All,All,All,Damage,Normal,0,0,dageki_1,,100,Percentage,19,None,0,0,0
e,202511010,chara_mag_00201_Special_00002_04,chara_mag_00201_Special_00002,4,105,Direct,Distance,0,Distance,0.6,100,Foe,All,All,All,Damage,KnockBack1,0,0,dageki_1,,100,Percentage,59,None,0,0,0
e,202511010,chara_mag_00201_Special_00003_01,chara_mag_00201_Special_00003,1,19,Direct,Distance,0,Distance,0.6,100,Foe,All,All,All,Damage,Normal,0,0,dageki_1,1,100,Percentage,10,None,0,0,0
e,202511010,chara_mag_00201_Special_00003_02,chara_mag_00201_Special_00003,2,78,Direct,Distance,0,Distance,0.6,100,Foe,All,All,All,Damage,Normal,0,0,dageki_1,,100,Percentage,10,None,0,0,0
e,202511010,chara_mag_00201_Special_00003_03,chara_mag_00201_Special_00003,3,90,Direct,Distance,0,Distance,0.6,100,Foe,All,All,All,Damage,Normal,0,0,dageki_1,,100,Percentage,20,None,0,0,0
e,202511010,chara_mag_00201_Special_00003_04,chara_mag_00201_Special_00003,4,105,Direct,Distance,0,Distance,0.6,100,Foe,All,All,All,Damage,KnockBack2,0,0,dageki_1,,100,Percentage,63,None,0,0,0
e,202511010,chara_mag_00201_Special_00004_01,chara_mag_00201_Special_00004,1,19,Direct,Distance,0,Distance,0.6,100,Foe,All,All,All,Damage,Normal,0,0,dageki_1,1,100,Percentage,11,None,0,0,0
e,202511010,chara_mag_00201_Special_00004_02,chara_mag_00201_Special_00004,2,78,Direct,Distance,0,Distance,0.6,100,Foe,All,All,All,Damage,Normal,0,0,dageki_1,,100,Percentage,11,None,0,0,0
e,202511010,chara_mag_00201_Special_00004_03,chara_mag_00201_Special_00004,3,90,Direct,Distance,0,Distance,0.6,100,Foe,All,All,All,Damage,Normal,0,0,dageki_1,,100,Percentage,22,None,0,0,0
e,202511010,chara_mag_00201_Special_00004_04,chara_mag_00201_Special_00004,4,105,Direct,Distance,0,Distance,0.6,100,Foe,All,All,All,Damage,KnockBack2,0,0,dageki_1,,100,Percentage,65,None,0,0,0
e,202511010,chara_mag_00201_Special_00005_01,chara_mag_00201_Special_00005,1,19,Direct,Distance,0,Distance,0.6,100,Foe,All,All,All,Damage,Normal,0,0,dageki_1,1,100,Percentage,12,None,0,0,0
e,202511010,chara_mag_00201_Special_00005_02,chara_mag_00201_Special_00005,2,78,Direct,Distance,0,Distance,0.6,100,Foe,All,All,All,Damage,Normal,0,0,dageki_1,,100,Percentage,12,None,0,0,0
e,202511010,chara_mag_00201_Special_00005_03,chara_mag_00201_Special_00005,3,90,Direct,Distance,0,Distance,0.6,100,Foe,All,All,All,Damage,Normal,0,0,dageki_1,,100,Percentage,23,None,0,0,0
e,202511010,chara_mag_00201_Special_00005_04,chara_mag_00201_Special_00005,4,105,Direct,Distance,0,Distance,0.6,100,Foe,All,All,All,Damage,KnockBack2,0,0,dageki_1,,100,Percentage,66,None,0,0,0
