ENABLE,id,release_key,mst_event_id,criterion_type,criterion_value,criterion_count,unlock_criterion_type,unlock_criterion_value,unlock_criterion_count,group_key,mst_mission_reward_group_id,sort_order,destination_scene
e,event_mag_00001_1,202511010,event_mag_00001,SpecificUnitGradeUpCount,chara_mag_00501,2,__NULL__,,0,,mag_00001_event_reward_01,1,UnitList
e,event_mag_00001_2,202511010,event_mag_00001,SpecificUnitGradeUpCount,chara_mag_00501,3,__NULL__,,0,,mag_00001_event_reward_02,2,UnitList
e,event_mag_00001_3,202511010,event_mag_00001,SpecificUnitGradeUpCount,chara_mag_00501,4,__NULL__,,0,,mag_00001_event_reward_03,3,UnitList
e,event_mag_00001_4,202511010,event_mag_00001,SpecificUnitGradeUpCount,chara_mag_00501,5,__NULL__,,0,,mag_00001_event_reward_04,4,UnitList
e,event_mag_00001_5,202511010,event_mag_00001,SpecificUnitLevel,chara_mag_00501,20,__NULL__,,0,,mag_00001_event_reward_05,5,UnitList
e,event_mag_00001_6,202511010,event_mag_00001,SpecificUnitLevel,chara_mag_00501,30,__NULL__,,0,,mag_00001_event_reward_06,6,UnitList
e,event_mag_00001_7,202511010,event_mag_00001,SpecificUnitLevel,chara_mag_00501,40,__NULL__,,0,,mag_00001_event_reward_07,7,UnitList
e,event_mag_00001_8,202511010,event_mag_00001,SpecificUnitGradeUpCount,chara_mag_00401,2,__NULL__,,0,,mag_00001_event_reward_08,8,UnitList
e,event_mag_00001_9,202511010,event_mag_00001,SpecificUnitGradeUpCount,chara_mag_00401,3,__NULL__,,0,,mag_00001_event_reward_09,9,UnitList
e,event_mag_00001_10,202511010,event_mag_00001,SpecificUnitGradeUpCount,chara_mag_00401,4,__NULL__,,0,,mag_00001_event_reward_10,10,UnitList
e,event_mag_00001_11,202511010,event_mag_00001,SpecificUnitGradeUpCount,chara_mag_00401,5,__NULL__,,0,,mag_00001_event_reward_11,11,UnitList
e,event_mag_00001_12,202511010,event_mag_00001,SpecificUnitLevel,chara_mag_00401,20,__NULL__,,0,,mag_00001_event_reward_12,12,UnitList
e,event_mag_00001_13,202511010,event_mag_00001,SpecificUnitLevel,chara_mag_00401,30,__NULL__,,0,,mag_00001_event_reward_13,13,UnitList
e,event_mag_00001_14,202511010,event_mag_00001,SpecificUnitLevel,chara_mag_00401,40,__NULL__,,0,,mag_00001_event_reward_14,14,UnitList
e,event_mag_00001_15,202511010,event_mag_00001,SpecificQuestClear,quest_event_mag1_charaget01,1,__NULL__,,0,,mag_00001_event_reward_15,15,Event
e,event_mag_00001_16,202511010,event_mag_00001,SpecificQuestClear,quest_event_mag1_charaget02,1,__NULL__,,0,,mag_00001_event_reward_16,16,Event
e,event_mag_00001_17,202511010,event_mag_00001,SpecificQuestClear,quest_event_mag1_challenge01,1,__NULL__,,0,,mag_00001_event_reward_17,17,Event
e,event_mag_00001_18,202511010,event_mag_00001,SpecificQuestClear,quest_event_mag1_savage,1,__NULL__,,0,,mag_00001_event_reward_18,18,Event
e,event_mag_00001_19,202511010,event_mag_00001,DefeatEnemyCount,,10,__NULL__,,0,,mag_00001_event_reward_19,19,Event
e,event_mag_00001_20,202511010,event_mag_00001,DefeatEnemyCount,,20,__NULL__,,0,,mag_00001_event_reward_20,20,Event
e,event_mag_00001_21,202511010,event_mag_00001,DefeatEnemyCount,,30,__NULL__,,0,,mag_00001_event_reward_21,21,Event
e,event_mag_00001_22,202511010,event_mag_00001,DefeatEnemyCount,,40,__NULL__,,0,,mag_00001_event_reward_22,22,Event
e,event_mag_00001_23,202511010,event_mag_00001,DefeatEnemyCount,,50,__NULL__,,0,,mag_00001_event_reward_23,23,Event
e,event_mag_00001_24,202511010,event_mag_00001,DefeatEnemyCount,,100,__NULL__,,0,,mag_00001_event_reward_24,24,Event
