ENABLE,release_key,id,mst_enemy_character_id,character_unit_kind,role_type,color,sort_order,hp,damage_knock_back_count,move_speed,well_distance,attack_power,attack_combo_cycle,mst_unit_ability_id1,drop_battle_point,mstTransformationEnemyStageParameterId,transformationConditionType,transformationConditionValue
e,202511010,c_mag_00001_challange_Boss_Yellow,chara_mag_00001,Boss,Attack,Yellow,1,100000,2,35,0.24,500,4,,300,,None,
e,202511010,c_mag_00201_challange_Boss_Green,chara_mag_00201,Boss,Attack,Green,2,100000,3,40,0.25,500,5,,100,,None,
e,202511010,c_mag_00301_challange_Boss_Red,chara_mag_00301,Boss,Defense,Red,3,50000,2,35,0.22,400,6,,300,,None,
e,202511010,c_mag_00301_siget_Boss_Yellow,chara_mag_00301,Boss,Defense,Yellow,4,50000,2,40,0.3,400,6,,300,,None,
e,202511010,c_mag_00401_challange_Boss_Blue,chara_mag_00401,Boss,Attack,Blue,5,100000,3,37,0.25,500,5,,200,,None,
e,202511010,c_mag_00401_aknget_Boss_Green,chara_mag_00401,Boss,Technical,Green,6,50000,2,45,0.24,400,5,,300,,None,
e,202511010,e_mag_00001_mag1_advent_Boss_Green,enemy_mag_00001,Boss,Technical,Green,7,100000,2,25,0.2,300,1,,200,,None,
e,202511010,e_mag_00001_challange_Normal_Yellow,enemy_mag_00001,Normal,Technical,Yellow,8,100000,2,25,0.2,300,1,,200,,None,
e,202511010,e_mag_00101_mag1_advent_Normal_Colorless,enemy_mag_00101,Normal,Technical,Colorless,9,1000,1,80,0.11,400,1,,0,,None,
e,202511010,e_mag_00101_mag1_advent_Normal_Red,enemy_mag_00101,Normal,Technical,Red,10,1000,1,80,0.11,400,1,,0,,None,
e,202511010,e_mag_00101_challange_Normal_Blue,enemy_mag_00101,Normal,Technical,Blue,11,1000,1,80,0.11,400,1,,0,,None,
e,202511010,e_mag_00101_mag1_advent_Normal_Blue,enemy_mag_00101,Normal,Technical,Blue,12,1000,1,80,0.11,400,1,,0,,None,
e,202511010,e_mag_00101_mag1_advent_Normal_Yellow,enemy_mag_00101,Normal,Technical,Yellow,13,1000,1,80,0.11,400,1,,0,,None,
e,202511010,e_mag_00101_mag1_advent_Normal_Green,enemy_mag_00101,Normal,Technical,Green,14,1000,1,80,0.11,400,1,,0,,None,
e,202511010,e_mag_00201_siget_Boss_Colorless,enemy_mag_00201,Boss,Defense,Colorless,15,30000,2,25,0.18,100,1,,300,,None,
e,202511010,e_mag_00201_mag1_advent_Boss_Red,enemy_mag_00201,Boss,Defense,Red,16,300000,3,25,0.19,500,1,,100,,None,
e,202511010,e_mag_00201_mag1_advent_Boss_Blue,enemy_mag_00201,Boss,Defense,Blue,17,300000,3,25,0.17,500,1,,100,,None,
e,202511010,e_mag_00201_challange_Normal_Green,enemy_mag_00201,Normal,Defense,Green,18,100000,2,30,0.17,500,1,enemy_ability_knockback_block,100,,None,
e,202511010,e_mag_00201_aknget_Boss_Green,enemy_mag_00201,Boss,Defense,Green,19,30000,2,25,0.18,100,1,,300,,None,
e,202511010,e_mag_00201_savage_Boss_Yellow,enemy_mag_00201,Boss,Defense,Yellow,20,300000,3,25,0.17,500,1,enemy_ability_knockback_block,100,,None,
e,202511010,e_mag_00201_mag1_advent_Boss_Yellow,enemy_mag_00201,Boss,Defense,Yellow,21,300000,3,25,0.18,500,1,,100,,None,
e,202511010,e_mag_00301_1d1c_Normal_Colorless,enemy_mag_00301,Normal,Attack,Colorless,22,10000,3,30,0.2,300,1,,1000,,None,
e,202511010,e_mag_00301_siget_Normal_Colorless,enemy_mag_00301,Normal,Attack,Colorless,23,10000,3,30,0.2,300,1,,100,,None,
e,202511010,e_mag_00301_challange_Normal_Red,enemy_mag_00301,Normal,Attack,Red,24,10000,3,30,0.2,300,1,,100,,None,
e,202511010,e_mag_00301_mag1_advent_Normal_Blue,enemy_mag_00301,Normal,Attack,Blue,25,10000,3,30,0.2,300,1,,100,,None,
e,202511010,e_mag_00301_aknget_Normal_Green,enemy_mag_00301,Normal,Attack,Green,26,10000,3,30,0.2,300,1,,100,,None,
e,202511010,e_mag_00301_siget_Normal_Yellow,enemy_mag_00301,Normal,Attack,Yellow,27,10000,3,30,0.2,300,1,,100,,None,
e,202511010,e_mag_00401_siget_Boss_Yellow,enemy_mag_00401,Boss,Defense,Yellow,28,60000,3,30,0.17,400,1,,400,,None,
e,202511010,e_mag_00401_mag1_advent_Boss_Colorless,enemy_mag_00401,Boss,Defense,Colorless,29,30000,3,30,0.17,400,1,,400,,None,
e,202511010,e_mag_00401_savage_Boss_Green,enemy_mag_00401,Boss,Defense,Green,30,100000,2,38,0.17,1000,1,,100,,None,
e,202511010,e_mag_00401_mag1_advent_Boss_Green,enemy_mag_00401,Boss,Defense,Green,31,30000,3,30,0.17,400,1,,400,,None,
