ENABLE,id,release_key,group_id,mst_mission_event_id,unlock_order,備考
e,61,202511010,event_mag_00001_1,event_mag_00001_1,1,
e,62,202511010,event_mag_00001_1,event_mag_00001_2,2,
e,63,202511010,event_mag_00001_1,event_mag_00001_3,3,
e,64,202511010,event_mag_00001_1,event_mag_00001_4,4,
e,65,202511010,event_mag_00001_5,event_mag_00001_5,1,
e,66,202511010,event_mag_00001_5,event_mag_00001_6,2,
e,67,202511010,event_mag_00001_5,event_mag_00001_7,3,
e,68,202511010,event_mag_00001_8,event_mag_00001_8,1,
e,69,202511010,event_mag_00001_8,event_mag_00001_9,2,
e,70,202511010,event_mag_00001_8,event_mag_00001_10,3,
e,71,202511010,event_mag_00001_8,event_mag_00001_11,4,
e,72,202511010,event_mag_00001_12,event_mag_00001_12,1,
e,73,202511010,event_mag_00001_12,event_mag_00001_13,2,
e,74,202511010,event_mag_00001_12,event_mag_00001_14,3,
e,75,202511010,event_mag_00001_19,event_mag_00001_19,1,
e,76,202511010,event_mag_00001_19,event_mag_00001_20,2,
e,77,202511010,event_mag_00001_19,event_mag_00001_21,3,
e,78,202511010,event_mag_00001_19,event_mag_00001_22,4,
e,79,202511010,event_mag_00001_19,event_mag_00001_23,5,
e,80,202511010,event_mag_00001_19,event_mag_00001_24,6,
