ENABLE,id,hp,is_damage_invalidation,outpost_asset_key,artwork_asset_key,release_key
e,event_chi1_challenge01_00001,80000,,outpost_event_chi_0001,event_chi_0001,999999999
e,event_chi1_challenge02_00001,100000,,outpost_event_chi_0001,event_chi_0001,999999999
e,event_chi1_challenge03_00001,150000,,outpost_event_chi_0001,event_chi_0001,999999999
e,event_mag1_challenge01_00001,80000,,outpost_event_mag_0001,event_mag_0001,999999999
e,event_mag1_challenge02_00001,100000,,outpost_event_mag_0001,event_mag_0001,999999999
e,event_mag1_challenge03_00001,150000,,outpost_event_mag_0001,event_mag_0001,999999999
e,event_dos1_challenge01_00001,80000,,outpost_event_dos_0001,event_dos_0001,999999999
e,event_dos1_challenge02_00001,100000,,outpost_event_dos_0001,event_dos_0001,999999999
e,event_dos1_challenge03_00001,150000,,outpost_event_dos_0001,event_dos_0001,999999999
e,event_bat1_challenge01_00001,80000,,outpost_event_bat_0001,event_bat_0001,999999999
e,event_bat1_challenge02_00001,100000,,outpost_event_bat_0001,event_bat_0001,999999999
e,event_bat1_challenge03_00001,150000,,outpost_event_bat_0001,event_bat_0001,999999999
e,event_kai1_challenge01_00005,80000,,outpost_event_kai_0001,event_kai_0001,999999999
e,event_kai1_challenge02_00001,100000,,outpost_event_kai_0001,event_kai_0001,999999999
e,event_kai1_challenge03_00001,150000,,outpost_event_kai_0001,event_kai_0001,999999999
