ENABLE,id,release_key
e,event_chi1_challenge01_00001,999999999
e,event_chi1_challenge02_00001,999999999
e,event_chi1_challenge03_00001,999999999
e,event_mag1_challenge01_00001,999999999
e,event_mag1_challenge02_00001,999999999
e,event_mag1_challenge03_00001,999999999
e,event_dos1_challenge01_00001,999999999
e,event_dos1_challenge02_00001,999999999
e,event_dos1_challenge03_00001,999999999
e,event_bat1_challenge01_00001,999999999
e,event_bat1_challenge02_00001,999999999
e,event_bat1_challenge03_00001,999999999
e,event_kai1_challenge01_00005,999999999
e,event_kai1_challenge02_00001,999999999
e,event_kai1_challenge03_00001,999999999
