ENABLE,release_key,id,mst_in_game_id,language,result_tips,description
e,999999999,event_chi1_challenge01_00001_ja,event_chi1_challenge01_00001,ja,チェンソーを駆使して大量の敵を倒せ！,チェンソーマンの世界で繰り広げられる熾烈な戦い。大量の敵を倒して生き残れ。
e,999999999,event_chi1_challenge02_00001_ja,event_chi1_challenge02_00001,ja,強敵の出現に備えながら戦え！,手強い中ボスが立ちはだかる中難度のステージ。戦略的に戦え。
e,999999999,event_chi1_challenge03_00001_ja,event_chi1_challenge03_00001,ja,最強のボスに挑め！全力で戦え！,最強のボスが待ち受ける究極のステージ。全ての力を解き放て。
e,999999999,event_mag1_challenge01_00001_ja,event_mag1_challenge01_00001,ja,魔法少女の力を合わせて敵を一掃しろ！,魔法少女たちが力を合わせて大量の敵に立ち向かう。
e,999999999,event_mag1_challenge02_00001_ja,event_mag1_challenge02_00001,ja,中ボスの魔力に打ち勝て！,強力なボスが登場する中難度ステージ。魔法を駆使して戦え。
e,999999999,event_mag1_challenge03_00001_ja,event_mag1_challenge03_00001,ja,最強の魔法使いに挑め！,最強の敵が待つ最終ステージ。魔法少女の真の力を見せろ。
e,999999999,event_dos1_challenge01_00001_ja,event_dos1_challenge01_00001,ja,道産子パワーで敵を蹴散らせ！,北海道から来たギャルたちが大量の敵と戦う。
e,999999999,event_dos1_challenge02_00001_ja,event_dos1_challenge02_00001,ja,ギャルの根性を見せろ！,強敵が現れる中難度ステージ。道産子パワーで乗り越えろ。
e,999999999,event_dos1_challenge03_00001_ja,event_dos1_challenge03_00001,ja,最強の敵に道産子魂をぶつけろ！,最強の敵との決戦。北海道の魂を燃やせ。
e,999999999,event_bat1_challenge01_00001_ja,event_bat1_challenge01_00001,ja,バッテリーの力で大量の敵を打ち倒せ！,バッテリーコンビが大量の敵を打ち倒す。
e,999999999,event_bat1_challenge02_00001_ja,event_bat1_challenge02_00001,ja,強力な投手に打ち勝て！,強力なボスとの対決。息の合ったコンビネーションで戦え。
e,999999999,event_bat1_challenge03_00001_ja,event_bat1_challenge03_00001,ja,最強バッテリーとの決戦！,最強の敵との最終決戦。バッテリーの絆を見せろ。
e,999999999,event_kai1_challenge01_00005_ja,event_kai1_challenge01_00005,ja,怪獣を次々と撃破せよ！,怪獣8号が大量の怪獣と戦う激しいバトル。
e,999999999,event_kai1_challenge02_00001_ja,event_kai1_challenge02_00001,ja,強力な怪獣の猛攻を耐えろ！,強力な怪獣が現れる中難度ステージ。防衛隊の力を見せろ。
e,999999999,event_kai1_challenge03_00001_ja,event_kai1_challenge03_00001,ja,最強怪獣との最終決戦！,最強怪獣との壮絶な最終決戦。怪獣8号の真の力を解放せよ。
