ENABLE,release_key,id,mst_artwork_id,drop_group_id,drop_percentage,rarity,asset_num
e,202511020,artwork_fragment_event_yuw_00001,artwork_event_yuw_0001,event_yuw_a_0001,100,SSR,12
e,202511020,artwork_fragment_event_yuw_00002,artwork_event_yuw_0001,event_yuw_a_0001,100,SSR,4
e,202511020,artwork_fragment_event_yuw_00003,artwork_event_yuw_0001,event_yuw_a_0002,100,SSR,1
e,202511020,artwork_fragment_event_yuw_00004,artwork_event_yuw_0001,event_yuw_a_0002,100,SSR,10
e,202511020,artwork_fragment_event_yuw_00005,artwork_event_yuw_0001,event_yuw_a_0003,100,SSR,11
e,202511020,artwork_fragment_event_yuw_00006,artwork_event_yuw_0001,event_yuw_a_0003,100,SSR,3
e,202511020,artwork_fragment_event_yuw_00007,artwork_event_yuw_0001,event_yuw_a_0004,100,SSR,15
e,202511020,artwork_fragment_event_yuw_00008,artwork_event_yuw_0001,event_yuw_a_0004,100,SSR,6
e,202511020,artwork_fragment_event_yuw_00009,artwork_event_yuw_0001,event_yuw_a_0005,100,SSR,5
e,202511020,artwork_fragment_event_yuw_00010,artwork_event_yuw_0001,event_yuw_a_0005,100,SSR,9
e,202511020,artwork_fragment_event_yuw_00011,artwork_event_yuw_0001,event_yuw_a_0006,100,SSR,8
e,202511020,artwork_fragment_event_yuw_00012,artwork_event_yuw_0001,event_yuw_a_0006,100,SSR,2
e,202511020,artwork_fragment_event_yuw_00013,artwork_event_yuw_0001,event_yuw_a_0007,100,SSR,16
e,202511020,artwork_fragment_event_yuw_00014,artwork_event_yuw_0001,event_yuw_a_0007,100,SSR,7
e,202511020,artwork_fragment_event_yuw_00015,artwork_event_yuw_0001,event_yuw_a_0008,100,SSR,13
e,202511020,artwork_fragment_event_yuw_00016,artwork_event_yuw_0001,event_yuw_a_0008,100,SSR,14
e,202511020,artwork_fragment_event_yuw_00101,artwork_event_yuw_0002,event_yuw_b_0001,100,SSR,5
e,202511020,artwork_fragment_event_yuw_00102,artwork_event_yuw_0002,event_yuw_b_0001,100,SSR,14
e,202511020,artwork_fragment_event_yuw_00103,artwork_event_yuw_0002,event_yuw_b_0002,100,SSR,8
e,202511020,artwork_fragment_event_yuw_00104,artwork_event_yuw_0002,event_yuw_b_0002,100,SSR,9
e,202511020,artwork_fragment_event_yuw_00105,artwork_event_yuw_0002,event_yuw_b_0003,100,SSR,4
e,202511020,artwork_fragment_event_yuw_00106,artwork_event_yuw_0002,event_yuw_b_0003,100,SSR,12
e,202511020,artwork_fragment_event_yuw_00107,artwork_event_yuw_0002,event_yuw_b_0004,100,SSR,3
e,202511020,artwork_fragment_event_yuw_00108,artwork_event_yuw_0002,event_yuw_b_0004,100,SSR,1
e,202511020,artwork_fragment_event_yuw_00109,artwork_event_yuw_0002,event_yuw_b_0005,100,SSR,10
e,202511020,artwork_fragment_event_yuw_00110,artwork_event_yuw_0002,event_yuw_b_0005,100,SSR,13
e,202511020,artwork_fragment_event_yuw_00111,artwork_event_yuw_0002,event_yuw_b_0006,100,SSR,6
e,202511020,artwork_fragment_event_yuw_00112,artwork_event_yuw_0002,event_yuw_b_0006,100,SSR,16
e,202511020,artwork_fragment_event_yuw_00113,artwork_event_yuw_0002,event_yuw_b_0007,100,SSR,15
e,202511020,artwork_fragment_event_yuw_00114,artwork_event_yuw_0002,event_yuw_b_0007,100,SSR,2
e,202511020,artwork_fragment_event_yuw_00115,artwork_event_yuw_0002,event_yuw_b_0008,100,SSR,11
e,202511020,artwork_fragment_event_yuw_00116,artwork_event_yuw_0002,event_yuw_b_0008,100,SSR,7
