ENABLE,release_key,id,mst_in_game_id,language,result_tips,description
e,202511020,pvp_yuw_01_ja,pvp_yuw_01,ja,,
e,202511020,pvp_yuw_02_ja,pvp_yuw_02,ja,,
e,202511020,event_yuw1_1day_00001_ja,event_yuw1_1day_00001,ja,キャラを強化してみよう!,"【属性情報】\n無属性の『奥村 正宗』が登場するぞ!\nさらに、『リリエルに捧ぐ愛 天乃 リリサ』も登場するぞ!\n\n毎日1回クエストをクリアして、「プリズム」をGETしよう!                                                                                                                                                                                                                                                                                                                                        "
e,202511020,event_yuw1_charaget01_00001_ja,event_yuw1_charaget01_00001,ja,キャラを強化してみよう!,"【属性情報】\n無属性の『奥村 正宗』が登場するぞ!"
e,202511020,event_yuw1_charaget01_00002_ja,event_yuw1_charaget01_00002,ja,赤属性のキャラを編成してみよう!,"【属性情報】\n緑属性の敵が登場するので赤属性のキャラは有利に戦うこともできるぞ!"
e,202511020,event_yuw1_charaget01_00003_ja,event_yuw1_charaget01_00003,ja,赤属性のキャラを編成してみよう!,"【属性情報】\n緑属性の敵が登場するので赤属性のキャラは有利に戦うこともできるぞ!"
e,202511020,event_yuw1_charaget01_00004_ja,event_yuw1_charaget01_00004,ja,ノックバック無効キャラを編成してみよう!,"【属性情報】\n緑属性の敵が登場するので赤属性のキャラは有利に戦うこともできるぞ!\n\n【ギミック情報】\nノックバック攻撃をしてくる敵が登場するぞ!\n特性でノックバック無効化を持っているキャラを編成しよう!"
e,202511020,event_yuw1_charaget01_00005_ja,event_yuw1_charaget01_00005,ja,赤属性のキャラを編成してみよう!,"【属性情報】\n緑属性の敵が登場するので赤属性のキャラは有利に戦うこともできるぞ!\n\nこのステージでは、『羽生 まゆり』が登場している時は、\nファントムゲートHPは削れないぞ!"
e,202511020,event_yuw1_charaget01_00006_ja,event_yuw1_charaget01_00006,ja,赤属性のキャラを編成してみよう!,"【属性情報】\n緑属性の敵が登場するので赤属性のキャラは有利に戦うこともできるぞ!"
e,202511020,event_yuw1_charaget01_00007_ja,event_yuw1_charaget01_00007,ja,赤属性のキャラを編成してみよう!,"【属性情報】\n緑属性の敵が登場するので赤属性のキャラは有利に戦うこともできるぞ!"
