ENABLE,id,group_id,resource_type,resource_id,resource_amount,weight,pickup,release_key
e,Pickup_yuw_001_1,Pickup_yuw_001,Unit,chara_yuw_00301,1,7425,1,202511020
e,Pickup_yuw_001_2,Pickup_yuw_001,Unit,chara_yuw_00401,1,7425,1,202511020
e,Pickup_yuw_001_3,Pickup_yuw_001,Unit,chara_spy_00101,1,1350,0,202511020
e,Pickup_yuw_001_4,Pickup_yuw_001,Unit,chara_spy_00201,1,1350,0,202511020
e,Pickup_yuw_001_5,Pickup_yuw_001,Unit,chara_spy_00001,1,1350,0,202511020
e,Pickup_yuw_001_6,Pickup_yuw_001,Unit,chara_dan_00002,1,1350,0,202511020
e,Pickup_yuw_001_7,Pickup_yuw_001,Unit,chara_gom_00001,1,1350,0,202511020
e,Pickup_yuw_001_8,Pickup_yuw_001,Unit,chara_chi_00002,1,1350,0,202511020
e,Pickup_yuw_001_9,Pickup_yuw_001,Unit,chara_kai_00002,1,1350,0,202511020
e,Pickup_yuw_001_10,Pickup_yuw_001,Unit,chara_sur_00101,1,1350,0,202511020
e,Pickup_yuw_001_11,Pickup_yuw_001,Unit,chara_jig_00001,1,1350,0,202511020
e,Pickup_yuw_001_12,Pickup_yuw_001,Unit,chara_mag_00001,1,1350,0,202511020
e,Pickup_yuw_001_13,Pickup_yuw_001,Unit,chara_sum_00101,1,1350,0,202511020
e,Pickup_yuw_001_14,Pickup_yuw_001,Unit,chara_yuw_00201,1,14850,1,202511020
e,Pickup_yuw_001_15,Pickup_yuw_001,Unit,chara_dan_00101,1,9350,0,202511020
e,Pickup_yuw_001_16,Pickup_yuw_001,Unit,chara_chi_00201,1,9350,0,202511020
e,Pickup_yuw_001_17,Pickup_yuw_001,Unit,chara_chi_00301,1,9350,0,202511020
e,Pickup_yuw_001_18,Pickup_yuw_001,Unit,chara_kai_00301,1,9350,0,202511020
e,Pickup_yuw_001_19,Pickup_yuw_001,Unit,chara_ron_00001,1,9350,0,202511020
e,Pickup_yuw_001_20,Pickup_yuw_001,Unit,chara_aha_00101,1,9350,0,202511020
e,Pickup_yuw_001_21,Pickup_yuw_001,Unit,chara_jig_00101,1,9350,0,202511020
e,Pickup_yuw_001_22,Pickup_yuw_001,Unit,chara_dos_00001,1,9350,0,202511020
e,Pickup_yuw_001_23,Pickup_yuw_001,Unit,chara_dos_00101,1,9350,0,202511020
e,Pickup_yuw_001_24,Pickup_yuw_001,Unit,chara_gom_00101,1,34650,0,202511020
e,Pickup_yuw_001_25,Pickup_yuw_001,Unit,chara_bat_00001,1,34650,0,202511020
e,Pickup_yuw_001_26,Pickup_yuw_001,Unit,chara_bat_00101,1,34650,0,202511020
e,Pickup_yuw_001_27,Pickup_yuw_001,Unit,chara_kai_00101,1,34650,0,202511020
e,Pickup_yuw_001_28,Pickup_yuw_001,Unit,chara_sur_00201,1,34650,0,202511020
e,Pickup_yuw_001_29,Pickup_yuw_001,Unit,chara_sur_00301,1,34650,0,202511020
e,Pickup_yuw_001_30,Pickup_yuw_001,Unit,chara_aha_00001,1,34650,0,202511020
e,Pickup_yuw_001_31,Pickup_yuw_001,Unit,chara_jig_00301,1,34650,0,202511020
e,Pickup_yuw_001_32,Pickup_yuw_001,Unit,chara_mag_00101,1,34650,0,202511020
e,Pickup_yuw_001_33,Pickup_yuw_001,Unit,chara_sum_00201,1,34650,0,202511020
e,Pickup_yuw_001_34,Pickup_yuw_001,Unit,chara_aka_00001,1,57200,0,202511020
e,Pickup_yuw_001_35,Pickup_yuw_001,Unit,chara_aka_00101,1,57200,0,202511020
e,Pickup_yuw_001_36,Pickup_yuw_001,Unit,chara_rik_00001,1,57200,0,202511020
e,Pickup_yuw_001_37,Pickup_yuw_001,Unit,chara_ron_00101,1,57200,0,202511020
e,Pickup_yuw_001_38,Pickup_yuw_001,Unit,chara_dan_00001,1,57200,0,202511020
e,Pickup_yuw_001_39,Pickup_yuw_001,Unit,chara_chi_00001,1,57200,0,202511020
e,Pickup_yuw_001_40,Pickup_yuw_001,Unit,chara_kai_00001,1,57200,0,202511020
e,Pickup_yuw_001_41,Pickup_yuw_001,Unit,chara_sur_00001,1,57200,0,202511020
e,Pickup_yuw_001_42,Pickup_yuw_001,Unit,chara_sum_00001,1,57200,0,202511020
e,fixd_Pickup_yuw_001_1,fixd_Pickup_yuw_001,Unit,chara_yuw_00301,1,7425,1,202511020
e,fixd_Pickup_yuw_001_2,fixd_Pickup_yuw_001,Unit,chara_yuw_00401,1,7425,1,202511020
e,fixd_Pickup_yuw_001_3,fixd_Pickup_yuw_001,Unit,chara_spy_00101,1,1350,0,202511020
e,fixd_Pickup_yuw_001_4,fixd_Pickup_yuw_001,Unit,chara_spy_00201,1,1350,0,202511020
e,fixd_Pickup_yuw_001_5,fixd_Pickup_yuw_001,Unit,chara_spy_00001,1,1350,0,202511020
e,fixd_Pickup_yuw_001_6,fixd_Pickup_yuw_001,Unit,chara_dan_00002,1,1350,0,202511020
e,fixd_Pickup_yuw_001_7,fixd_Pickup_yuw_001,Unit,chara_gom_00001,1,1350,0,202511020
e,fixd_Pickup_yuw_001_8,fixd_Pickup_yuw_001,Unit,chara_chi_00002,1,1350,0,202511020
e,fixd_Pickup_yuw_001_9,fixd_Pickup_yuw_001,Unit,chara_kai_00002,1,1350,0,202511020
e,fixd_Pickup_yuw_001_10,fixd_Pickup_yuw_001,Unit,chara_sur_00101,1,1350,0,202511020
e,fixd_Pickup_yuw_001_11,fixd_Pickup_yuw_001,Unit,chara_jig_00001,1,1350,0,202511020
