,02_施策,,,,,,,,,,,,
,,,,,,,,,,,,安藤メモ,
,▼全体概要,,,,,,,,,1スタミナ*,,名称,登場可否
,カテゴリー,施策名称,,開始日,終了日,キャンペーンの有無,キャンペーン期間,キャンペーン内容,イベント全般,×15コイン,,冷却系の怪異,ストーリー以外なら可能
,【デイリー】,お遊戯の時間です,,2/2 15:00,2/16 3:59,-,-,-,,,,つらら,ストーリー以外なら可能
,"【ストーリー】
ダグ編",先輩は敬いたまえ,,2/2 15:00,3/2 10:59,-,-,-,"⇩ストーリークエスト1つで
獲得できるハナンの報酬数（初回クリア）",,,建造物寄生型の怪異（大）,可能
,"【ストーリー】
ハナ編",兄を助けてくれないか？,,2/6 15:00,3/2 10:59,-,-,-,報酬名,報酬数,,建造物寄生型の怪異（小）,可能
,【チャレンジ】,世界一安全な幼稚園,,2/2 15:00,3/2 10:59,-,-,-,そのキャラのカラーメモリー,1100,,工事現場の怪異,ストーリー２可能
,【高難易度】,正義だけじゃ何も守れない,,2/2 15:00,3/2 10:59,-,-,-,メモリーフラグメント・初級,15,,,
,【降臨バトル】,誰の依頼だ？,,2/9 15:00,2/15 14:59,-,-,-,メモリーフラグメント・中級,10,,,
,【ログインボーナス】,幼稚園WARS いいジャン祭 特別ログインボーナス,,2/2 15:00,2/16 3:59,,,,メモリーフラグメント・上級,1,,,
,【ミッション】,幼稚園WARS いいジャン祭 特別ミッション,,2/2 15:00,3/2 10:59,,,,コイン,2800,,,
,【コイン獲得クエスト】,コイン獲得クエスト キャラボーナス,,2/2 15:00,3/2 10:59,,,,,,,,
,,,,,,,,,,,,,
,◆ログインボーナス,,,,,,,,,,,,
,,,,,,,,,,,,,
,項目,内容,,,,,,,,,,,
,施策名称,幼稚園WARS いいジャン祭 特別ログインボーナス,,,※〇〇[半角スペース]いいジャン祭[半角スペース]特別ログインボーナス　例：怪獣8号 いいジャン祭 特別ログインボーナス,,,,,,,,
,開催期間,2/2 15:00,〜,2/16 3:59,←イレギュラーで承認済み,,,,,,,,
,,,,,,,,,,,,,
,"ログイン日数
（日別）",日付,プリズム,コイン,ピックアップガシャチケット,スペシャルガシャチケット,メモリーフラグメント・初級,メモリーフラグメント・中級,カラーメモリー・イエロー,カラーメモリー・レッド,スタミナドリンク,報酬設定の有無,
月,1,2/2 15:00,,,2,,,,,,,2,
火,2,2/3 4:00,,10000,,,,,,,,10000,
水,3,2/4 4:00,50,,,,,,,,,50,
木,4,2/5 4:00,,,,,,,,,5,5,
金,5,2/6 4:00,,,,,5,,,,,5,
土,6,2/7 4:00,,,,,,4,,,,4,
日,7,2/8 4:00,,,,2,,,,,,2,
月,8,2/9 4:00,,,,,,,600,,,600,
火,9,2/10 4:00,50,,,,,,,,,50,
水,10,2/11 4:00,,,,,10,,,,,10,
木,11,2/12 4:00,,,,,,,,600,,600,
金,12,2/13 4:00,,5000,,,,,,,,5000,
土,13,2/14 4:00,,,1,,,,,,,1,
日,14,2/15 4:00,,,,1,,,,,,1,
,,報酬合計数,100,15000,3,3,15,4,600,600,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,◆デイリークエスト,,,,,,,,,,,,
,,,,,,,,,,,,,
,項目,内容,,,,,,,,,,,
,クエスト名,お遊戯の時間です,,,,,,,,,,,
,開催期間,2/2 15:00,〜,2/16 3:59,,,,,,,,,
,基礎設計URL,https://docs.google.com/spreadsheets/d/14hjSvJ1EzhleDkA0Zs0J02XSJoGM9O80HjXC0wSnW5c/edit?gid=0#gid=0,,,,,,,,,,,
,原画演出URL,,,,,,,,,,,,
,,,,,,,,,,,,,
,ステージ,推奨Lv,スタミナ,獲得リーダーEXP,ステージサムネイル,登場キャラ,登場強敵キャラ,背景ID,ステージ背景名称,開始時原画演出,終了時原画演出,ステージ開放条件,
,1話,1,1,100,プリズム,リタ,なし,koma_background_you_00002	,ブラック幼稚園_正門前,1巻20P,なし,なし,
,,,,,,,,,,,,,
