ENABLE,release_key,id,mst_in_game_id,language,result_tips,description
e,999999999,event_spy1_challenge01_00005_ja,event_spy1_challenge01_00005,ja,SPY作品の敵が大量出現するぞ!\n\n素早く倒してクリアを目指せ!,【作品情報】\nSPY作品の雑魚敵が連続で出現するぞ!\n\n【コマ効果情報】\n攻撃UPコマを使えば有利に戦えるぞ!\n\n【ギミック情報】\n敵を素早く倒してコマを進めよう!
e,999999999,event_spy1_challenge02_00001_ja,event_spy1_challenge02_00001,ja,最初に出現する敵を倒すと大量リーダーPが獲得できるぞ!\n\n強敵に備えて高コストキャラを編成しよう!,【作品情報】\nSPY作品の中難度ステージだ!\n\n【コマ効果情報】\n攻撃UPコマを活用しよう!\n\n【ギミック情報】\n敵を倒すとより強い敵が出現するぞ!
e,999999999,event_spy1_challenge03_00001_ja,event_spy1_challenge03_00001,ja,強力なボスが登場するぞ!\n\nボスのHPを削り切れ!,【作品情報】\nSPY作品の強ボスステージだ!\n\n【コマ効果情報】\nボス戦に備えて強力なコマを選ぼう!\n\n【ギミック情報】\n強力なボスのHPを削り切れ!
e,999999999,event_aka1_challenge01_00001_ja,event_aka1_challenge01_00001,ja,AKA作品の敵が大量出現するぞ!\n\n素早く倒してクリアを目指せ!,【作品情報】\nAKA作品の雑魚敵が連続で出現するぞ!\n\n【コマ効果情報】\n攻撃UPコマを使えば有利に戦えるぞ!\n\n【ギミック情報】\n敵を素早く倒してコマを進めよう!
e,999999999,event_aka1_challenge02_00001_ja,event_aka1_challenge02_00001,ja,最初に出現する敵を倒すと大量リーダーPが獲得できるぞ!\n\n強敵に備えて高コストキャラを編成しよう!,【作品情報】\nAKA作品の中難度ステージだ!\n\n【コマ効果情報】\n攻撃UPコマを活用しよう!\n\n【ギミック情報】\n敵を倒すとより強い敵が出現するぞ!
e,999999999,event_aka1_challenge03_00001_ja,event_aka1_challenge03_00001,ja,強力なボスが登場するぞ!\n\nボスのHPを削り切れ!,【作品情報】\nAKA作品の強ボスステージだ!\n\n【コマ効果情報】\nボス戦に備えて強力なコマを選ぼう!\n\n【ギミック情報】\n強力なボスのHPを削り切れ!
e,999999999,event_rik1_challenge01_00001_ja,event_rik1_challenge01_00001,ja,RIK作品の敵が大量出現するぞ!\n\n素早く倒してクリアを目指せ!,【作品情報】\nRIK作品の雑魚敵が連続で出現するぞ!\n\n【コマ効果情報】\n攻撃UPコマを使えば有利に戦えるぞ!\n\n【ギミック情報】\n敵を素早く倒してコマを進めよう!
e,999999999,event_rik1_challenge02_00001_ja,event_rik1_challenge02_00001,ja,最初に出現する敵を倒すと大量リーダーPが獲得できるぞ!\n\n強敵に備えて高コストキャラを編成しよう!,【作品情報】\nRIK作品の中難度ステージだ!\n\n【コマ効果情報】\n攻撃UPコマを活用しよう!\n\n【ギミック情報】\n敵を倒すとより強い敵が出現するぞ!
e,999999999,event_rik1_challenge03_00001_ja,event_rik1_challenge03_00001,ja,強力なボスが登場するぞ!\n\nボスのHPを削り切れ!,【作品情報】\nRIK作品の強ボスステージだ!\n\n【コマ効果情報】\nボス戦に備えて強力なコマを選ぼう!\n\n【ギミック情報】\n強力なボスのHPを削り切れ!
e,999999999,event_dan1_challenge01_00001_ja,event_dan1_challenge01_00001,ja,DAN作品の敵が大量出現するぞ!\n\n素早く倒してクリアを目指せ!,【作品情報】\nDAN作品の雑魚敵が連続で出現するぞ!\n\n【コマ効果情報】\n攻撃UPコマを使えば有利に戦えるぞ!\n\n【ギミック情報】\n敵を素早く倒してコマを進めよう!
e,999999999,event_dan1_challenge02_00001_ja,event_dan1_challenge02_00001,ja,最初に出現する敵を倒すと大量リーダーPが獲得できるぞ!\n\n強敵に備えて高コストキャラを編成しよう!,【作品情報】\nDAN作品の中難度ステージだ!\n\n【コマ効果情報】\n攻撃UPコマを活用しよう!\n\n【ギミック情報】\n敵を倒すとより強い敵が出現するぞ!
e,999999999,event_dan1_challenge03_00001_ja,event_dan1_challenge03_00001,ja,強力なボスが登場するぞ!\n\nボスのHPを削り切れ!,【作品情報】\nDAN作品の強ボスステージだ!\n\n【コマ効果情報】\nボス戦に備えて強力なコマを選ぼう!\n\n【ギミック情報】\n強力なボスのHPを削り切れ!
e,999999999,event_gom1_challenge01_00001_ja,event_gom1_challenge01_00001,ja,GOM作品の敵が大量出現するぞ!\n\n素早く倒してクリアを目指せ!,【作品情報】\nGOM作品の雑魚敵が連続で出現するぞ!\n\n【コマ効果情報】\n攻撃UPコマを使えば有利に戦えるぞ!\n\n【ギミック情報】\n敵を素早く倒してコマを進めよう!
e,999999999,event_gom1_challenge02_00001_ja,event_gom1_challenge02_00001,ja,最初に出現する敵を倒すと大量リーダーPが獲得できるぞ!\n\n強敵に備えて高コストキャラを編成しよう!,【作品情報】\nGOM作品の中難度ステージだ!\n\n【コマ効果情報】\n攻撃UPコマを活用しよう!\n\n【ギミック情報】\n敵を倒すとより強い敵が出現するぞ!
e,999999999,event_gom1_challenge03_00001_ja,event_gom1_challenge03_00001,ja,強力なボスが登場するぞ!\n\nボスのHPを削り切れ!,【作品情報】\nGOM作品の強ボスステージだ!\n\n【コマ効果情報】\nボス戦に備えて強力なコマを選ぼう!\n\n【ギミック情報】\n強力なボスのHPを削り切れ!
