ENABLE,id,release_key
e,event_spy1_challenge01_00005,999999999
e,event_spy1_challenge02_00001,999999999
e,event_spy1_challenge03_00001,999999999
e,event_aka1_challenge01_00001,999999999
e,event_aka1_challenge02_00001,999999999
e,event_aka1_challenge03_00001,999999999
e,event_rik1_challenge01_00001,999999999
e,event_rik1_challenge02_00001,999999999
e,event_rik1_challenge03_00001,999999999
e,event_dan1_challenge01_00001,999999999
e,event_dan1_challenge02_00001,999999999
e,event_dan1_challenge03_00001,999999999
e,event_gom1_challenge01_00001,999999999
e,event_gom1_challenge02_00001,999999999
e,event_gom1_challenge03_00001,999999999
