ENABLE,id,group_id,resource_type,resource_id,resource_amount,weight,pickup,release_key
e,Tutorial_001_1,Tutorial_001,Unit,chara_dan_00101,1,990,0,202509010
e,Tutorial_001_2,Tutorial_001,Unit,chara_chi_00201,1,990,0,202509010
e,Tutorial_001_3,Tutorial_001,Unit,chara_chi_00301,1,990,0,202509010
e,Tutorial_001_4,Tutorial_001,Unit,chara_kai_00301,1,990,0,202509010
e,Tutorial_001_5,Tutorial_001,Unit,chara_ron_00001,1,990,0,202509010
e,Tutorial_001_6,Tutorial_001,Unit,chara_aha_00101,1,990,0,202509010
e,Tutorial_001_7,Tutorial_001,Unit,chara_jig_00101,1,990,0,202509010
e,Tutorial_001_8,Tutorial_001,Unit,chara_dos_00001,1,990,0,202509010
e,Tutorial_001_9,Tutorial_001,Unit,chara_gom_00101,1,2592,0,202509010
e,Tutorial_001_10,Tutorial_001,Unit,chara_bat_00001,1,2592,0,202509010
e,Tutorial_001_11,Tutorial_001,Unit,chara_bat_00101,1,2592,0,202509010
e,Tutorial_001_12,Tutorial_001,Unit,chara_kai_00101,1,2592,0,202509010
e,Tutorial_001_13,Tutorial_001,Unit,chara_sur_00201,1,2592,0,202509010
e,Tutorial_001_14,Tutorial_001,Unit,chara_sur_00301,1,2592,0,202509010
e,Tutorial_001_15,Tutorial_001,Unit,chara_aha_00001,1,2592,0,202509010
e,Tutorial_001_16,Tutorial_001,Unit,chara_jig_00301,1,2592,0,202509010
e,Tutorial_001_17,Tutorial_001,Unit,chara_mag_00101,1,2592,0,202509010
e,Tutorial_001_18,Tutorial_001,Unit,chara_sum_00201,1,2592,0,202509010
e,Tutorial_001_19,Tutorial_001,Unit,chara_aka_00001,1,4240,0,202509010
e,Tutorial_001_20,Tutorial_001,Unit,chara_aka_00101,1,4240,0,202509010
e,Tutorial_001_21,Tutorial_001,Unit,chara_rik_00001,1,4240,0,202509010
e,Tutorial_001_22,Tutorial_001,Unit,chara_ron_00101,1,4240,0,202509010
e,Tutorial_001_23,Tutorial_001,Unit,chara_dan_00001,1,4240,0,202509010
e,Tutorial_001_24,Tutorial_001,Unit,chara_chi_00001,1,4240,0,202509010
e,Tutorial_001_25,Tutorial_001,Unit,chara_kai_00001,1,4240,0,202509010
e,Tutorial_001_26,Tutorial_001,Unit,chara_sur_00001,1,4240,0,202509010
e,Tutorial_001_27,Tutorial_001,Unit,chara_sum_00001,1,4240,0,202509010
e,fixd_Tutorial_001_1,fixd_Tutorial_001,Unit,chara_spy_00101,1,1,0,202509010
e,fixd_Tutorial_001_2,fixd_Tutorial_001,Unit,chara_spy_00201,1,1,0,202509010
e,fixd_Tutorial_001_3,fixd_Tutorial_001,Unit,chara_dan_00002,1,1,0,202509010
e,fixd_Tutorial_001_4,fixd_Tutorial_001,Unit,chara_gom_00001,1,1,0,202509010
e,fixd_Tutorial_001_5,fixd_Tutorial_001,Unit,chara_chi_00002,1,1,0,202509010
e,fixd_Tutorial_001_6,fixd_Tutorial_001,Unit,chara_kai_00002,1,1,0,202509010
e,fixd_Tutorial_001_7,fixd_Tutorial_001,Unit,chara_yuw_00001,1,1,0,202509010
e,fixd_Tutorial_001_8,fixd_Tutorial_001,Unit,chara_yuw_00101,1,1,0,202509010
e,fixd_Tutorial_001_9,fixd_Tutorial_001,Unit,chara_sur_00101,1,1,0,202509010
e,fixd_Tutorial_001_10,fixd_Tutorial_001,Unit,chara_jig_00001,1,1,0,202509010
e,fixd_Tutorial_001_11,fixd_Tutorial_001,Unit,chara_mag_00001,1,1,0,202509010
e,fixd_Tutorial_001_12,fixd_Tutorial_001,Unit,chara_sum_00101,1,1,0,202509010
