ENABLE,release_key,id,mst_mission_event_id,language,description
e,202509010,event_kai_00001_1_ja,event_kai_00001_1,ja,古橋 伊春 をグレード2まで強化しよう
e,202509010,event_kai_00001_2_ja,event_kai_00001_2,ja,古橋 伊春 をグレード3まで強化しよう
e,202509010,event_kai_00001_3_ja,event_kai_00001_3,ja,古橋 伊春 をグレード4まで強化しよう
e,202509010,event_kai_00001_4_ja,event_kai_00001_4,ja,古橋 伊春 をグレード5まで強化しよう
e,202509010,event_kai_00001_5_ja,event_kai_00001_5,ja,古橋 伊春 をLv.20まで強化しよう
e,202509010,event_kai_00001_6_ja,event_kai_00001_6,ja,古橋 伊春 をLv.30まで強化しよう
e,202509010,event_kai_00001_7_ja,event_kai_00001_7,ja,古橋 伊春 をLv.40まで強化しよう
e,202509010,event_kai_00001_8_ja,event_kai_00001_8,ja,四ノ宮 功 をグレード2まで強化しよう
e,202509010,event_kai_00001_9_ja,event_kai_00001_9,ja,四ノ宮 功 をグレード3まで強化しよう
e,202509010,event_kai_00001_10_ja,event_kai_00001_10,ja,四ノ宮 功 をグレード4まで強化しよう
e,202509010,event_kai_00001_11_ja,event_kai_00001_11,ja,四ノ宮 功 をグレード5まで強化しよう
e,202509010,event_kai_00001_12_ja,event_kai_00001_12,ja,四ノ宮 功 をLv.20まで強化しよう
e,202509010,event_kai_00001_13_ja,event_kai_00001_13,ja,四ノ宮 功 をLv.30まで強化しよう
e,202509010,event_kai_00001_14_ja,event_kai_00001_14,ja,四ノ宮 功 をLv.40まで強化しよう
e,202509010,event_kai_00001_15_ja,event_kai_00001_15,ja,ストーリークエスト「気に入らねェ 気に入らねェ」をクリアしよう
e,202509010,event_kai_00001_16_ja,event_kai_00001_16,ja,ストーリークエスト「怪獣８号の引き渡しを命ずる」をクリアしよう
e,202509010,event_kai_00001_17_ja,event_kai_00001_17,ja,チャレンジクエスト「戦場で 力を 示してみせろ ヒヨコども」をクリアしよう
e,202509010,event_kai_00001_18_ja,event_kai_00001_18,ja,高難易度クエスト「クラス『大怪獣』」をクリアしよう
e,202509010,event_kai_00001_19_ja,event_kai_00001_19,ja,敵を10体撃破しよう
e,202509010,event_kai_00001_20_ja,event_kai_00001_20,ja,敵を20体撃破しよう
e,202509010,event_kai_00001_21_ja,event_kai_00001_21,ja,敵を30体撃破しよう
e,202509010,event_kai_00001_22_ja,event_kai_00001_22,ja,敵を40体撃破しよう
e,202509010,event_kai_00001_23_ja,event_kai_00001_23,ja,敵を50体撃破しよう
e,202509010,event_kai_00001_24_ja,event_kai_00001_24,ja,敵を100体撃破しよう
e,202510010,event_spy_00001_1_ja,event_spy_00001_1,ja,フランキー・フランクリン をグレード2まで強化しよう
e,202510010,event_spy_00001_2_ja,event_spy_00001_2,ja,フランキー・フランクリン をグレード3まで強化しよう
e,202510010,event_spy_00001_3_ja,event_spy_00001_3,ja,フランキー・フランクリン をグレード4まで強化しよう
e,202510010,event_spy_00001_4_ja,event_spy_00001_4,ja,フランキー・フランクリン をグレード5まで強化しよう
e,202510010,event_spy_00001_5_ja,event_spy_00001_5,ja,フランキー・フランクリン をLv.20まで強化しよう
e,202510010,event_spy_00001_6_ja,event_spy_00001_6,ja,フランキー・フランクリン をLv.30まで強化しよう
e,202510010,event_spy_00001_7_ja,event_spy_00001_7,ja,フランキー・フランクリン をLv.40まで強化しよう
e,202510010,event_spy_00001_8_ja,event_spy_00001_8,ja,ダミアン・デズモンド をグレード2まで強化しよう
e,202510010,event_spy_00001_9_ja,event_spy_00001_9,ja,ダミアン・デズモンド をグレード3まで強化しよう
e,202510010,event_spy_00001_10_ja,event_spy_00001_10,ja,ダミアン・デズモンド をグレード4まで強化しよう
e,202510010,event_spy_00001_11_ja,event_spy_00001_11,ja,ダミアン・デズモンド をグレード5まで強化しよう
e,202510010,event_spy_00001_12_ja,event_spy_00001_12,ja,ダミアン・デズモンド をLv.20まで強化しよう
e,202510010,event_spy_00001_13_ja,event_spy_00001_13,ja,ダミアン・デズモンド をLv.30まで強化しよう
e,202510010,event_spy_00001_14_ja,event_spy_00001_14,ja,ダミアン・デズモンド をLv.40まで強化しよう
e,202510010,event_spy_00001_15_ja,event_spy_00001_15,ja,ストーリークエスト1をクリアしよう
e,202510010,event_spy_00001_16_ja,event_spy_00001_16,ja,ストーリークエスト2をクリアしよう
e,202510010,event_spy_00001_17_ja,event_spy_00001_17,ja,チャレンジクエストをクリアしよう
e,202510010,event_spy_00001_18_ja,event_spy_00001_18,ja,高難易度クエストをクリアしよう
e,202510010,event_spy_00001_19_ja,event_spy_00001_19,ja,敵を10体撃破しよう
e,202510010,event_spy_00001_20_ja,event_spy_00001_20,ja,敵を20体撃破しよう
e,202510010,event_spy_00001_21_ja,event_spy_00001_21,ja,敵を30体撃破しよう
e,202510010,event_spy_00001_22_ja,event_spy_00001_22,ja,敵を40体撃破しよう
e,202510010,event_spy_00001_23_ja,event_spy_00001_23,ja,敵を50体撃破しよう
e,202510010,event_spy_00001_24_ja,event_spy_00001_24,ja,敵を100体撃破しよう
e,202510020,event_dan_00001_1_ja,event_dan_00001_1,ja,招き猫 ターボババア をグレード2まで強化しよう
e,202510020,event_dan_00001_2_ja,event_dan_00001_2,ja,招き猫 ターボババア をグレード3まで強化しよう
e,202510020,event_dan_00001_3_ja,event_dan_00001_3,ja,招き猫 ターボババア をグレード4まで強化しよう
e,202510020,event_dan_00001_4_ja,event_dan_00001_4,ja,招き猫 ターボババア をグレード5まで強化しよう
e,202510020,event_dan_00001_5_ja,event_dan_00001_5,ja,招き猫 ターボババア をLv.20まで強化しよう
e,202510020,event_dan_00001_6_ja,event_dan_00001_6,ja,招き猫 ターボババア をLv.30まで強化しよう
e,202510020,event_dan_00001_7_ja,event_dan_00001_7,ja,招き猫 ターボババア をLv.40まで強化しよう
e,202510020,event_dan_00001_8_ja,event_dan_00001_8,ja,アイラ をグレード2まで強化しよう
e,202510020,event_dan_00001_9_ja,event_dan_00001_9,ja,アイラ をグレード3まで強化しよう
e,202510020,event_dan_00001_10_ja,event_dan_00001_10,ja,アイラ をグレード4まで強化しよう
e,202510020,event_dan_00001_11_ja,event_dan_00001_11,ja,アイラ をグレード5まで強化しよう
e,202510020,event_dan_00001_12_ja,event_dan_00001_12,ja,アイラ をLv.20まで強化しよう
e,202510020,event_dan_00001_13_ja,event_dan_00001_13,ja,アイラ をLv.30まで強化しよう
e,202510020,event_dan_00001_14_ja,event_dan_00001_14,ja,アイラ をLv.40まで強化しよう
e,202510020,event_dan_00001_15_ja,event_dan_00001_15,ja,ダンダダンいいジャン祭「ストーリークエスト1」をクリアしよう
e,202510020,event_dan_00001_16_ja,event_dan_00001_16,ja,ダンダダンいいジャン祭「ストーリークエスト2」をクリアしよう
e,202510020,event_dan_00001_17_ja,event_dan_00001_17,ja,ダンダダンいいジャン祭「チャレンジクエスト」をクリアしよう
e,202510020,event_dan_00001_18_ja,event_dan_00001_18,ja,ダンダダンいいジャン祭「高難易度クエスト」をクリアしよう
e,202510020,event_dan_00001_19_ja,event_dan_00001_19,ja,敵を10体撃破しよう
e,202510020,event_dan_00001_20_ja,event_dan_00001_20,ja,敵を20体撃破しよう
e,202510020,event_dan_00001_21_ja,event_dan_00001_21,ja,敵を30体撃破しよう
e,202510020,event_dan_00001_22_ja,event_dan_00001_22,ja,敵を40体撃破しよう
e,202510020,event_dan_00001_23_ja,event_dan_00001_23,ja,敵を50体撃破しよう
e,202510020,event_dan_00001_24_ja,event_dan_00001_24,ja,敵を100体撃破しよう
e,202511010,event_mag_00001_1_ja,event_mag_00001_1,ja,重本 浩司 をグレード2まで強化しよう
e,202511010,event_mag_00001_2_ja,event_mag_00001_2,ja,重本 浩司 をグレード3まで強化しよう
e,202511010,event_mag_00001_3_ja,event_mag_00001_3,ja,重本 浩司 をグレード4まで強化しよう
e,202511010,event_mag_00001_4_ja,event_mag_00001_4,ja,重本 浩司 をグレード5まで強化しよう
e,202511010,event_mag_00001_5_ja,event_mag_00001_5,ja,重本 浩司 をLv.20まで強化しよう
e,202511010,event_mag_00001_6_ja,event_mag_00001_6,ja,重本 浩司 をLv.30まで強化しよう
e,202511010,event_mag_00001_7_ja,event_mag_00001_7,ja,重本 浩司 をLv.40まで強化しよう
e,202511010,event_mag_00001_8_ja,event_mag_00001_8,ja,槇野 あかね をグレード2まで強化しよう
e,202511010,event_mag_00001_9_ja,event_mag_00001_9,ja,槇野 あかね をグレード3まで強化しよう
e,202511010,event_mag_00001_10_ja,event_mag_00001_10,ja,槇野 あかね をグレード4まで強化しよう
e,202511010,event_mag_00001_11_ja,event_mag_00001_11,ja,槇野 あかね をグレード5まで強化しよう
e,202511010,event_mag_00001_12_ja,event_mag_00001_12,ja,槇野 あかね をLv.20まで強化しよう
e,202511010,event_mag_00001_13_ja,event_mag_00001_13,ja,槇野 あかね をLv.30まで強化しよう
e,202511010,event_mag_00001_14_ja,event_mag_00001_14,ja,槇野 あかね をLv.40まで強化しよう
e,202511010,event_mag_00001_15_ja,event_mag_00001_15,ja,ストーリークエスト「うちの美学」をクリアしよう
e,202511010,event_mag_00001_16_ja,event_mag_00001_16,ja,ストーリークエスト「よく見てる」をクリアしよう
e,202511010,event_mag_00001_17_ja,event_mag_00001_17,ja,チャレンジクエスト「色々な魔法少女」をクリアしよう
e,202511010,event_mag_00001_18_ja,event_mag_00001_18,ja,高難易度『「怪異」現象』をクリアしよう
e,202511010,event_mag_00001_19_ja,event_mag_00001_19,ja,敵を10体撃破しよう
e,202511010,event_mag_00001_20_ja,event_mag_00001_20,ja,敵を20体撃破しよう
e,202511010,event_mag_00001_21_ja,event_mag_00001_21,ja,敵を30体撃破しよう
e,202511010,event_mag_00001_22_ja,event_mag_00001_22,ja,敵を40体撃破しよう
e,202511010,event_mag_00001_23_ja,event_mag_00001_23,ja,敵を50体撃破しよう
