シート名,id,sequence_set_id,sequence_group_id,sequence_element_id,priority_sequence_element_id,condition_type,condition_value,action_type,action_value,action_value2,summon_count,summon_interval,summon_animation_type,summon_position,move_start_condition_type,move_start_condition_value,move_stop_condition_type,move_stop_condition_value,move_restart_condition_type,move_restart_condition_value,move_loop_count,is_summon_unit_outpost_damage_invalidation,last_boss_trigger,aura_type,death_type,enemy_hp_coef,enemy_attack_coef,enemy_speed_coef,override_drop_battle_point,defeated_score,action_delay,deactivation_condition_type,deactivation_condition_value,release_key
3話_Ex,,veryhard_osh_00003,,1,,InitialSummon,0,SummonEnemy,e_glo_00002_general_osh_h_Normal_Colorless,,1,0,None,0.5,ElapsedTime,600,None,,None,,,FALSE,,Default,Normal,70,13,1,100,0,,None,,202512020
3話_Ex,,veryhard_osh_00003,,2,,InitialSummon,0,SummonEnemy,e_glo_00002_general_osh_h_Normal_Colorless,,1,0,None,0.8,EnterTargetKoma,2,None,,None,,,FALSE,,Default,Normal,70,13,1,100,0,,None,,202512020
3話_Ex,,veryhard_osh_00003,,3,,InitialSummon,0,SummonEnemy,e_glo_00002_general_osh_vh_Normal_Blue,,1,0,None,1.2,EnterTargetKoma,2,None,,None,,,FALSE,,Default,Normal,55,5,1,100,0,,None,,202512020
3話_Ex,,veryhard_osh_00003,,4,,InitialSummon,0,SummonEnemy,e_glo_00002_general_osh_vh_Normal_Blue,,1,0,None,1.3,EnterTargetKoma,2,None,,None,,,FALSE,,Default,Normal,55,5,1,100,0,,None,,202512020
3話_Ex,,veryhard_osh_00003,,5,,InitialSummon,0,SummonEnemy,e_glo_00002_general_osh_vh_Normal_Blue,,1,0,None,1.7,EnterTargetKoma,2,None,,None,,,FALSE,,Default,Normal,55,5,1,100,0,,None,,202512020
3話_Ex,,veryhard_osh_00003,,6,,InitialSummon,0,SummonEnemy,e_glo_00002_general_osh_vh_Normal_Blue,,1,0,None,1.8,EnterTargetKoma,2,None,,None,,,FALSE,,Default,Normal,55,5,1,100,0,,None,,202512020
3話_Ex,,veryhard_osh_00003,,7,,InitialSummon,0,SummonEnemy,e_glo_00002_general_osh_vh_Normal_Blue,,1,0,None,2.1,EnterTargetKoma,3,None,,None,,,FALSE,,Default,Normal,55,5,1,100,0,,None,,202512020
3話_Ex,,veryhard_osh_00003,,8,,InitialSummon,0,SummonEnemy,e_glo_00002_general_osh_vh_Normal_Blue,,1,0,None,2.3,EnterTargetKoma,3,None,,None,,,FALSE,,Default,Normal,55,5,1,100,0,,None,,202512020
3話_Ex,,veryhard_osh_00003,,9,,InitialSummon,0,SummonEnemy,e_glo_00002_general_osh_vh_Normal_Blue,,1,0,None,2.7,EnterTargetKoma,4,None,,None,,,FALSE,,Default,Normal,55,5,1,100,0,,None,,202512020
3話_Ex,,veryhard_osh_00003,,10,,EnterTargetKomaIndex,0,SummonEnemy,c_osh_00001_general_osh_vh_Boss_Red,,1,0,Fall0,1.5,None,,None,,None,,,FALSE,,Default,Normal,1500,10,1,200,0,,None,,202512020
3話_Ex,,veryhard_osh_00003,,11,,FriendUnitDead,1,SummonEnemy,e_glo_00002_general_osh_h_Normal_Colorless,,10,500,None,,None,,None,,None,,,FALSE,,Default,Normal,70,13,1,40,0,,None,,202512020
3話_Ex,,veryhard_osh_00003,,12,,FriendUnitDead,2,SummonEnemy,e_glo_00002_general_osh_h_Normal_Colorless,,3,250,None,,None,,None,,None,,,FALSE,,Default,Normal,70,13,1,40,0,,None,,202512020
3話_Ex,,veryhard_osh_00003,,13,,FriendUnitDead,3,SummonEnemy,e_glo_00002_general_osh_vh_Normal_Blue,,5,500,None,,None,,None,,None,,,FALSE,,Default,Normal,55,5,1,40,0,,None,,202512020
3話_Ex,,veryhard_osh_00003,,14,,FriendUnitDead,4,SummonEnemy,e_glo_00002_general_osh_vh_Normal_Blue,,3,250,None,,None,,None,,None,,,FALSE,,Default,Normal,55,5,1,40,0,,None,,202512020
3話_Ex,,veryhard_osh_00003,,15,,FriendUnitDead,5,SummonEnemy,e_glo_00002_general_osh_vh_Normal_Blue,,3,250,Fall0,1.7,EnterTargetKoma,,None,,None,,,FALSE,,Default,Normal,55,5,1,40,0,,None,,202512020
3話_Ex,,veryhard_osh_00003,,16,,FriendUnitDead,6,SummonEnemy,e_glo_00002_general_osh_vh_Normal_Blue,,3,250,Fall0,1.8,EnterTargetKoma,,None,,None,,,FALSE,,Default,Normal,55,5,1,40,0,,None,,202512020
3話_Ex,,veryhard_osh_00003,,17,,FriendUnitDead,7,SummonEnemy,e_glo_00002_general_osh_h_Normal_Colorless,,4,250,Fall0,2.1,EnterTargetKoma,,None,,None,,,FALSE,,Default,Normal,70,13,1,40,0,,None,,202512020
3話_Ex,,veryhard_osh_00003,,18,,FriendUnitDead,8,SummonEnemy,e_glo_00002_general_osh_h_Normal_Colorless,,4,250,Fall0,2.3,EnterTargetKoma,,None,,None,,,FALSE,,Default,Normal,70,13,1,40,0,,None,,202512020
