ENABLE,id,release_key,mst_dummy_user_id,mst_artwork_id
e,DummyUserArtwork0,202509010,broze_0_user1,artwork_spy_0001
e,DummyUserArtwork1,202509010,broze_0_user2,artwork_spy_0001
e,DummyUserArtwork2,202509010,broze_0_user3,artwork_spy_0001
e,DummyUserArtwork3,202509010,broze_0_user4,artwork_spy_0001
e,DummyUserArtwork4,202509010,broze_0_user5,artwork_spy_0001
e,DummyUserArtwork5,202509010,broze_0_user6,artwork_spy_0001
e,DummyUserArtwork6,202509010,bronze_1_user1,artwork_spy_0001
e,DummyUserArtwork7,202509010,bronze_1_user2,artwork_spy_0001
e,DummyUserArtwork8,202509010,bronze_1_user3,artwork_spy_0001
e,DummyUserArtwork9,202509010,bronze_1_user4,artwork_spy_0001
e,DummyUserArtwork10,202509010,bronze_1_user5,artwork_spy_0001
e,DummyUserArtwork11,202509010,bronze_1_user6,artwork_spy_0001
e,DummyUserArtwork12,202509010,bronze_2_user1,artwork_spy_0001
e,DummyUserArtwork13,202509010,bronze_2_user2,artwork_spy_0001
e,DummyUserArtwork14,202509010,bronze_2_user3,artwork_spy_0001
e,DummyUserArtwork15,202509010,bronze_2_user4,artwork_spy_0001
e,DummyUserArtwork16,202509010,bronze_2_user5,artwork_spy_0001
e,DummyUserArtwork17,202509010,bronze_2_user6,artwork_spy_0001
e,DummyUserArtwork18,202509010,bronze_3_user1,artwork_spy_0001
e,DummyUserArtwork19,202509010,bronze_3_user2,artwork_spy_0001
e,DummyUserArtwork20,202509010,bronze_3_user3,artwork_spy_0001
e,DummyUserArtwork21,202509010,bronze_3_user4,artwork_spy_0001
e,DummyUserArtwork22,202509010,bronze_3_user5,artwork_spy_0001
e,DummyUserArtwork23,202509010,bronze_3_user6,artwork_spy_0001
e,DummyUserArtwork24,202509010,bronze_4_user1,artwork_spy_0001
e,DummyUserArtwork25,202509010,bronze_4_user2,artwork_spy_0001
e,DummyUserArtwork26,202509010,bronze_4_user3,artwork_spy_0001
e,DummyUserArtwork27,202509010,bronze_4_user4,artwork_spy_0001
e,DummyUserArtwork28,202509010,bronze_4_user5,artwork_spy_0001
e,DummyUserArtwork29,202509010,bronze_4_user6,artwork_spy_0001
e,DummyUserArtwork30,202509010,Silver_1_user1,artwork_gom_0002
e,DummyUserArtwork31,202509010,Silver_1_user2,artwork_gom_0002
e,DummyUserArtwork32,202509010,Silver_1_user3,artwork_gom_0002
e,DummyUserArtwork33,202509010,Silver_1_user4,artwork_gom_0002
e,DummyUserArtwork34,202509010,Silver_1_user5,artwork_gom_0002
e,DummyUserArtwork35,202509010,Silver_1_user6,artwork_gom_0002
e,DummyUserArtwork36,202509010,Silver_2_user1,artwork_gom_0002
e,DummyUserArtwork37,202509010,Silver_2_user2,artwork_gom_0002
e,DummyUserArtwork38,202509010,Silver_2_user3,artwork_gom_0002
e,DummyUserArtwork39,202509010,Silver_2_user4,artwork_gom_0002
e,DummyUserArtwork40,202509010,Silver_2_user5,artwork_gom_0002
e,DummyUserArtwork41,202509010,Silver_2_user6,artwork_gom_0002
e,DummyUserArtwork42,202509010,Silver_3_user1,artwork_gom_0002
e,DummyUserArtwork43,202509010,Silver_3_user2,artwork_gom_0002
e,DummyUserArtwork44,202509010,Silver_3_user3,artwork_gom_0002
e,DummyUserArtwork45,202509010,Silver_3_user4,artwork_gom_0002
e,DummyUserArtwork46,202509010,Silver_3_user5,artwork_gom_0002
e,DummyUserArtwork47,202509010,Silver_3_user6,artwork_gom_0002
e,DummyUserArtwork48,202509010,Silver_4_user1,artwork_gom_0002
e,DummyUserArtwork49,202509010,Silver_4_user2,artwork_gom_0002
e,DummyUserArtwork50,202509010,Silver_4_user3,artwork_gom_0002
e,DummyUserArtwork51,202509010,Silver_4_user4,artwork_gom_0002
e,DummyUserArtwork52,202509010,Silver_4_user5,artwork_gom_0002
e,DummyUserArtwork53,202509010,Silver_4_user6,artwork_gom_0002
e,DummyUserArtwork54,202509010,Gold_1_user1,artwork_aka_0001
e,DummyUserArtwork55,202509010,Gold_1_user2,artwork_aka_0001
e,DummyUserArtwork56,202509010,Gold_1_user3,artwork_aka_0001
e,DummyUserArtwork57,202509010,Gold_1_user4,artwork_aka_0001
e,DummyUserArtwork58,202509010,Gold_1_user5,artwork_aka_0001
e,DummyUserArtwork59,202509010,Gold_1_user6,artwork_aka_0001
e,DummyUserArtwork60,202509010,Gold_2_user1,artwork_aka_0001
e,DummyUserArtwork61,202509010,Gold_2_user2,artwork_aka_0001
e,DummyUserArtwork62,202509010,Gold_2_user3,artwork_aka_0001
e,DummyUserArtwork63,202509010,Gold_2_user4,artwork_aka_0001
e,DummyUserArtwork64,202509010,Gold_2_user5,artwork_aka_0001
e,DummyUserArtwork65,202509010,Gold_2_user6,artwork_aka_0001
e,DummyUserArtwork66,202509010,Gold_3_user1,artwork_aka_0001
e,DummyUserArtwork67,202509010,Gold_3_user2,artwork_aka_0001
e,DummyUserArtwork68,202509010,Gold_3_user3,artwork_aka_0001
e,DummyUserArtwork69,202509010,Gold_3_user4,artwork_aka_0001
e,DummyUserArtwork70,202509010,Gold_3_user5,artwork_aka_0001
e,DummyUserArtwork71,202509010,Gold_3_user6,artwork_aka_0001
e,DummyUserArtwork72,202509010,Gold_4_user1,artwork_aka_0001
e,DummyUserArtwork73,202509010,Gold_4_user2,artwork_aka_0001
e,DummyUserArtwork74,202509010,Gold_4_user3,artwork_aka_0001
e,DummyUserArtwork75,202509010,Gold_4_user4,artwork_aka_0001
e,DummyUserArtwork76,202509010,Gold_4_user5,artwork_aka_0001
e,DummyUserArtwork77,202509010,Gold_4_user6,artwork_aka_0001
e,DummyUserArtwork78,202509010,Platinum_1_user1,artwork_kai_0001
e,DummyUserArtwork79,202509010,Platinum_1_user2,artwork_kai_0001
e,DummyUserArtwork80,202509010,Platinum_1_user3,artwork_kai_0001
e,DummyUserArtwork81,202509010,Platinum_1_user4,artwork_kai_0001
e,DummyUserArtwork82,202509010,Platinum_1_user5,artwork_kai_0001
e,DummyUserArtwork83,202509010,Platinum_1_user6,artwork_kai_0001
e,DummyUserArtwork84,202509010,Platinum_2_user1,artwork_kai_0001
e,DummyUserArtwork85,202509010,Platinum_2_user2,artwork_kai_0001
e,DummyUserArtwork86,202509010,Platinum_2_user3,artwork_kai_0001
e,DummyUserArtwork87,202509010,Platinum_2_user4,artwork_kai_0001
e,DummyUserArtwork88,202509010,Platinum_2_user5,artwork_kai_0001
e,DummyUserArtwork89,202509010,Platinum_2_user6,artwork_kai_0001
e,DummyUserArtwork90,202509010,Platinum_3_user1,artwork_kai_0001
e,DummyUserArtwork91,202509010,Platinum_3_user2,artwork_kai_0001
e,DummyUserArtwork92,202509010,Platinum_3_user3,artwork_kai_0001
e,DummyUserArtwork93,202509010,Platinum_3_user4,artwork_kai_0001
e,DummyUserArtwork94,202509010,Platinum_3_user5,artwork_kai_0001
e,DummyUserArtwork95,202509010,Platinum_3_user6,artwork_kai_0001
e,DummyUserArtwork96,202509010,Platinum_4_user1,artwork_kai_0001
e,DummyUserArtwork97,202509010,Platinum_4_user2,artwork_kai_0001
e,DummyUserArtwork98,202509010,Platinum_4_user3,artwork_kai_0001
e,DummyUserArtwork99,202509010,Platinum_4_user4,artwork_kai_0001
e,DummyUserArtwork100,202509010,Platinum_4_user5,artwork_kai_0001
e,DummyUserArtwork101,202509010,Platinum_4_user6,artwork_kai_0001
