ENABLE,id,mst_advent_battle_reward_group_id,resource_type,resource_id,resource_amount,release_key
e,quest_raid_jig1_reward_group_00001_01_01,quest_raid_jig1_reward_group_00001_01,FreeDiamond,prism_glo_00001,20,202601010
e,quest_raid_jig1_reward_group_00001_02_01,quest_raid_jig1_reward_group_00001_02,Coin,,1500,202601010
e,quest_raid_jig1_reward_group_00001_03_01,quest_raid_jig1_reward_group_00001_03,FreeDiamond,prism_glo_00001,30,202601010
e,quest_raid_jig1_reward_group_00001_04_01,quest_raid_jig1_reward_group_00001_04,Coin,,3000,202601010
e,quest_raid_jig1_reward_group_00001_05_01,quest_raid_jig1_reward_group_00001_05,FreeDiamond,prism_glo_00001,50,202601010
e,quest_raid_jig1_reward_group_00001_06_01,quest_raid_jig1_reward_group_00001_06,Coin,,4500,202601010
e,quest_raid_jig1_reward_group_00001_07_01,quest_raid_jig1_reward_group_00001_07,FreeDiamond,prism_glo_00001,50,202601010
e,quest_raid_jig1_reward_group_00001_08_01,quest_raid_jig1_reward_group_00001_08,Coin,,6000,202601010
e,quest_raid_jig1_reward_group_00001_09_01,quest_raid_jig1_reward_group_00001_09,FreeDiamond,prism_glo_00001,100,202601010
e,quest_raid_jig1_reward_group_00001_10_01,quest_raid_jig1_reward_group_00001_10,Item,memoryfragment_glo_00003,1,202601010
e,quest_raid_jig1_reward_group_00001_11_01,quest_raid_jig1_reward_group_00001_11,Item,ticket_glo_00002,1,202601010
e,quest_raid_jig1_reward_group_00001_12_01,quest_raid_jig1_reward_group_00001_12,Coin,,10000,202601010
e,quest_raid_jig1_reward_group_00001_rank_01_01,quest_raid_jig1_reward_group_00001_rank_01,FreeDiamond,prism_glo_00001,10,202601010
e,quest_raid_jig1_reward_group_00001_rank_01_02,quest_raid_jig1_reward_group_00001_rank_01,Coin,,1000,202601010
e,quest_raid_jig1_reward_group_00001_rank_01_03,quest_raid_jig1_reward_group_00001_rank_01,Item,memoryfragment_glo_00001,1,202601010
e,quest_raid_jig1_reward_group_00001_rank_02_01,quest_raid_jig1_reward_group_00001_rank_02,FreeDiamond,prism_glo_00001,10,202601010
e,quest_raid_jig1_reward_group_00001_rank_02_02,quest_raid_jig1_reward_group_00001_rank_02,Coin,,1000,202601010
e,quest_raid_jig1_reward_group_00001_rank_02_03,quest_raid_jig1_reward_group_00001_rank_02,Item,memoryfragment_glo_00001,1,202601010
e,quest_raid_jig1_reward_group_00001_rank_03_01,quest_raid_jig1_reward_group_00001_rank_03,FreeDiamond,prism_glo_00001,10,202601010
e,quest_raid_jig1_reward_group_00001_rank_03_02,quest_raid_jig1_reward_group_00001_rank_03,Coin,,1000,202601010
e,quest_raid_jig1_reward_group_00001_rank_03_03,quest_raid_jig1_reward_group_00001_rank_03,Item,memoryfragment_glo_00001,1,202601010
e,quest_raid_jig1_reward_group_00001_rank_04_01,quest_raid_jig1_reward_group_00001_rank_04,FreeDiamond,prism_glo_00001,10,202601010
e,quest_raid_jig1_reward_group_00001_rank_04_02,quest_raid_jig1_reward_group_00001_rank_04,Coin,,1000,202601010
