ENABLE,id,mst_stage_id,reset_type,clearable_count,ad_challenge_count,mst_stage_rule_group_id,start_at,end_at,release_key,background_asset_key
e,121,event_jig1_1day_00001,Daily,1,0,,2026-01-16 15:00:00,2026-02-02 03:59:59,202601010,jig_00003
e,122,event_jig1_charaget01_00001,,"",0,,2026-01-16 15:00:00,2026-02-16 10:59:59,202601010,jig_00001
e,123,event_jig1_charaget01_00002,,"",0,,2026-01-16 15:00:00,2026-02-16 10:59:59,202601010,jig_00001
e,124,event_jig1_charaget01_00003,,"",0,,2026-01-16 15:00:00,2026-02-16 10:59:59,202601010,jig_00001
e,125,event_jig1_charaget01_00004,,"",0,,2026-01-16 15:00:00,2026-02-16 10:59:59,202601010,jig_00001
e,126,event_jig1_charaget01_00005,,"",0,,2026-01-16 15:00:00,2026-02-16 10:59:59,202601010,jig_00001
e,127,event_jig1_charaget01_00006,,"",0,,2026-01-16 15:00:00,2026-02-16 10:59:59,202601010,jig_00001
e,128,event_jig1_charaget01_00007,,"",0,,2026-01-16 15:00:00,2026-02-16 10:59:59,202601010,jig_00001
e,129,event_jig1_charaget01_00008,,"",0,,2026-01-16 15:00:00,2026-02-16 10:59:59,202601010,jig_00001
e,130,event_jig1_savage_00001,,"",0,,2026-01-16 15:00:00,2026-02-16 10:59:59,202601010,jig_00001
e,131,event_jig1_savage_00002,,"",0,,2026-01-16 15:00:00,2026-02-16 10:59:59,202601010,jig_00001
e,132,event_jig1_savage_00003,,"",0,,2026-01-16 15:00:00,2026-02-16 10:59:59,202601010,jig_00001
e,133,event_jig1_charaget02_00001,,"",0,,2026-01-21 15:00:00,2026-02-16 10:59:59,202601010,jig_00002
e,134,event_jig1_charaget02_00002,,"",0,,2026-01-21 15:00:00,2026-02-16 10:59:59,202601010,jig_00002
e,135,event_jig1_charaget02_00003,,"",0,,2026-01-21 15:00:00,2026-02-16 10:59:59,202601010,jig_00002
e,136,event_jig1_charaget02_00004,,"",0,,2026-01-21 15:00:00,2026-02-16 10:59:59,202601010,jig_00002
e,137,event_jig1_charaget02_00005,,"",0,,2026-01-21 15:00:00,2026-02-16 10:59:59,202601010,jig_00002
e,138,event_jig1_charaget02_00006,,"",0,,2026-01-21 15:00:00,2026-02-16 10:59:59,202601010,jig_00002
e,139,event_jig1_charaget02_00007,,"",0,,2026-01-21 15:00:00,2026-02-16 10:59:59,202601010,jig_00002
e,140,event_jig1_charaget02_00008,,"",0,,2026-01-21 15:00:00,2026-02-16 10:59:59,202601010,jig_00002
e,141,event_jig1_challenge01_00001,,"",0,,2026-01-16 15:00:00,2026-02-16 10:59:59,202601010,jig_00001
e,142,event_jig1_challenge01_00002,,"",0,,2026-01-16 15:00:00,2026-02-16 10:59:59,202601010,jig_00001
e,143,event_jig1_challenge01_00003,,"",0,,2026-01-16 15:00:00,2026-02-16 10:59:59,202601010,jig_00001
e,144,event_jig1_challenge01_00004,,"",0,,2026-01-16 15:00:00,2026-02-16 10:59:59,202601010,jig_00001
