ENABLE,release_key,id,mst_artwork_fragment_id,position
e,202511020,artwork_fragment_event_yuw_00001,artwork_fragment_event_yuw_00001,12
e,202511020,artwork_fragment_event_yuw_00002,artwork_fragment_event_yuw_00002,4
e,202511020,artwork_fragment_event_yuw_00003,artwork_fragment_event_yuw_00003,1
e,202511020,artwork_fragment_event_yuw_00004,artwork_fragment_event_yuw_00004,10
e,202511020,artwork_fragment_event_yuw_00005,artwork_fragment_event_yuw_00005,11
e,202511020,artwork_fragment_event_yuw_00006,artwork_fragment_event_yuw_00006,3
e,202511020,artwork_fragment_event_yuw_00007,artwork_fragment_event_yuw_00007,15
e,202511020,artwork_fragment_event_yuw_00008,artwork_fragment_event_yuw_00008,6
e,202511020,artwork_fragment_event_yuw_00009,artwork_fragment_event_yuw_00009,5
e,202511020,artwork_fragment_event_yuw_00010,artwork_fragment_event_yuw_00010,9
e,202511020,artwork_fragment_event_yuw_00011,artwork_fragment_event_yuw_00011,8
e,202511020,artwork_fragment_event_yuw_00012,artwork_fragment_event_yuw_00012,2
e,202511020,artwork_fragment_event_yuw_00013,artwork_fragment_event_yuw_00013,16
e,202511020,artwork_fragment_event_yuw_00014,artwork_fragment_event_yuw_00014,7
e,202511020,artwork_fragment_event_yuw_00015,artwork_fragment_event_yuw_00015,13
e,202511020,artwork_fragment_event_yuw_00016,artwork_fragment_event_yuw_00016,14
e,202511020,artwork_fragment_event_yuw_00101,artwork_fragment_event_yuw_00101,5
e,202511020,artwork_fragment_event_yuw_00102,artwork_fragment_event_yuw_00102,14
e,202511020,artwork_fragment_event_yuw_00103,artwork_fragment_event_yuw_00103,8
e,202511020,artwork_fragment_event_yuw_00104,artwork_fragment_event_yuw_00104,9
e,202511020,artwork_fragment_event_yuw_00105,artwork_fragment_event_yuw_00105,4
e,202511020,artwork_fragment_event_yuw_00106,artwork_fragment_event_yuw_00106,12
e,202511020,artwork_fragment_event_yuw_00107,artwork_fragment_event_yuw_00107,3
e,202511020,artwork_fragment_event_yuw_00108,artwork_fragment_event_yuw_00108,1
e,202511020,artwork_fragment_event_yuw_00109,artwork_fragment_event_yuw_00109,10
e,202511020,artwork_fragment_event_yuw_00110,artwork_fragment_event_yuw_00110,13
e,202511020,artwork_fragment_event_yuw_00111,artwork_fragment_event_yuw_00111,6
e,202511020,artwork_fragment_event_yuw_00112,artwork_fragment_event_yuw_00112,16
e,202511020,artwork_fragment_event_yuw_00113,artwork_fragment_event_yuw_00113,15
e,202511020,artwork_fragment_event_yuw_00114,artwork_fragment_event_yuw_00114,2
e,202511020,artwork_fragment_event_yuw_00115,artwork_fragment_event_yuw_00115,11
e,202511020,artwork_fragment_event_yuw_00116,artwork_fragment_event_yuw_00116,7
