ENABLE,id,mst_stage_id,reset_type,clearable_count,ad_challenge_count,mst_stage_rule_group_id,start_at,end_at,release_key,background_asset_key
e,95,event_yuw1_1day_00001,Daily,1,0,__NULL__,"2025-11-25 15:00:00","2025-12-08 03:59:59",202511020,glo_00011
e,96,event_yuw1_charaget01_00001,__NULL__,,0,__NULL__,"2025-11-25 15:00:00","2025-12-31 23:59:59",202511020,glo_00008
e,97,event_yuw1_charaget01_00002,__NULL__,,0,__NULL__,"2025-11-25 15:00:00","2025-12-31 23:59:59",202511020,glo_00008
e,98,event_yuw1_charaget01_00003,__NULL__,,0,__NULL__,"2025-11-25 15:00:00","2025-12-31 23:59:59",202511020,glo_00008
e,99,event_yuw1_charaget01_00004,__NULL__,,0,__NULL__,"2025-11-25 15:00:00","2025-12-31 23:59:59",202511020,glo_00008
e,100,event_yuw1_charaget01_00005,__NULL__,,0,__NULL__,"2025-11-25 15:00:00","2025-12-31 23:59:59",202511020,glo_00008
e,101,event_yuw1_charaget01_00006,__NULL__,,0,__NULL__,"2025-11-25 15:00:00","2025-12-31 23:59:59",202511020,glo_00008
e,102,event_yuw1_charaget01_00007,__NULL__,,0,__NULL__,"2025-11-25 15:00:00","2025-12-31 23:59:59",202511020,glo_00008
e,103,event_yuw1_charaget01_00008,__NULL__,,0,__NULL__,"2025-11-25 15:00:00","2025-12-31 23:59:59",202511020,glo_00008
e,104,event_yuw1_charaget02_00001,__NULL__,,0,__NULL__,"2025-12-01 15:00:00","2025-12-31 23:59:59",202511020,glo_00008
e,105,event_yuw1_charaget02_00002,__NULL__,,0,__NULL__,"2025-12-01 15:00:00","2025-12-31 23:59:59",202511020,glo_00008
e,106,event_yuw1_charaget02_00003,__NULL__,,0,__NULL__,"2025-12-01 15:00:00","2025-12-31 23:59:59",202511020,glo_00008
e,107,event_yuw1_charaget02_00004,__NULL__,,0,__NULL__,"2025-12-01 15:00:00","2025-12-31 23:59:59",202511020,glo_00008
e,108,event_yuw1_charaget02_00005,__NULL__,,0,__NULL__,"2025-12-01 15:00:00","2025-12-31 23:59:59",202511020,glo_00008
e,109,event_yuw1_charaget02_00006,__NULL__,,0,__NULL__,"2025-12-01 15:00:00","2025-12-31 23:59:59",202511020,glo_00008
e,110,event_yuw1_charaget02_00007,__NULL__,,0,__NULL__,"2025-12-01 15:00:00","2025-12-31 23:59:59",202511020,glo_00008
e,111,event_yuw1_charaget02_00008,__NULL__,,0,__NULL__,"2025-12-01 15:00:00","2025-12-31 23:59:59",202511020,glo_00008
e,112,event_yuw1_challenge01_00001,__NULL__,,0,__NULL__,"2025-11-25 15:00:00","2025-12-31 23:59:59",202511020,yuw_00003
e,113,event_yuw1_challenge01_00002,__NULL__,,0,__NULL__,"2025-11-25 15:00:00","2025-12-31 23:59:59",202511020,yuw_00003
e,114,event_yuw1_challenge01_00003,__NULL__,,0,__NULL__,"2025-11-25 15:00:00","2025-12-31 23:59:59",202511020,yuw_00003
e,115,event_yuw1_challenge01_00004,__NULL__,,0,__NULL__,"2025-11-25 15:00:00","2025-12-31 23:59:59",202511020,yuw_00003
e,116,event_yuw1_savage_00001,__NULL__,,0,__NULL__,"2025-11-25 15:00:00","2025-12-31 23:59:59",202511020,glo_00024
e,117,event_yuw1_savage_00002,__NULL__,,0,__NULL__,"2025-11-25 15:00:00","2025-12-31 23:59:59",202511020,glo_00024
e,118,event_yuw1_savage_00003,__NULL__,,0,__NULL__,"2025-11-25 15:00:00","2025-12-31 23:59:59",202511020,glo_00024
