ENABLE,id,mst_exchange_lineup_id,cost_type,cost_id,cost_amount,release_key
e,event_kim_00001_01_lineup_00001,event_kim_00001_01_lineup_00001,Item,item_glo_00001,10000,202602010
e,event_kim_00001_01_lineup_00002,event_kim_00001_01_lineup_00002,Item,item_glo_00001,20000,202602010
e,event_kim_00001_01_lineup_00003,event_kim_00001_01_lineup_00003,Item,item_glo_00001,1000,202602010
e,event_kim_00001_01_lineup_00004,event_kim_00001_01_lineup_00004,Item,item_glo_00001,15000,202602010
e,event_kim_00001_01_lineup_00005,event_kim_00001_01_lineup_00005,Item,item_glo_00001,5000,202602010
e,event_kim_00001_01_lineup_00006,event_kim_00001_01_lineup_00006,Item,item_glo_00001,10000,202602010
e,event_kim_00001_01_lineup_00007,event_kim_00001_01_lineup_00007,Item,item_glo_00001,1000,202602010
e,event_kim_00001_01_lineup_00008,event_kim_00001_01_lineup_00008,Item,item_glo_00001,2000,202602010
e,event_kim_00001_01_lineup_00009,event_kim_00001_01_lineup_00009,Item,item_glo_00001,5000,202602010
e,event_kim_00001_01_lineup_00010,event_kim_00001_01_lineup_00010,Item,item_glo_00001,10000,202602010
