ENABLE,id,release_key,group_id,resource_type,resource_id,resource_amount,sort_order,備考
e,mission_reward_kim_001,202602010,kim_00001_event_reward_01,Coin,,5000,1,100カノいいジャン祭
e,mission_reward_kim_002,202602010,kim_00001_event_reward_02,Coin,,5000,1,100カノいいジャン祭
e,mission_reward_kim_003,202602010,kim_00001_event_reward_03,Coin,,5000,1,100カノいいジャン祭
e,mission_reward_kim_004,202602010,kim_00001_event_reward_04,Item,ticket_glo_00003,1,1,100カノいいジャン祭
e,mission_reward_kim_005,202602010,kim_00001_event_reward_05,Coin,,10000,1,100カノいいジャン祭
e,mission_reward_kim_006,202602010,kim_00001_event_reward_06,Item,ticket_glo_00001,1,1,100カノいいジャン祭
e,mission_reward_kim_007,202602010,kim_00001_event_reward_07,Item,piece_kim_00101,10,1,100カノいいジャン祭
e,mission_reward_kim_008,202602010,kim_00001_event_reward_08,Item,ticket_glo_00001,1,1,100カノいいジャン祭
e,mission_reward_kim_009,202602010,kim_00001_event_reward_09,Item,piece_kim_00201,10,1,100カノいいジャン祭
e,mission_reward_kim_010,202602010,kim_00001_event_reward_10,Item,ticket_glo_00001,1,1,100カノいいジャン祭
e,mission_reward_kim_011,202602010,kim_00001_event_reward_11,FreeDiamond,,50,1,100カノいいジャン祭
e,mission_reward_kim_012,202602010,kim_00001_event_reward_12,Item,ticket_glo_00003,1,1,100カノいいジャン祭
e,mission_reward_kim_013,202602010,kim_00001_event_reward_13,Item,piece_kim_00301,10,1,100カノいいジャン祭
e,mission_reward_kim_014,202602010,kim_00001_event_reward_14,Item,ticket_glo_00001,1,1,100カノいいジャン祭
e,mission_reward_kim_015,202602010,kim_00001_event_reward_15,Item,memoryfragment_glo_00003,1,1,100カノいいジャン祭
e,mission_reward_kim_016,202602010,kim_00001_event_reward_16,Item,ticket_glo_00001,1,1,100カノいいジャン祭
e,mission_reward_kim_017,202602010,kim_00001_event_reward_17,Item,ticket_glo_00003,1,1,100カノいいジャン祭
e,mission_reward_kim_018,202602010,kim_00001_event_reward_18,Item,ticket_glo_00001,1,1,100カノいいジャン祭
e,mission_reward_kim_019,202602010,kim_00001_event_reward_19,FreeDiamond,,50,1,100カノいいジャン祭
e,mission_reward_kim_020,202602010,kim_00001_event_reward_20,Item,ticket_glo_00001,1,1,100カノいいジャン祭
e,mission_reward_kim_021,202602010,kim_00001_event_reward_21,Item,memoryfragment_glo_00003,1,1,100カノいいジャン祭
e,mission_reward_kim_022,202602010,kim_00001_event_reward_22,Item,ticket_glo_00002,1,1,100カノいいジャン祭
e,mission_reward_kim_023,202602010,kim_00001_event_reward_23,Coin,,10000,1,100カノいいジャン祭
e,mission_reward_kim_024,202602010,kim_00001_event_reward_24,Coin,,15000,1,100カノいいジャン祭
e,mission_reward_kim_025,202602010,kim_00001_event_reward_25,Item,ticket_glo_00001,3,1,100カノいいジャン祭
e,mission_reward_kim_026,202602010,kim_00001_event_reward_26,Item,ticket_glo_00003,1,1,100カノいいジャン祭
e,mission_reward_kim_027,202602010,kim_00001_event_reward_27,Item,memoryfragment_glo_00001,5,1,100カノいいジャン祭
e,mission_reward_kim_028,202602010,kim_00001_event_reward_28,Item,memoryfragment_glo_00001,5,1,100カノいいジャン祭
e,mission_reward_kim_029,202602010,kim_00001_event_reward_29,Item,memoryfragment_glo_00001,5,1,100カノいいジャン祭
e,mission_reward_kim_030,202602010,kim_00001_event_reward_30,Item,memoryfragment_glo_00001,5,1,100カノいいジャン祭
e,mission_reward_kim_031,202602010,kim_00001_event_reward_31,Item,memoryfragment_glo_00001,10,1,100カノいいジャン祭
e,mission_reward_kim_032,202602010,kim_00001_event_reward_32,Item,memoryfragment_glo_00002,5,1,100カノいいジャン祭
e,mission_reward_kim_033,202602010,kim_00001_event_reward_33,Item,memoryfragment_glo_00002,5,1,100カノいいジャン祭
e,mission_reward_kim_034,202602010,kim_00001_event_reward_34,Item,memoryfragment_glo_00002,5,1,100カノいいジャン祭
e,mission_reward_kim_035,202602010,kim_00001_event_reward_35,Item,memoryfragment_glo_00002,5,1,100カノいいジャン祭
e,mission_reward_kim_036,202602010,kim_00001_event_reward_36,Item,memoryfragment_glo_00003,1,1,100カノいいジャン祭
e,mission_reward_kim_037,202602010,kim_00001_event_reward_37,Item,memoryfragment_glo_00003,1,1,100カノいいジャン祭
e,mission_reward_kim_038,202602010,kim_00001_event_reward_38,Item,memoryfragment_glo_00003,1,1,100カノいいジャン祭
e,mission_reward_kim_039,202602010,kim_00001_event_reward_39,Item,ticket_glo_00003,1,1,100カノいいジャン祭
