ENABLE,id,mst_advent_battle_id,reward_category,condition_value,release_key
e,quest_raid_kim1_reward_group_00001_01,quest_raid_kim1_00001,MaxScore,5000,202602010
e,quest_raid_kim1_reward_group_00001_02,quest_raid_kim1_00001,MaxScore,10000,202602010
e,quest_raid_kim1_reward_group_00001_03,quest_raid_kim1_00001,MaxScore,15000,202602010
e,quest_raid_kim1_reward_group_00001_04,quest_raid_kim1_00001,MaxScore,20000,202602010
e,quest_raid_kim1_reward_group_00001_05,quest_raid_kim1_00001,MaxScore,30000,202602010
e,quest_raid_kim1_reward_group_00001_06,quest_raid_kim1_00001,MaxScore,40000,202602010
e,quest_raid_kim1_reward_group_00001_07,quest_raid_kim1_00001,MaxScore,50000,202602010
e,quest_raid_kim1_reward_group_00001_08,quest_raid_kim1_00001,MaxScore,75000,202602010
e,quest_raid_kim1_reward_group_00001_09,quest_raid_kim1_00001,MaxScore,100000,202602010
e,quest_raid_kim1_reward_group_00001_10,quest_raid_kim1_00001,MaxScore,150000,202602010
e,quest_raid_kim1_reward_group_00001_11,quest_raid_kim1_00001,MaxScore,200000,202602010
e,quest_raid_kim1_reward_group_00001_37,quest_raid_kim1_00001,Rank,quest_raid_kim1_00001_rank_01,202602010
e,quest_raid_kim1_reward_group_00001_38,quest_raid_kim1_00001,Rank,quest_raid_kim1_00001_rank_02,202602010
e,quest_raid_kim1_reward_group_00001_39,quest_raid_kim1_00001,Rank,quest_raid_kim1_00001_rank_03,202602010
e,quest_raid_kim1_reward_group_00001_40,quest_raid_kim1_00001,Rank,quest_raid_kim1_00001_rank_04,202602010
e,quest_raid_kim1_reward_group_00001_41,quest_raid_kim1_00001,Rank,quest_raid_kim1_00001_rank_05,202602010
e,quest_raid_kim1_reward_group_00001_42,quest_raid_kim1_00001,Rank,quest_raid_kim1_00001_rank_06,202602010
e,quest_raid_kim1_reward_group_00001_43,quest_raid_kim1_00001,Rank,quest_raid_kim1_00001_rank_07,202602010
e,quest_raid_kim1_reward_group_00001_44,quest_raid_kim1_00001,Rank,quest_raid_kim1_00001_rank_08,202602010
e,quest_raid_kim1_reward_group_00001_45,quest_raid_kim1_00001,Rank,quest_raid_kim1_00001_rank_09,202602010
e,quest_raid_kim1_reward_group_00001_46,quest_raid_kim1_00001,Rank,quest_raid_kim1_00001_rank_10,202602010
e,quest_raid_kim1_reward_group_00001_47,quest_raid_kim1_00001,Rank,quest_raid_kim1_00001_rank_11,202602010
e,quest_raid_kim1_reward_group_00001_48,quest_raid_kim1_00001,Rank,quest_raid_kim1_00001_rank_12,202602010
e,quest_raid_kim1_reward_group_00001_49,quest_raid_kim1_00001,Rank,quest_raid_kim1_00001_rank_13,202602010
e,quest_raid_kim1_reward_group_00001_50,quest_raid_kim1_00001,Rank,quest_raid_kim1_00001_rank_14,202602010
e,quest_raid_kim1_reward_group_00001_51,quest_raid_kim1_00001,Rank,quest_raid_kim1_00001_rank_15,202602010
e,quest_raid_kim1_reward_group_00001_52,quest_raid_kim1_00001,Rank,quest_raid_kim1_00001_rank_16,202602010
