,,,,,,,,,,,,,,,,,,,,,,,,,,
,作成開始日,,,担当者,,,,,,,,,,,クエストフレーバーテキスト（最大18文字×8行）,,,,,,,,,,,文字数
,2025/12/19,,,和田,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,0
,クエスト名,,,先輩は敬いたまえ,,,,,,,,,,,,,,,,,,,,,,0
,クエストID,,,quest_event_you1_charaget01,,,,,,,,,,,,,,,,,,,,,,0
,クエスト種類,,,イベントクエスト,,,,,,,,,,,,,,,,,,,,,,0
,リリースキー,,,202602010,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,※!（エクスクラメーションマーク）は半角で,,,,,,,,,,,
,開催期間,,,,,,,,,,,,,,,,,,,,,,,,,
,開始日時,,2026/2/2,,,15:00:00,,,から,,,,,,,,,,,,,,,,,
,終了日時,,2026/3/2,,,10:59:59,,,終了,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,クエストトップ表示キャラID,,,キャラ名,,,セリフ1,,,セリフ2,,,セリフ3,,,,,,,,,,,,,
,chara_you_00201,,,ダグ,,,先輩は敬いたまえ,,,手打ち,,,手打ち,,,,,,,,,,,,,
,,,,error,,,手打ち,,,手打ち,,,手打ち,,,,,,,,,,,,,
,,,,error,,,手打ち,,,手打ち,,,手打ち,,,,,,,,,,,,,
