ENABLE,id,group_id,resource_type,resource_id,resource_amount,weight,pickup,release_key
e,Pickup_kim_001_1,Pickup_kim_001,Unit,chara_kim_00001,1,702,1,202602020
e,Pickup_kim_001_2,Pickup_kim_001,Unit,chara_spy_00101,1,162,0,202602020
e,Pickup_kim_001_3,Pickup_kim_001,Unit,chara_spy_00201,1,162,0,202602020
e,Pickup_kim_001_4,Pickup_kim_001,Unit,chara_spy_00001,1,162,0,202602020
e,Pickup_kim_001_5,Pickup_kim_001,Unit,chara_dan_00002,1,162,0,202602020
e,Pickup_kim_001_6,Pickup_kim_001,Unit,chara_gom_00001,1,162,0,202602020
e,Pickup_kim_001_7,Pickup_kim_001,Unit,chara_chi_00002,1,162,0,202602020
e,Pickup_kim_001_8,Pickup_kim_001,Unit,chara_kai_00002,1,162,0,202602020
e,Pickup_kim_001_9,Pickup_kim_001,Unit,chara_yuw_00001,1,162,0,202602020
e,Pickup_kim_001_10,Pickup_kim_001,Unit,chara_yuw_00101,1,162,0,202602020
e,Pickup_kim_001_11,Pickup_kim_001,Unit,chara_sur_00101,1,162,0,202602020
e,Pickup_kim_001_12,Pickup_kim_001,Unit,chara_jig_00001,1,162,0,202602020
e,Pickup_kim_001_13,Pickup_kim_001,Unit,chara_mag_00001,1,162,0,202602020
e,Pickup_kim_001_14,Pickup_kim_001,Unit,chara_sum_00101,1,162,0,202602020
e,Pickup_kim_001_15,Pickup_kim_001,Unit,chara_kim_00101,1,1404,1,202602020
e,Pickup_kim_001_16,Pickup_kim_001,Unit,chara_kim_00201,1,1404,1,202602020
e,Pickup_kim_001_17,Pickup_kim_001,Unit,chara_kim_00301,1,1404,1,202602020
e,Pickup_kim_001_18,Pickup_kim_001,Unit,chara_dan_00101,1,572,0,202602020
e,Pickup_kim_001_19,Pickup_kim_001,Unit,chara_chi_00201,1,572,0,202602020
e,Pickup_kim_001_20,Pickup_kim_001,Unit,chara_chi_00301,1,572,0,202602020
e,Pickup_kim_001_21,Pickup_kim_001,Unit,chara_kai_00301,1,572,0,202602020
