ENABLE,id,mst_stage_id,reset_type,clearable_count,ad_challenge_count,mst_stage_rule_group_id,start_at,end_at,release_key,background_asset_key
e,204,event_kim1_savage_00001,__NULL__,,0,__NULL__,"2026-02-16 15:00:00","2026-03-16 10:59:59",202602020,glo_00011
e,205,event_kim1_savage_00002,__NULL__,,0,__NULL__,"2026-02-16 15:00:00","2026-03-16 10:59:59",202602020,glo_00011
e,206,event_kim1_savage_00003,__NULL__,,0,__NULL__,"2026-02-16 15:00:00","2026-03-16 10:59:59",202602020,glo_00011
e,207,event_kim1_1day_00001,Daily,1,0,__NULL__,"2026-02-16 15:00:00","2026-03-02 03:59:59",202602020,glo_00011
e,208,event_kim1_charaget01_00001,__NULL__,,0,__NULL__,"2026-02-16 15:00:00","2026-03-2 03:59:59",202602020,glo_00029
e,209,event_kim1_charaget01_00002,__NULL__,,0,__NULL__,"2026-02-16 15:00:00","2026-03-2 03:59:59",202602020,glo_00013
e,210,event_kim1_charaget01_00003,__NULL__,,0,__NULL__,"2026-02-16 15:00:00","2026-03-2 03:59:59",202602020,glo_00014
e,211,event_kim1_charaget01_00004,__NULL__,,0,__NULL__,"2026-02-16 15:00:00","2026-03-2 03:59:59",202602020,glo_00014
e,212,event_kim1_charaget02_00001,__NULL__,,0,__NULL__,"2026-02-20 15:00:00","2026-03-16 10:59:59",202602020,glo_00011
e,213,event_kim1_charaget02_00002,__NULL__,,0,__NULL__,"2026-02-20 15:00:00","2026-03-16 10:59:59",202602020,glo_00011
e,214,event_kim1_charaget02_00003,__NULL__,,0,__NULL__,"2026-02-20 15:00:00","2026-03-16 10:59:59",202602020,glo_00011
e,215,event_kim1_charaget02_00004,__NULL__,,0,__NULL__,"2026-02-20 15:00:00","2026-03-16 10:59:59",202602020,glo_00011
e,216,event_kim1_charaget02_00005,__NULL__,,0,__NULL__,"2026-02-20 15:00:00","2026-03-16 10:59:59",202602020,kim_00002
e,217,event_kim1_charaget02_00006,__NULL__,,0,__NULL__,"2026-02-20 15:00:00","2026-03-16 10:59:59",202602020,kim_00001
e,218,event_kim1_challenge_00001,__NULL__,,0,__NULL__,"2026-02-16 15:00:00","2026-03-16 10:59:59",202602020,kim_00001
e,219,event_kim1_challenge_00002,__NULL__,,0,__NULL__,"2026-02-16 15:00:00","2026-03-16 10:59:59",202602020,kim_00001
e,220,event_kim1_challenge_00003,__NULL__,,0,__NULL__,"2026-02-16 15:00:00","2026-03-16 10:59:59",202602020,kim_00001
e,221,event_kim1_challenge_00004,__NULL__,,0,__NULL__,"2026-02-16 15:00:00","2026-03-16 10:59:59",202602020,kim_00001
