ENABLE,release_key,id,mst_artwork_fragment_id,position
e,202602020,artwork_fragment_event_kim_00001,artwork_fragment_event_kim_00001,7
e,202602020,artwork_fragment_event_kim_00002,artwork_fragment_event_kim_00002,5
e,202602020,artwork_fragment_event_kim_00003,artwork_fragment_event_kim_00003,16
e,202602020,artwork_fragment_event_kim_00004,artwork_fragment_event_kim_00004,11
e,202602020,artwork_fragment_event_kim_00005,artwork_fragment_event_kim_00005,2
e,202602020,artwork_fragment_event_kim_00006,artwork_fragment_event_kim_00006,9
e,202602020,artwork_fragment_event_kim_00007,artwork_fragment_event_kim_00007,13
e,202602020,artwork_fragment_event_kim_00008,artwork_fragment_event_kim_00008,8
e,202602020,artwork_fragment_event_kim_00009,artwork_fragment_event_kim_00009,4
e,202602020,artwork_fragment_event_kim_00010,artwork_fragment_event_kim_00010,3
e,202602020,artwork_fragment_event_kim_00011,artwork_fragment_event_kim_00011,10
e,202602020,artwork_fragment_event_kim_00012,artwork_fragment_event_kim_00012,14
e,202602020,artwork_fragment_event_kim_00013,artwork_fragment_event_kim_00013,6
e,202602020,artwork_fragment_event_kim_00014,artwork_fragment_event_kim_00014,12
e,202602020,artwork_fragment_event_kim_00015,artwork_fragment_event_kim_00015,1
e,202602020,artwork_fragment_event_kim_00016,artwork_fragment_event_kim_00016,15
e,202602020,artwork_fragment_event_kim_00101,artwork_fragment_event_kim_00101,15
e,202602020,artwork_fragment_event_kim_00102,artwork_fragment_event_kim_00102,12
e,202602020,artwork_fragment_event_kim_00103,artwork_fragment_event_kim_00103,7
e,202602020,artwork_fragment_event_kim_00104,artwork_fragment_event_kim_00104,4
e,202602020,artwork_fragment_event_kim_00105,artwork_fragment_event_kim_00105,2
e,202602020,artwork_fragment_event_kim_00106,artwork_fragment_event_kim_00106,9
e,202602020,artwork_fragment_event_kim_00107,artwork_fragment_event_kim_00107,8
e,202602020,artwork_fragment_event_kim_00108,artwork_fragment_event_kim_00108,10
e,202602020,artwork_fragment_event_kim_00109,artwork_fragment_event_kim_00109,16
e,202602020,artwork_fragment_event_kim_00110,artwork_fragment_event_kim_00110,1
e,202602020,artwork_fragment_event_kim_00111,artwork_fragment_event_kim_00111,3
e,202602020,artwork_fragment_event_kim_00112,artwork_fragment_event_kim_00112,5
e,202602020,artwork_fragment_event_kim_00113,artwork_fragment_event_kim_00113,13
e,202602020,artwork_fragment_event_kim_00114,artwork_fragment_event_kim_00114,6
e,202602020,artwork_fragment_event_kim_00115,artwork_fragment_event_kim_00115,14
e,202602020,artwork_fragment_event_kim_00116,artwork_fragment_event_kim_00116,11
