ENABLE,release_key,id,opr_product_id,language,asset_key
e,202602020,69_ja,69,ja,
e,202602020,70_ja,70,ja,
e,202602020,78_ja,78,ja,
e,202602020,97_ja,97,ja,
e,202602020,WS_00001_ja,WS_00001,ja,
e,202602020,WS_00002_ja,WS_00002,ja,
e,202602020,WS_00003_ja,WS_00003,ja,
e,202602020,WS_00004_ja,WS_00004,ja,
e,202602020,WS_00005_ja,WS_00005,ja,
e,202602020,WS_00006_ja,WS_00006,ja,
e,202602020,WS_00007_ja,WS_00007,ja,
e,202602020,WS_00008_ja,WS_00008,ja,
e,202602020,WS_00009_ja,WS_00009,ja,
e,202602020,WS_00010_ja,WS_00010,ja,
e,202602020,WS_00011_ja,WS_00011,ja,
e,202602020,WS_00012_ja,WS_00012,ja,
e,202602020,WS_00013_ja,WS_00013,ja,
