ENABLE,release_key,id,mst_unit_id,unit_grade,attack_kind,killer_colors,killer_percentage,action_frames,attack_delay,next_attack_interval,asset_key
e,202602020,chara_kim_00001_Normal_00000,chara_kim_00001,0,Normal,,,65,34,175,
e,202602020,chara_kim_00001_Special_00001,chara_kim_00001,1,Special,,,125,0,0,
e,202602020,chara_kim_00001_Special_00002,chara_kim_00001,2,Special,,,125,0,0,
e,202602020,chara_kim_00001_Special_00003,chara_kim_00001,3,Special,,,125,0,0,
e,202602020,chara_kim_00001_Special_00004,chara_kim_00001,4,Special,,,125,0,0,
e,202602020,chara_kim_00001_Special_00005,chara_kim_00001,5,Special,,,125,0,0,
e,202602020,chara_kim_00101_Normal_00000,chara_kim_00101,0,Normal,,,62,13,50,
e,202602020,chara_kim_00101_Special_00001,chara_kim_00101,1,Special,Yellow,175,175,0,0,
e,202602020,chara_kim_00101_Special_00002,chara_kim_00101,2,Special,Yellow,182,175,0,0,
e,202602020,chara_kim_00101_Special_00003,chara_kim_00101,3,Special,Yellow,194,175,0,0,
e,202602020,chara_kim_00101_Special_00004,chara_kim_00101,4,Special,Yellow,198,175,0,0,
e,202602020,chara_kim_00101_Special_00005,chara_kim_00101,5,Special,Yellow,205,175,0,0,
e,202602020,chara_kim_00201_Normal_00000,chara_kim_00201,0,Normal,,,69,10,50,
e,202602020,chara_kim_00201_Special_00001,chara_kim_00201,1,Special,,,120,60,0,
e,202602020,chara_kim_00201_Special_00002,chara_kim_00201,2,Special,,,120,60,0,
e,202602020,chara_kim_00201_Special_00003,chara_kim_00201,3,Special,,,120,60,0,
e,202602020,chara_kim_00201_Special_00004,chara_kim_00201,4,Special,,,120,60,0,
e,202602020,chara_kim_00201_Special_00005,chara_kim_00201,5,Special,,,120,60,0,
e,202602020,chara_kim_00301_Normal_00000,chara_kim_00301,0,Normal,,,88,39,90,
e,202602020,chara_kim_00301_Special_00001,chara_kim_00301,1,Special,,,180,60,0,
e,202602020,chara_kim_00301_Special_00002,chara_kim_00301,2,Special,,,180,60,0,
e,202602020,chara_kim_00301_Special_00003,chara_kim_00301,3,Special,,,180,60,0,
e,202602020,chara_kim_00301_Special_00004,chara_kim_00301,4,Special,,,180,60,0,
e,202602020,chara_kim_00301_Special_00005,chara_kim_00301,5,Special,,,180,60,0,
e,202602020,e_glo_00001_kim1_savage_Normal_Blue_Normal_00000,e_glo_00001_kim1_savage_Normal_Blue,0,Normal,,,50,25,30,
e,202602020,c_kim_00101_kim1_savage01_Boss_Blue_Normal_00000,c_kim_00101_kim1_savage01_Boss_Blue,0,Normal,,,62,13,40,
e,202602020,c_kim_00101_kim1_savage01_Boss_Blue_Special_00001,c_kim_00101_kim1_savage01_Boss_Blue,0,Special,,,175,0,0,
e,202602020,c_kim_00101_kim1_savage01_Boss_Blue_Appearance_00002,c_kim_00101_kim1_savage01_Boss_Blue,0,Appearance,,,50,0,0,
e,202602020,c_kim_00201_kim1_savage01_Boss_Blue_Normal_00000,c_kim_00201_kim1_savage01_Boss_Blue,0,Normal,,,69,10,80,
e,202602020,c_kim_00201_kim1_savage01_Boss_Blue_Special_00001,c_kim_00201_kim1_savage01_Boss_Blue,0,Special,,,120,60,0,
e,202602020,e_glo_00001_kim1_savage_Normal_Yellow_Normal_00000,e_glo_00001_kim1_savage_Normal_Yellow,0,Normal,,,50,25,30,
e,202602020,c_kim_00101_kim1_savage02_Boss_Yellow_Normal_00000,c_kim_00101_kim1_savage02_Boss_Yellow,0,Normal,,,62,13,60,
e,202602020,c_kim_00101_kim1_savage02_Boss_Yellow_Special_00001,c_kim_00101_kim1_savage02_Boss_Yellow,0,Special,,,175,0,0,
e,202602020,c_kim_00101_kim1_savage02_Boss_Yellow_Appearance_00002,c_kim_00101_kim1_savage02_Boss_Yellow,0,Appearance,,,50,0,0,
