ENABLE,id,mst_pack_id,resource_type,resource_id,resource_amount,is_bonus,display_order,release_key
e,184,event_item_pack_24,Item,memoryfragment_glo_00001,50,,4,202602020
e,185,event_item_pack_24,Item,memoryfragment_glo_00002,30,,3,202602020
e,186,event_item_pack_24,Item,memoryfragment_glo_00003,3,,2,202602020
e,187,event_item_pack_24,Item,ticket_glo_00003,10,,1,202602020
e,188,monthly_item_pack_4,Item,memoryfragment_glo_00001,50,,3,202602020
e,189,monthly_item_pack_4,Item,memoryfragment_glo_00002,30,,2,202602020
e,190,monthly_item_pack_4,Item,memoryfragment_glo_00003,3,,1,202602020
e,227,event_item_pack_32,Item,memory_glo_00001,1500,,9,202602020
e,228,event_item_pack_32,Item,memory_glo_00002,1500,,8,202602020
e,229,event_item_pack_32,Item,memory_glo_00003,1500,,7,202602020
e,230,event_item_pack_32,Item,memory_glo_00004,1500,,6,202602020
e,231,event_item_pack_32,Item,memory_glo_00005,1500,,5,202602020
e,232,event_item_pack_32,Item,memoryfragment_glo_00001,50,,4,202602020
e,233,event_item_pack_32,Item,memoryfragment_glo_00002,30,,3,202602020
e,234,event_item_pack_32,Item,memoryfragment_glo_00003,3,,2,202602020
e,235,event_item_pack_32,Coin,,30000,1,1,202602020
e,ws_1,WS_00001,FreeDiamond,,150,,1,202602020
e,ws_2,WS_00002,FreeDiamond,,1500,,1,202602020
e,ws_3,WS_00003,FreeDiamond,,80,,1,202602020
e,ws_4,WS_00004,FreeDiamond,,240,,1,202602020
e,ws_5,WS_00005,FreeDiamond,,490,,1,202602020
e,ws_6,WS_00006,FreeDiamond,,5,,1,202602020
e,ws_7,WS_00007,FreeDiamond,,20,,1,202602020
e,ws_8,WS_00008,FreeDiamond,,40,,1,202602020
e,ws_9,WS_00009,FreeDiamond,,100,,1,202602020
e,ws_10,WS_00010,FreeDiamond,,150,,1,202602020
e,ws_11,WS_00011,FreeDiamond,,250,,1,202602020
e,ws_12,WS_00012,Item,memoryfragment_glo_00001,50,,5,202602020
e,ws_13,WS_00012,Item,memoryfragment_glo_00002,30,,4,202602020
e,ws_14,WS_00012,Item,memoryfragment_glo_00003,3,,3,202602020
e,ws_15,WS_00012,Item,ticket_glo_00003,1,,2,202602020
e,ws_16,WS_00012,Coin,,10000,1,1,202602020
e,ws_17,WS_00013,Item,ticket_glo_00203,1,,6,202602020
e,ws_18,WS_00013,Item,box_glo_00008,50,,5,202602020
e,ws_19,WS_00013,Item,memoryfragment_glo_00001,50,,4,202602020
e,ws_20,WS_00013,Item,memoryfragment_glo_00002,30,,3,202602020
e,ws_21,WS_00013,Item,memoryfragment_glo_00003,3,,2,202602020
e,ws_22,WS_00013,Coin,,50000,1,1,202602020
