ENABLE,id,sequence_set_id,sequence_group_id,sequence_element_id,priority_sequence_element_id,condition_type,condition_value,action_type,action_value,action_value2,summon_count,summon_interval,summon_animation_type,summon_position,move_start_condition_type,move_start_condition_value,move_stop_condition_type,move_stop_condition_value,move_restart_condition_type,move_restart_condition_value,move_loop_count,is_summon_unit_outpost_damage_invalidation,last_boss_trigger,aura_type,death_type,enemy_hp_coef,enemy_attack_coef,enemy_speed_coef,override_drop_battle_point,defeated_score,action_delay,deactivation_condition_type,deactivation_condition_value,release_key
e,event_kim1_savage_00001_1,event_kim1_savage_00001,,1,,InitialSummon,0,SummonEnemy,e_glo_00001_kim1_savage_Normal_Blue,,1,0,None,1.8,ElapsedTime,600,None,,None,,,,,Boss,Normal,3,13,1,,0,,None,,202602020
e,event_kim1_savage_00001_2,event_kim1_savage_00001,,groupchange_1,,FriendUnitDead,1,SwitchSequenceGroup,w1,,,,None,,None,,None,,None,,,,,Default,Normal,1,1,1,,0,,None,,202602020
e,event_kim1_savage_00001_3,event_kim1_savage_00001,w1,2,,ElapsedTimeSinceSequenceGroupActivated,0,SummonEnemy,e_glo_00001_kim1_savage_Normal_Blue,,50,450,None,,None,,None,,None,,,,,Default,Normal,0.6,2.5,1,,0,,None,,202602020
e,event_kim1_savage_00001_4,event_kim1_savage_00001,w1,3,,ElapsedTimeSinceSequenceGroupActivated,500,SummonEnemy,e_glo_00001_kim1_savage_Normal_Blue,,5,1250,Fall4,0.6,None,,None,,None,,,,,Default,Normal,0.6,2.5,1,,0,,None,,202602020
e,event_kim1_savage_00001_5,event_kim1_savage_00001,w1,4,,ElapsedTimeSinceSequenceGroupActivated,700,SummonEnemy,e_glo_00001_kim1_savage_Normal_Blue,,50,725,None,,None,,None,,None,,,,,Default,Normal,0.6,2.5,1,,0,,None,,202602020
e,event_kim1_savage_00001_6,event_kim1_savage_00001,w1,5,,ElapsedTimeSinceSequenceGroupActivated,1000,SummonEnemy,c_kim_00101_kim1_savage01_Boss_Blue,,1,0,None,,None,,None,,None,,,,,Default,Normal,6,3.4,1,,0,,None,,202602020
e,event_kim1_savage_00001_7,event_kim1_savage_00001,w1,6,,ElapsedTimeSinceSequenceGroupActivated,900,SummonEnemy,c_kim_00201_kim1_savage01_Boss_Blue,,1,0,None,,None,,None,,None,,,,,Boss,Normal,7,2.5,1,,0,,None,,202602020
e,event_kim1_savage_00002_1,event_kim1_savage_00002,,1,,ElapsedTime,0,SummonEnemy,e_glo_00001_kim1_savage_Normal_Yellow,,60,500,None,,None,,None,,None,,,,,Default,Normal,0.5,4.25,1,5,0,,None,,202602020
e,event_kim1_savage_00002_2,event_kim1_savage_00002,,2,,ElapsedTime,1000,SummonEnemy,e_glo_00001_kim1_savage_Normal_Yellow,,60,800,None,,None,,None,,None,,,,,Default,Normal,0.5,4.25,1,5,0,,None,,202602020
e,event_kim1_savage_00002_3,event_kim1_savage_00002,,3,,ElapsedTime,1600,SummonEnemy,e_glo_00001_kim1_savage_Normal_Yellow,,60,820,None,,None,,None,,None,,,,,Default,Normal,0.5,4.25,1,5,0,,None,,202602020
