ENABLE,release_key,id,mst_artwork_fragment_id,language,name
e,202602020,artwork_fragment_event_kim_00001_ja,artwork_fragment_event_kim_00001,ja,原画のかけら7
e,202602020,artwork_fragment_event_kim_00002_ja,artwork_fragment_event_kim_00002,ja,原画のかけら5
e,202602020,artwork_fragment_event_kim_00003_ja,artwork_fragment_event_kim_00003,ja,原画のかけら16
e,202602020,artwork_fragment_event_kim_00004_ja,artwork_fragment_event_kim_00004,ja,原画のかけら11
e,202602020,artwork_fragment_event_kim_00005_ja,artwork_fragment_event_kim_00005,ja,原画のかけら2
e,202602020,artwork_fragment_event_kim_00006_ja,artwork_fragment_event_kim_00006,ja,原画のかけら9
e,202602020,artwork_fragment_event_kim_00007_ja,artwork_fragment_event_kim_00007,ja,原画のかけら13
e,202602020,artwork_fragment_event_kim_00008_ja,artwork_fragment_event_kim_00008,ja,原画のかけら8
e,202602020,artwork_fragment_event_kim_00009_ja,artwork_fragment_event_kim_00009,ja,原画のかけら4
e,202602020,artwork_fragment_event_kim_00010_ja,artwork_fragment_event_kim_00010,ja,原画のかけら3
e,202602020,artwork_fragment_event_kim_00011_ja,artwork_fragment_event_kim_00011,ja,原画のかけら10
e,202602020,artwork_fragment_event_kim_00012_ja,artwork_fragment_event_kim_00012,ja,原画のかけら14
e,202602020,artwork_fragment_event_kim_00013_ja,artwork_fragment_event_kim_00013,ja,原画のかけら6
e,202602020,artwork_fragment_event_kim_00014_ja,artwork_fragment_event_kim_00014,ja,原画のかけら12
e,202602020,artwork_fragment_event_kim_00015_ja,artwork_fragment_event_kim_00015,ja,原画のかけら1
e,202602020,artwork_fragment_event_kim_00016_ja,artwork_fragment_event_kim_00016,ja,原画のかけら15
e,202602020,artwork_fragment_event_kim_00101_ja,artwork_fragment_event_kim_00101,ja,原画のかけら15
e,202602020,artwork_fragment_event_kim_00102_ja,artwork_fragment_event_kim_00102,ja,原画のかけら12
e,202602020,artwork_fragment_event_kim_00103_ja,artwork_fragment_event_kim_00103,ja,原画のかけら7
e,202602020,artwork_fragment_event_kim_00104_ja,artwork_fragment_event_kim_00104,ja,原画のかけら4
e,202602020,artwork_fragment_event_kim_00105_ja,artwork_fragment_event_kim_00105,ja,原画のかけら2
e,202602020,artwork_fragment_event_kim_00106_ja,artwork_fragment_event_kim_00106,ja,原画のかけら9
e,202602020,artwork_fragment_event_kim_00107_ja,artwork_fragment_event_kim_00107,ja,原画のかけら8
e,202602020,artwork_fragment_event_kim_00108_ja,artwork_fragment_event_kim_00108,ja,原画のかけら10
e,202602020,artwork_fragment_event_kim_00109_ja,artwork_fragment_event_kim_00109,ja,原画のかけら16
e,202602020,artwork_fragment_event_kim_00110_ja,artwork_fragment_event_kim_00110,ja,原画のかけら1
e,202602020,artwork_fragment_event_kim_00111_ja,artwork_fragment_event_kim_00111,ja,原画のかけら3
e,202602020,artwork_fragment_event_kim_00112_ja,artwork_fragment_event_kim_00112,ja,原画のかけら5
e,202602020,artwork_fragment_event_kim_00113_ja,artwork_fragment_event_kim_00113,ja,原画のかけら13
e,202602020,artwork_fragment_event_kim_00114_ja,artwork_fragment_event_kim_00114,ja,原画のかけら6
e,202602020,artwork_fragment_event_kim_00115_ja,artwork_fragment_event_kim_00115,ja,原画のかけら14
e,202602020,artwork_fragment_event_kim_00116_ja,artwork_fragment_event_kim_00116,ja,原画のかけら11
