ENABLE,release_key,id,mst_in_game_id,language,result_tips,description
e,202602020,pvp_kim_01_ja,pvp_kim_01,ja,,
e,202602020,pvp_kim_02_ja,pvp_kim_02,ja,,
e,202602020,event_kim1_savage_00001_ja,event_kim1_savage_00001,ja,攻撃DOWNコマ無効を持っているキャラを強化して編成してみよう!,"【属性情報】 \n青属性の敵が登場するので黄属性のキャラは有利に戦うこともできるぞ!\n\n【コマ効果情報】\n攻撃DOWNコマが登場するぞ!\n特性で攻撃DOWNコマ無効化を持っているキャラを編成しよう!\n\nまた、このステージではスピードアタックルールがあるぞ! \n早くクリアすると報酬ゲット!"
e,202602020,event_kim1_savage_00002_ja,event_kim1_savage_00002,ja,"『好本 静』が敵を回復してくるぞ!範囲攻撃で『好本 静』を倒そう!","【属性情報】 \n黄属性の敵が登場するので緑属性のキャラは有利に戦うこともできるぞ!\n\n【ギミック情報】\n時間経過でファントムが大量に出現するぞ!\nこのステージでは、強敵の『花園 羽香里』が登場している時は、\nファントムゲートHPは削れないぞ! \n\nまた、このステージではスピードアタックルールがあるぞ! \n早くクリアすると報酬ゲット!"
e,202602020,event_kim1_savage_00003_ja,event_kim1_savage_00003,ja,攻撃DOWNコマ無効を持っているキャラを強化して編成してみよう!,"【属性情報】 \n赤属性の敵が登場するので青属性のキャラは有利に戦うこともできるぞ!\n\n【コマ効果情報】\n攻撃DOWNコマが登場するぞ!\n特性で攻撃DOWNコマ無効化を持っているキャラを編成しよう!\n\nこのステージでは、強敵の『溢れる母性 花園 羽々里』が登場している時は、\nファントムゲートHPは削れないぞ! \nまた、このステージではスピードアタックルールがあるぞ! \n早くクリアすると報酬ゲット!"
e,202602020,event_kim1_1day_00001_ja,event_kim1_1day_00001,ja,キャラを強化してみよう!,"【属性情報】\n無属性の『花園 羽香里』と『院田 唐音』が登場するぞ!\n\n毎日1回クエストをクリアして、「コイン」をたくさんGETしよう!                                                                                                                                                                                                                                                                                                             "
e,202602020,event_kim1_charaget01_00001_ja,event_kim1_charaget01_00001,ja,キャラを強化してみよう!,"【属性情報】\n無属性の敵が出現するぞ!\n\n【ギミック情報】\n時間経過で強敵の『院田 唐音』と『花園 羽香里』が登場するぞ!"
e,202602020,event_kim1_charaget01_00002_ja,event_kim1_charaget01_00002,ja,"『好本 静』が敵を攻撃UPしてくるぞ!範囲攻撃で『好本 静』を倒そう!","【属性情報】\n無属性の敵が出現するぞ!\n\n【ギミック情報】\n時間経過でファントムが大量に出現するぞ!\n時間経過で強敵の『好本 静』が登場するぞ!\n敵全体の攻撃UPをしてくる敵が登場するぞ!"
e,202602020,event_kim1_charaget01_00003_ja,event_kim1_charaget01_00003,ja,キャラを強化してみよう!,"【属性情報】\n無属性の敵が出現するぞ!\n\n【ギミック情報】\nファントムゲートHPを削ると強敵の『院田 唐音』と『花園 羽香里』が登場するぞ!\nファントムゲートのHPを削るタイミングに気をつけよう!"
e,202602020,event_kim1_charaget01_00004_ja,event_kim1_charaget01_00004,ja,"『好本 静』が敵を攻撃UPしてくるぞ!範囲攻撃で『好本 静』を倒そう!","【属性情報】\n無属性の敵が出現するぞ!\n\n【ギミック情報】\nファントムゲートHPを削ると強敵の『院田 唐音』と『花園 羽香里』が登場するぞ!\nファントムゲートのHPを削るタイミングに気をつけよう!\n時間経過で強敵の『好本 静』が登場するぞ!\n敵全体の攻撃UPをしてくる敵が登場するぞ!"
